ID_Tactique,ID_Match,ID_Joueur,Zones_Influence,Transitions_Rapides,Pressions_Réussies
5514,227,826,Médiane,10,3
5515,227,11,Offensive,4,5
5516,227,215,Toute Surface,11,8
5517,227,892,Offensive,4,4
5518,227,914,Toute Surface,6,12
5519,227,180,Toute Surface,6,8
5520,227,607,Médiane,10,12
5521,227,107,Offensive,4,13
5522,227,836,Toute Surface,11,4
5523,227,88,Médiane,9,9
5524,227,718,Défensive,12,6
5525,228,944,Défensive,0,0
5526,228,843,Défensive,0,0
5527,228,168,Défensive,0,0
5528,228,409,Défensive,16,6
5529,228,982,Médiane,5,6
5530,228,587,Défensive,11,16
5531,228,275,Médiane,12,17
5532,228,862,Défensive,11,7
5533,228,753,Offensive,4,9
5534,228,826,Médiane,16,3
5535,228,11,Défensive,8,14
5536,228,215,Toute Surface,16,9
5537,228,892,Médiane,5,14
5538,228,914,Toute Surface,4,11
5539,228,180,Médiane,8,8
5540,228,607,Défensive,12,15
5541,228,107,Médiane,7,15
5542,228,836,Médiane,14,4
5543,228,88,Offensive,14,11
5544,228,718,Médiane,13,4
5545,229,944,Défensive,0,0
5546,229,843,Défensive,0,0
5547,229,168,Défensive,0,0
5548,229,409,Toute Surface,11,8
5549,229,982,Toute Surface,7,4
5550,229,587,Offensive,9,14
5551,229,275,Médiane,7,12
5552,229,862,Offensive,12,3
5553,229,753,Médiane,6,7
5554,229,826,Toute Surface,13,7
5555,229,11,Médiane,4,10
5556,229,215,Offensive,10,3
5557,229,892,Toute Surface,5,10
5558,229,914,Offensive,4,6
5559,229,180,Offensive,5,5
5560,229,607,Médiane,9,16
5561,229,107,Toute Surface,4,9
5562,229,836,Médiane,7,8
5563,229,88,Offensive,10,7
5564,229,718,Défensive,9,9
5565,230,944,Défensive,0,0
5566,230,843,Défensive,0,0
5567,230,168,Défensive,0,0
5568,230,409,Défensive,11,9
5569,230,982,Toute Surface,3,4
5570,230,587,Médiane,7,9
5571,230,275,Toute Surface,9,10
5572,230,862,Toute Surface,11,8
5573,230,753,Offensive,6,9
5574,230,826,Offensive,10,8
5575,230,11,Offensive,4,12
5576,230,215,Offensive,8,9
5577,230,892,Toute Surface,5,12
5578,230,914,Défensive,4,4
5579,230,180,Médiane,7,7
5580,230,607,Offensive,10,18
5581,230,107,Défensive,5,7
5582,230,836,Offensive,9,6
5583,230,88,Défensive,7,4
5584,230,718,Défensive,8,9
5585,231,944,Défensive,0,0
5586,231,843,Défensive,0,0
5587,231,168,Défensive,0,0
5588,231,409,Médiane,14,3
5589,231,982,Défensive,8,7
5590,231,587,Médiane,13,19
5591,231,275,Toute Surface,7,22
5592,231,862,Défensive,12,7
5593,231,753,Défensive,7,16
5594,231,826,Offensive,8,8
5595,231,11,Offensive,5,15
5596,231,215,Toute Surface,11,3
5597,231,892,Offensive,8,15
5598,231,914,Médiane,6,12
5599,231,180,Médiane,5,5
5600,231,607,Médiane,7,17
5601,231,107,Médiane,8,15
5602,231,836,Offensive,16,11
5603,231,88,Défensive,11,7
5604,231,718,Médiane,16,3
5605,232,944,Défensive,0,0
5606,232,843,Défensive,0,0
5607,232,168,Défensive,0,0
5608,232,409,Médiane,14,7
5609,232,982,Défensive,7,11
5610,232,587,Toute Surface,12,16
5611,232,275,Défensive,5,15
5612,232,862,Médiane,9,11
5613,232,753,Offensive,4,13
5614,232,826,Défensive,15,8
5615,232,11,Médiane,7,5
5616,232,215,Médiane,9,11
5617,232,892,Offensive,6,16
5618,232,914,Offensive,6,6
5619,232,180,Offensive,3,16
5620,232,607,Défensive,13,15
5621,232,107,Défensive,7,13
5622,232,836,Défensive,13,3
5623,232,88,Toute Surface,9,4
5624,232,718,Toute Surface,14,7
5625,233,944,Défensive,0,0
5626,233,843,Défensive,0,0
5627,233,168,Défensive,0,0
5628,233,409,Toute Surface,15,7
5629,233,982,Défensive,6,13
5630,233,587,Toute Surface,11,13
5631,233,275,Offensive,6,17
5632,233,862,Toute Surface,9,4
5633,233,753,Médiane,6,6
5634,233,826,Médiane,14,5
5635,233,11,Toute Surface,6,15
5636,233,215,Toute Surface,12,11
5637,233,892,Défensive,6,5
5638,233,914,Toute Surface,7,6
5639,233,180,Médiane,7,12
5640,233,607,Offensive,12,13
5641,233,107,Toute Surface,4,15
5642,233,836,Offensive,11,3
5643,233,88,Offensive,14,4
5644,233,718,Toute Surface,16,5
5645,234,944,Défensive,0,0
5646,234,843,Défensive,0,0
5647,234,168,Défensive,0,0
5648,234,409,Toute Surface,14,8
5649,234,982,Toute Surface,4,10
5650,234,587,Offensive,9,20
5651,234,275,Médiane,8,12
5652,234,862,Toute Surface,9,5
5653,234,753,Médiane,4,6
5654,234,826,Médiane,12,5
5655,234,11,Médiane,5,9
5656,234,215,Défensive,11,5
5657,234,892,Offensive,4,12
5658,234,914,Offensive,8,6
5659,234,180,Défensive,7,9
5660,234,607,Médiane,6,12
5661,234,107,Toute Surface,3,8
5662,234,836,Offensive,10,6
5663,234,88,Défensive,15,5
5664,234,718,Toute Surface,12,6
5665,235,944,Défensive,0,0
5666,235,843,Défensive,0,0
5667,235,168,Défensive,0,0
5668,235,409,Médiane,7,3
5669,235,982,Défensive,3,8
5670,235,587,Défensive,9,10
5671,235,275,Offensive,8,10
5672,235,862,Toute Surface,9,9
5673,235,753,Offensive,4,4
5674,235,826,Offensive,8,8
5675,235,11,Médiane,3,8
5676,235,215,Médiane,9,2
5677,235,892,Offensive,7,8
5678,235,914,Offensive,5,13
5679,235,180,Offensive,2,9
5680,235,607,Défensive,10,13
5681,235,107,Offensive,2,6
5682,235,836,Défensive,10,2
5683,235,88,Toute Surface,13,7
5684,235,718,Offensive,8,8
5685,236,944,Défensive,0,0
5686,236,843,Défensive,0,0
5687,236,168,Défensive,0,0
5688,236,409,Toute Surface,13,4
5689,236,982,Toute Surface,3,13
5690,236,587,Toute Surface,13,22
5691,236,275,Médiane,12,15
5692,236,862,Offensive,9,11
5693,236,753,Toute Surface,5,7
5694,236,826,Offensive,12,9
5695,236,11,Défensive,7,5
5696,236,215,Offensive,8,7
5697,236,892,Défensive,4,7
5698,236,914,Toute Surface,5,14
5699,236,180,Défensive,4,14
5700,236,607,Toute Surface,6,13
5701,236,107,Médiane,5,11
5702,236,836,Défensive,14,9
5703,236,88,Toute Surface,11,8
5704,236,718,Défensive,8,6
5705,237,944,Défensive,0,0
5706,237,843,Défensive,0,0
5707,237,168,Défensive,0,0
5708,237,409,Offensive,16,8
5709,237,982,Médiane,4,16
5710,237,587,Offensive,11,16
5711,237,275,Offensive,7,11
5712,237,862,Offensive,13,4
5713,237,753,Toute Surface,6,16
5714,237,826,Défensive,15,9
5715,237,11,Toute Surface,3,14
5716,237,215,Médiane,16,6
5717,237,892,Défensive,6,13
5718,237,914,Médiane,4,8
5719,237,180,Médiane,7,7
5720,237,607,Défensive,12,14
5721,237,107,Toute Surface,5,16
5722,237,836,Défensive,11,7
5723,237,88,Offensive,12,6
5724,237,718,Défensive,8,5
5725,238,944,Défensive,0,0
5726,238,843,Défensive,0,0
5727,238,168,Défensive,0,0
5728,238,409,Offensive,8,5
5729,238,982,Médiane,3,4
5730,238,587,Toute Surface,7,13
5731,238,275,Toute Surface,8,15
5732,238,862,Médiane,12,8
5733,238,753,Défensive,2,11
5734,238,826,Offensive,10,2
5735,238,11,Médiane,4,8
5736,238,215,Médiane,8,8
5737,238,892,Offensive,6,9
5738,238,914,Toute Surface,5,13
5739,238,180,Toute Surface,2,4
5740,238,607,Défensive,5,17
5741,238,107,Médiane,3,4
5742,238,836,Toute Surface,8,9
5743,238,88,Toute Surface,10,5
5744,238,718,Médiane,7,5
5745,239,944,Défensive,0,0
5746,239,843,Défensive,0,0
5747,239,168,Défensive,0,0
5748,239,409,Défensive,9,4
5749,239,982,Médiane,3,15
5750,239,587,Défensive,5,12
5751,239,275,Offensive,9,12
5752,239,862,Toute Surface,12,8
5753,239,753,Toute Surface,6,6
5754,239,826,Médiane,11,7
5755,239,11,Défensive,3,13
5756,239,215,Offensive,15,5
5757,239,892,Offensive,6,7
5758,239,914,Offensive,3,9
5759,239,180,Médiane,4,6
5760,239,607,Médiane,6,22
5761,239,107,Défensive,6,14
5762,239,836,Médiane,14,11
5763,239,88,Médiane,9,4
5764,239,718,Défensive,9,8
5765,240,944,Défensive,0,0
5766,240,843,Défensive,0,0
5767,240,168,Défensive,0,0
5768,240,409,Médiane,9,5
5769,240,982,Offensive,3,4
5770,240,587,Toute Surface,7,14
5771,240,275,Toute Surface,6,15
5772,240,862,Médiane,13,3
5773,240,753,Toute Surface,4,11
5774,240,826,Médiane,9,6
5775,240,11,Défensive,2,4
5776,240,215,Médiane,12,5
5777,240,892,Toute Surface,5,4
5778,240,914,Défensive,2,4
5779,240,180,Offensive,2,13
5780,240,607,Défensive,10,14
5781,240,107,Offensive,6,9
5782,240,836,Offensive,12,3
5783,240,88,Offensive,12,8
5784,240,718,Défensive,13,9
5785,241,944,Défensive,0,0
5786,241,843,Défensive,0,0
5787,241,168,Défensive,0,0
5788,241,409,Médiane,12,10
5789,241,982,Offensive,7,9
5790,241,587,Médiane,7,10
5791,241,275,Offensive,5,20
5792,241,862,Défensive,10,10
5793,241,753,Défensive,3,5
5794,241,826,Offensive,8,10
5795,241,11,Défensive,8,8
5796,241,215,Offensive,10,3
5797,241,892,Toute Surface,7,5
5798,241,914,Toute Surface,4,8
5799,241,180,Médiane,6,10
5800,241,607,Défensive,10,10
5801,241,107,Défensive,8,6
5802,241,836,Toute Surface,10,9
5803,241,88,Toute Surface,13,7
5804,241,718,Défensive,8,7
5805,242,944,Défensive,0,0
5806,242,843,Défensive,0,0
5807,242,168,Défensive,0,0
5808,242,409,Médiane,13,4
5809,242,982,Toute Surface,6,7
5810,242,587,Offensive,8,15
5811,242,275,Offensive,5,18
5812,242,862,Toute Surface,9,3
5813,242,753,Défensive,7,6
5814,242,826,Défensive,10,9
5815,242,11,Toute Surface,7,5
5816,242,215,Offensive,8,9
5817,242,892,Toute Surface,6,6
5818,242,914,Toute Surface,2,5
5819,242,180,Médiane,2,6
5820,242,607,Offensive,7,17
5821,242,107,Médiane,2,5
5822,242,836,Défensive,9,8
5823,242,88,Médiane,13,4
5824,242,718,Offensive,9,7
5825,243,944,Défensive,0,0
5826,243,843,Défensive,0,0
5827,243,168,Défensive,0,0
5828,243,409,Défensive,7,7
5829,243,982,Toute Surface,4,9
5830,243,587,Toute Surface,10,14
5831,243,275,Médiane,9,12
5832,243,862,Défensive,9,7
5833,243,753,Offensive,5,9
5834,243,826,Offensive,13,8
5835,243,11,Médiane,6,9
5836,243,215,Offensive,9,5
5837,243,892,Médiane,4,11
5838,243,914,Médiane,7,10
5839,243,180,Défensive,2,9
5840,243,607,Toute Surface,10,11
5841,243,107,Offensive,5,6
5842,243,836,Offensive,9,7
5843,243,88,Offensive,9,6
5844,243,718,Offensive,7,8
5845,244,944,Défensive,0,0
5846,244,843,Défensive,0,0
5847,244,168,Défensive,0,0
5848,244,409,Offensive,13,9
5849,244,982,Toute Surface,5,9
5850,244,587,Offensive,9,12
5851,244,275,Toute Surface,8,9
5852,244,862,Défensive,10,3
5853,244,753,Défensive,2,13
5854,244,826,Offensive,10,4
5855,244,11,Toute Surface,7,10
5856,244,215,Offensive,9,9
5857,244,892,Médiane,6,7
5858,244,914,Médiane,2,9
5859,244,180,Offensive,5,13
5860,244,607,Défensive,9,14
5861,244,107,Médiane,3,8
5862,244,836,Défensive,9,3
5863,244,88,Médiane,9,8
5864,244,718,Médiane,10,5
5865,245,944,Défensive,0,0
5866,245,843,Défensive,0,0
5867,245,168,Défensive,0,0
5868,245,409,Toute Surface,11,9
5869,245,982,Défensive,8,13
5870,245,587,Toute Surface,11,22
5871,245,275,Médiane,12,12
5872,245,862,Offensive,8,4
5873,245,753,Offensive,8,16
5874,245,826,Défensive,8,8
5875,245,11,Médiane,3,12
5876,245,215,Médiane,9,6
5877,245,892,Toute Surface,6,5
5878,245,914,Toute Surface,4,8
5879,245,180,Médiane,3,11
5880,245,607,Offensive,6,19
5881,245,107,Offensive,4,11
5882,245,836,Toute Surface,14,11
5883,245,88,Défensive,8,4
5884,245,718,Défensive,9,4
5885,246,944,Défensive,0,0
5886,246,843,Défensive,0,0
5887,246,168,Défensive,0,0
5888,246,409,Défensive,11,7
5889,246,982,Offensive,5,11
5890,246,587,Offensive,4,12
5891,246,275,Toute Surface,9,10
5892,246,862,Offensive,9,6
5893,246,753,Toute Surface,2,13
5894,246,826,Offensive,10,8
5895,246,11,Offensive,5,6
5896,246,215,Offensive,8,2
5897,246,892,Toute Surface,3,13
5898,246,914,Toute Surface,7,8
5899,246,180,Toute Surface,3,9
5900,246,607,Médiane,7,18
5901,246,107,Offensive,6,6
5902,246,836,Médiane,12,6
5903,246,88,Offensive,8,3
5904,246,718,Toute Surface,11,3
5905,247,944,Défensive,0,0
5906,247,843,Défensive,0,0
5907,247,168,Défensive,0,0
5908,247,409,Toute Surface,15,4
5909,247,982,Toute Surface,4,12
5910,247,587,Offensive,5,15
5911,247,275,Offensive,6,18
5912,247,862,Défensive,8,9
5913,247,753,Défensive,7,5
5914,247,826,Offensive,8,6
5915,247,11,Toute Surface,6,14
5916,247,215,Offensive,15,9
5917,247,892,Défensive,3,6
5918,247,914,Offensive,7,14
5919,247,180,Offensive,3,6
5920,247,607,Toute Surface,11,18
5921,247,107,Toute Surface,3,6
5922,247,836,Médiane,9,3
5923,247,88,Toute Surface,8,6
5924,247,718,Médiane,12,3
5925,248,944,Défensive,0,0
5926,248,843,Défensive,0,0
5927,248,168,Défensive,0,0
5928,248,409,Toute Surface,8,3
5929,248,982,Défensive,7,10
5930,248,587,Défensive,7,15
5931,248,275,Médiane,10,13
5932,248,862,Défensive,13,8
5933,248,753,Toute Surface,4,11
5934,248,826,Médiane,9,2
5935,248,11,Toute Surface,5,9
5936,248,215,Médiane,13,8
5937,248,892,Toute Surface,4,7
5938,248,914,Toute Surface,7,9
5939,248,180,Défensive,2,10
5940,248,607,Défensive,6,16
5941,248,107,Toute Surface,4,13
5942,248,836,Médiane,11,9
5943,248,88,Médiane,11,4
5944,248,718,Défensive,9,7
5945,249,944,Défensive,0,0
5946,249,843,Défensive,0,0
5947,249,168,Défensive,0,0
5948,249,409,Défensive,7,9
5949,249,982,Toute Surface,6,9
5950,249,587,Offensive,9,17
5951,249,275,Défensive,4,17
5952,249,862,Toute Surface,9,8
5953,249,753,Médiane,5,13
5954,249,826,Médiane,12,2
5955,249,11,Médiane,4,13
5956,249,215,Défensive,9,3
5957,249,892,Défensive,2,13
5958,249,914,Offensive,5,5
5959,249,180,Défensive,7,5
5960,249,607,Médiane,10,13
5961,249,107,Offensive,7,6
5962,249,836,Médiane,9,9
5963,249,88,Offensive,9,8
5964,249,718,Défensive,9,7
5965,250,944,Défensive,0,0
5966,250,843,Défensive,0,0
5967,250,168,Défensive,0,0
5968,250,409,Médiane,12,4
5969,250,982,Défensive,5,11
5970,250,587,Médiane,5,14
5971,250,275,Offensive,5,11
5972,250,862,Défensive,7,3
5973,250,753,Médiane,4,5
5974,250,826,Offensive,9,7
5975,250,11,Médiane,3,7
5976,250,215,Défensive,12,6
5977,250,892,Défensive,6,4
5978,250,914,Toute Surface,2,11
5979,250,180,Offensive,6,9
5980,250,607,Toute Surface,6,18
5981,250,107,Toute Surface,5,11
5982,250,836,Médiane,13,8
5983,250,88,Toute Surface,9,7
5984,250,718,Offensive,10,9
5985,251,866,Défensive,0,0
5986,251,406,Aucune,0,0
5987,251,731,Défensive,0,0
5988,251,380,Aucune,0,0
5989,251,976,Toute Surface,14,9
5990,251,590,Toute Surface,4,11
5991,251,715,Toute Surface,6,13
5992,251,342,Toute Surface,4,16
5993,251,258,Défensive,7,11
5994,251,18,Offensive,14,6
5995,251,943,Défensive,14,5
5996,251,996,Aucune,0,0
5997,251,38,Aucune,0,0
5998,251,206,Médiane,11,16
5999,251,100,Aucune,0,0
6000,251,831,Médiane,8,12
6001,251,664,Offensive,11,16
6002,251,66,Aucune,0,0
6003,251,77,Aucune,0,0
6004,251,89,Toute Surface,13,4
6005,251,897,Offensive,14,5
6006,251,726,Aucune,0,0
6007,251,849,Aucune,0,0
6008,251,30,Médiane,8,8
6009,251,809,Aucune,0,0
6010,252,866,Défensive,0,0
6011,252,406,Défensive,0,0
6012,252,731,Défensive,0,0
6013,252,380,Médiane,13,20
6014,252,976,Offensive,11,7
6015,252,590,Médiane,3,14
6016,252,715,Défensive,8,13
6017,252,342,Offensive,8,13
6018,252,258,Défensive,13,17
6019,252,18,Défensive,11,3
6020,252,943,Médiane,11,7
6021,252,996,Aucune,0,0
6022,252,38,Médiane,8,11
6023,252,206,Médiane,11,22
6024,252,100,Médiane,4,12
6025,252,831,Toute Surface,7,12
6026,252,664,Médiane,5,15
6027,252,66,Aucune,0,0
6028,252,77,Toute Surface,7,6
6029,252,89,Toute Surface,15,3
6030,252,897,Défensive,16,7
6031,252,726,Toute Surface,12,19
6032,252,849,Aucune,0,0
6033,252,30,Médiane,11,8
6034,252,809,Médiane,12,6
6035,253,866,Défensive,0,0
6036,253,406,Défensive,0,0
6037,253,731,Défensive,0,0
6038,253,380,Médiane,10,9
6039,253,976,Offensive,8,3
6040,253,590,Toute Surface,2,8
6041,253,715,Offensive,4,9
6042,253,342,Offensive,3,5
6043,253,258,Défensive,9,16
6044,253,18,Offensive,8,2
6045,253,943,Médiane,11,6
6046,253,996,Aucune,0,0
6047,253,38,Défensive,9,16
6048,253,206,Offensive,4,16
6049,253,100,Médiane,3,8
6050,253,831,Médiane,9,10
6051,253,664,Toute Surface,9,14
6052,253,66,Aucune,0,0
6053,253,77,Défensive,5,4
6054,253,89,Offensive,9,4
6055,253,897,Défensive,9,8
6056,253,726,Défensive,6,10
6057,253,849,Aucune,0,0
6058,253,30,Défensive,9,7
6059,253,809,Toute Surface,8,5
6060,254,866,Défensive,0,0
6061,254,406,Défensive,0,0
6062,254,731,Défensive,0,0
6063,254,380,Médiane,11,17
6064,254,976,Toute Surface,13,3
6065,254,590,Offensive,7,7
6066,254,715,Toute Surface,3,11
6067,254,342,Offensive,7,14
6068,254,258,Toute Surface,5,14
6069,254,18,Défensive,13,4
6070,254,943,Toute Surface,15,4
6071,254,996,Offensive,5,20
6072,254,38,Offensive,6,17
6073,254,206,Offensive,8,10
6074,254,100,Offensive,3,5
6075,254,831,Médiane,6,10
6076,254,664,Défensive,9,13
6077,254,66,Défensive,10,6
6078,254,77,Offensive,6,8
6079,254,89,Défensive,10,5
6080,254,897,Défensive,8,10
6081,254,726,Toute Surface,9,20
6082,254,849,Aucune,0,0
6083,254,30,Offensive,11,8
6084,254,809,Médiane,11,7
6085,255,866,Défensive,0,0
6086,255,406,Défensive,0,0
6087,255,731,Défensive,0,0
6088,255,380,Médiane,12,16
6089,255,976,Toute Surface,15,3
6090,255,590,Médiane,5,8
6091,255,715,Toute Surface,6,14
6092,255,342,Défensive,4,6
6093,255,258,Toute Surface,6,11
6094,255,18,Médiane,9,8
6095,255,943,Toute Surface,8,4
6096,255,996,Offensive,8,12
6097,255,38,Médiane,7,14
6098,255,206,Défensive,9,15
6099,255,100,Médiane,8,6
6100,255,831,Offensive,6,20
6101,255,664,Toute Surface,5,13
6102,255,66,Défensive,15,4
6103,255,77,Défensive,6,14
6104,255,89,Médiane,9,11
6105,255,897,Offensive,16,4
6106,255,726,Défensive,8,17
6107,255,849,Offensive,5,15
6108,255,30,Médiane,8,8
6109,255,809,Défensive,13,3
6110,256,866,Défensive,0,0
6111,256,406,Défensive,0,0
6112,256,731,Défensive,0,0
6113,256,380,Défensive,7,10
6114,256,976,Toute Surface,10,8
6115,256,590,Défensive,3,13
6116,256,715,Offensive,4,9
6117,256,342,Offensive,5,9
6118,256,258,Offensive,8,16
6119,256,18,Offensive,11,7
6120,256,943,Offensive,15,8
6121,256,996,Toute Surface,7,18
6122,256,38,Médiane,5,12
6123,256,206,Toute Surface,5,11
6124,256,100,Médiane,4,15
6125,256,831,Toute Surface,12,11
6126,256,664,Médiane,5,12
6127,256,66,Toute Surface,13,8
6128,256,77,Médiane,8,7
6129,256,89,Toute Surface,9,10
6130,256,897,Offensive,11,8
6131,256,726,Offensive,7,15
6132,256,849,Défensive,8,10
6133,256,30,Défensive,11,10
6134,256,809,Toute Surface,12,6
6135,257,866,Défensive,0,0
6136,257,406,Défensive,0,0
6137,257,731,Défensive,0,0
6138,257,380,Offensive,10,17
6139,257,976,Toute Surface,9,3
6140,257,590,Médiane,4,11
6141,257,715,Offensive,6,7
6142,257,342,Toute Surface,4,9
6143,257,258,Défensive,7,12
6144,257,18,Défensive,11,7
6145,257,943,Offensive,12,6
6146,257,996,Médiane,9,17
6147,257,38,Toute Surface,9,11
6148,257,206,Défensive,4,18
6149,257,100,Défensive,2,10
6150,257,831,Médiane,9,13
6151,257,664,Toute Surface,9,15
6152,257,66,Toute Surface,9,6
6153,257,77,Toute Surface,3,7
6154,257,89,Médiane,12,2
6155,257,897,Toute Surface,13,6
6156,257,726,Défensive,5,17
6157,257,849,Médiane,9,17
6158,257,30,Offensive,9,7
6159,257,809,Offensive,9,7
6160,258,866,Défensive,0,0
6161,258,406,Défensive,0,0
6162,258,731,Défensive,0,0
6163,258,380,Offensive,11,12
6164,258,976,Toute Surface,14,8
6165,258,590,Défensive,4,6
6166,258,715,Défensive,8,7
6167,258,342,Toute Surface,3,14
6168,258,258,Défensive,5,18
6169,258,18,Offensive,11,4
6170,258,943,Défensive,9,3
6171,258,996,Défensive,10,18
6172,258,38,Toute Surface,10,12
6173,258,206,Toute Surface,7,17
6174,258,100,Offensive,4,12
6175,258,831,Défensive,11,15
6176,258,664,Toute Surface,12,18
6177,258,66,Défensive,9,3
6178,258,77,Toute Surface,7,15
6179,258,89,Toute Surface,15,5
6180,258,897,Offensive,11,5
6181,258,726,Médiane,8,11
6182,258,849,Défensive,10,20
6183,258,30,Médiane,15,7
6184,258,809,Défensive,8,6
6185,259,866,Défensive,0,0
6186,259,406,Défensive,0,0
6187,259,731,Défensive,0,0
6188,259,380,Offensive,11,12
6189,259,976,Toute Surface,13,4
6190,259,590,Toute Surface,4,7
6191,259,715,Toute Surface,7,11
6192,259,342,Médiane,3,9
6193,259,258,Toute Surface,9,20
6194,259,18,Toute Surface,15,7
6195,259,943,Toute Surface,12,6
6196,259,996,Toute Surface,12,20
6197,259,38,Offensive,9,20
6198,259,206,Médiane,12,19
6199,259,100,Toute Surface,6,9
6200,259,831,Défensive,7,20
6201,259,664,Toute Surface,11,19
6202,259,66,Offensive,13,8
6203,259,77,Médiane,7,5
6204,259,89,Offensive,14,3
6205,259,897,Défensive,8,10
6206,259,726,Offensive,7,15
6207,259,849,Défensive,11,17
6208,259,30,Médiane,13,9
6209,259,809,Offensive,13,9
6210,260,866,Défensive,0,0
6211,260,406,Défensive,0,0
6212,260,731,Défensive,0,0
6213,260,380,Toute Surface,4,11
6214,260,976,Offensive,11,6
6215,260,590,Médiane,4,6
6216,260,715,Offensive,3,12
6217,260,342,Médiane,2,6
6218,260,258,Toute Surface,6,9
6219,260,18,Médiane,10,8
6220,260,943,Toute Surface,9,2
6221,260,996,Offensive,7,18
6222,260,38,Médiane,9,17
6223,260,206,Offensive,4,18
6224,260,100,Toute Surface,4,9
6225,260,831,Toute Surface,7,15
6226,260,664,Défensive,7,13
6227,260,66,Offensive,12,4
6228,260,77,Toute Surface,4,7
6229,260,89,Toute Surface,10,2
6230,260,897,Défensive,13,4
6231,260,726,Toute Surface,5,9
6232,260,849,Offensive,5,13
6233,260,30,Médiane,11,7
6234,260,809,Défensive,12,4
6235,261,866,Défensive,0,0
6236,261,406,Défensive,0,0
6237,261,731,Défensive,0,0
6238,261,380,Médiane,8,13
6239,261,976,Offensive,11,9
6240,261,590,Offensive,3,9
6241,261,715,Défensive,8,5
6242,261,342,Médiane,7,6
6243,261,258,Offensive,8,20
6244,261,18,Médiane,12,4
6245,261,943,Défensive,16,8
6246,261,996,Offensive,5,13
6247,261,38,Toute Surface,12,12
6248,261,206,Médiane,12,14
6249,261,100,Offensive,8,8
6250,261,831,Défensive,13,22
6251,261,664,Toute Surface,5,16
6252,261,66,Toute Surface,9,5
6253,261,77,Toute Surface,3,7
6254,261,89,Défensive,12,3
6255,261,897,Médiane,8,3
6256,261,726,Offensive,12,17
6257,261,849,Défensive,9,11
6258,261,30,Toute Surface,8,11
6259,261,809,Défensive,14,7
6260,262,866,Défensive,0,0
6261,262,406,Défensive,0,0
6262,262,731,Défensive,0,0
6263,262,380,Défensive,8,22
6264,262,976,Médiane,16,11
6265,262,590,Toute Surface,4,8
6266,262,715,Toute Surface,6,12
6267,262,342,Médiane,3,7
6268,262,258,Médiane,13,22
6269,262,18,Défensive,14,11
6270,262,943,Défensive,11,11
6271,262,996,Offensive,9,18
6272,262,38,Offensive,13,13
6273,262,206,Toute Surface,6,13
6274,262,100,Médiane,3,6
6275,262,831,Médiane,6,18
6276,262,664,Offensive,7,15
6277,262,66,Offensive,14,11
6278,262,77,Toute Surface,3,9
6279,262,89,Défensive,11,11
6280,262,897,Médiane,9,11
6281,262,726,Toute Surface,5,18
6282,262,849,Offensive,5,18
6283,262,30,Offensive,9,6
6284,262,809,Médiane,12,5
6285,263,866,Défensive,0,0
6286,263,406,Défensive,0,0
6287,263,731,Défensive,0,0
6288,263,380,Toute Surface,5,17
6289,263,976,Défensive,8,9
6290,263,590,Offensive,6,8
6291,263,715,Défensive,4,9
6292,263,342,Défensive,7,8
6293,263,258,Offensive,11,12
6294,263,18,Toute Surface,15,7
6295,263,943,Médiane,13,3
6296,263,996,Toute Surface,5,20
6297,263,38,Défensive,12,11
6298,263,206,Toute Surface,8,14
6299,263,100,Toute Surface,4,11
6300,263,831,Médiane,8,13
6301,263,664,Offensive,13,18
6302,263,66,Offensive,8,7
6303,263,77,Médiane,5,12
6304,263,89,Médiane,8,11
6305,263,897,Offensive,8,7
6306,263,726,Défensive,6,13
6307,263,849,Toute Surface,12,17
6308,263,30,Toute Surface,12,11
6309,263,809,Défensive,14,4
6310,264,866,Défensive,0,0
6311,264,406,Défensive,0,0
6312,264,731,Défensive,0,0
6313,264,380,Médiane,10,19
6314,264,976,Toute Surface,8,7
6315,264,590,Médiane,6,7
6316,264,715,Défensive,6,10
6317,264,342,Toute Surface,5,9
6318,264,258,Offensive,11,14
6319,264,18,Médiane,14,8
6320,264,943,Médiane,11,8
6321,264,996,Médiane,8,20
6322,264,38,Toute Surface,8,11
6323,264,206,Médiane,10,13
6324,264,100,Défensive,8,12
6325,264,831,Médiane,6,12
6326,264,664,Défensive,11,17
6327,264,66,Médiane,9,7
6328,264,77,Offensive,7,10
6329,264,89,Offensive,9,8
6330,264,897,Toute Surface,8,5
6331,264,726,Médiane,6,12
6332,264,849,Toute Surface,6,16
6333,264,30,Défensive,13,6
6334,264,809,Médiane,8,6
6335,265,866,Défensive,0,0
6336,265,406,Défensive,0,0
6337,265,731,Défensive,0,0
6338,265,380,Toute Surface,7,16
6339,265,976,Défensive,9,9
6340,265,590,Offensive,8,11
6341,265,715,Toute Surface,3,11
6342,265,342,Médiane,8,15
6343,265,258,Médiane,9,18
6344,265,18,Offensive,9,8
6345,265,943,Offensive,9,9
6346,265,996,Défensive,11,13
6347,265,38,Offensive,8,11
6348,265,206,Médiane,9,17
6349,265,100,Défensive,8,14
6350,265,831,Toute Surface,8,14
6351,265,664,Défensive,12,15
6352,265,66,Offensive,15,8
6353,265,77,Toute Surface,5,8
6354,265,89,Médiane,8,8
6355,265,897,Défensive,15,10
6356,265,726,Défensive,11,14
6357,265,849,Offensive,11,14
6358,265,30,Toute Surface,13,9
6359,265,809,Défensive,9,9
6360,266,866,Défensive,0,0
6361,266,406,Défensive,0,0
