ID_Athletique,ID_Match,ID_Joueur,VO2_Max,Distance_Parcourue,Vitesse_Max,Vitesse_Moyenne,Hauteur_Saut,Puissance_Membres,Force_Maximale,Temps_Récupération
2712,111,886,50.1,7.130000000000001,24.26,8.4,67.35,692.34,78.57,4.33
2713,111,491,58.86,10.06,32.57,10.8,66.31,781.88,107.04,6.11
2714,111,428,52.74,9.74,28.41,10.7,60.12,761.22,105.16,3.0
2715,111,774,50.89,9.5,34.27,13.37,60.72,667.7,135.08,3.89
2716,111,311,59.04,8.53,28.68,11.29,64.2,732.42,116.65,2.44
2717,111,968,54.82,8.15,25.27,10.21,54.98,709.23,119.12,7.89
2718,111,204,58.84,9.26,29.91,10.7,68.51,588.05,125.16,5.44
2719,111,42,53.08,9.4,30.51,13.4,62.12,507.29,116.4,10.0
2720,111,297,59.01,9.4,29.86,11.64,57.83,571.26,96.82,7.78
2721,111,669,53.45,10.48,27.65,12.35,53.55,789.63,145.16,10.0
2722,111,578,57.35,9.87,29.98,13.28,51.14,532.99,122.48,10.0
2723,111,810,51.26,10.15,33.45,13.26,60.67,599.93,71.28,5.44
2724,111,162,50.46,9.99,27.95,11.84,63.34,731.07,80.92,2.11
2725,111,621,54.32,8.3,27.89,11.72,61.51,716.36,100.78,2.67
2726,111,115,58.74,7.76,27.88,12.66,53.58,645.1,99.37,2.22
2727,111,98,50.09,9.05,30.61,10.26,59.86,693.89,89.22,10.0
2728,111,527,55.51,10.97,31.33,11.17,68.14,701.0,127.69,10.0
2729,111,646,56.42,8.66,28.9,11.21,51.46,755.92,120.44,4.44
2730,111,793,51.33,10.11,28.89,12.32,59.32,757.36,146.79,4.56
2731,111,229,54.33,8.35,28.26,13.2,64.73,560.86,97.39,10.0
2732,111,269,58.53,10.79,28.35,12.59,62.63,665.12,105.63,10.0
2733,111,359,52.11,9.81,30.55,13.26,50.88,696.98,145.1,5.56
2734,111,461,54.87,8.28,25.55,12.56,65.08,564.31,103.9,10.0
2735,112,237,56.54,6.84,21.37,8.97,62.4,793.39,112.72,2.89
2736,112,573,59.25,7.26,21.52,8.93,60.87,691.28,123.63,4.0
2737,112,886,53.84,5.42,21.78,10.0,76.4,796.66,117.01,10.0
2738,112,491,53.12,9.34,32.89,12.73,58.21,680.52,128.1,6.11
2739,112,428,57.5,10.95,33.43,11.73,66.89,592.07,74.22,7.11
2740,112,774,54.38,9.74,31.31,12.47,58.39,589.14,121.82,3.89
2741,112,311,56.71,10.62,32.739999999999995,11.22,63.94,837.78,113.53,5.44
2742,112,968,57.91,9.34,31.78,11.16,59.45,780.21,70.33,5.78
2743,112,204,58.13,9.13,29.42,11.2,61.91,508.82,139.62,10.0
2744,112,42,50.74,10.52,27.13,11.61,53.09,601.29,91.82,10.0
2745,112,297,57.19,9.27,29.1,9.65,62.77,785.55,119.85,7.78
2746,112,669,53.53,8.67,26.14,13.12,52.25,602.34,129.0,4.22
2747,112,578,55.77,8.41,30.88,13.45,53.13,756.79,115.74,4.33
2748,112,810,51.43,8.51,32.61,11.37,63.27,617.35,102.35,5.67
2749,112,162,56.76,10.12,31.85,11.6,69.27,717.38,102.23,2.11
2750,112,621,52.54,7.1899999999999995,25.66,11.85,61.28,572.53,109.88,2.67
2751,112,115,59.76,9.82,31.78,12.11,64.48,600.88,104.38,10.0
2752,112,98,57.56,10.43,26.02,13.12,50.31,583.48,131.77,10.0
2753,112,527,54.43,10.05,30.06,10.93,57.91,689.88,78.67,10.0
2754,112,646,58.2,9.92,33.39,12.56,59.29,523.38,78.77,10.0
2755,112,793,57.62,10.76,32.870000000000005,11.64,65.53,742.6,99.36,4.56
2756,112,229,55.31,9.14,33.36,12.48,52.75,683.39,137.78,4.56
2757,112,269,54.48,9.38,29.12,10.5,56.52,668.58,98.99,10.0
2758,112,359,50.95,10.14,30.88,11.43,51.51,721.55,103.27,6.0
2759,112,461,55.13,7.1899999999999995,24.7,10.33,62.14,575.35,144.26,10.0
2760,113,237,54.53,6.74,24.43,9.14,68.06,714.34,74.54,2.89
2761,113,573,51.45,6.43,24.51,8.59,76.71,528.13,133.67,4.0
2762,113,886,54.71,7.76,27.15,9.2,65.71000000000001,731.8,116.38,10.0
2763,113,491,53.86,8.15,30.42,12.06,55.57,576.03,127.13,10.0
2764,113,428,52.84,10.52,29.04,12.05,55.99,819.11,93.29,5.56
2765,113,774,55.21,9.25,29.6,13.87,59.27,775.01,104.12,4.78
2766,113,311,55.17,8.38,31.26,12.58,65.39,674.48,130.18,5.44
2767,113,968,59.91,9.5,29.15,12.06,66.18,736.97,95.6,5.44
2768,113,204,55.68,8.28,32.12,13.06,50.89,528.35,117.24,5.0
2769,113,42,50.55,10.78,31.41,12.66,67.86,673.6,97.36,4.56
2770,113,297,50.96,9.99,28.91,10.93,58.38,607.97,133.44,10.0
2771,113,669,57.42,10.99,29.7,13.3,65.25,733.51,96.87,4.22
2772,113,578,52.88,8.76,29.15,12.08,55.41,540.57,72.59,2.0
2773,113,810,58.2,8.36,28.97,11.13,63.19,507.98,117.28,5.67
2774,113,162,58.31,10.4,28.46,10.34,63.12,747.86,103.23,2.11
2775,113,621,53.65,9.42,26.02,11.86,63.53,697.9,135.51,5.22
2776,113,115,56.33,8.98,26.71,11.6,64.92,687.33,126.81,4.44
2777,113,98,54.18,9.5,28.69,13.55,50.05,656.19,122.94,5.0
2778,113,527,59.89,10.87,29.9,10.48,67.05,774.14,140.83,10.0
2779,113,646,53.05,10.82,28.34,13.05,64.24,670.74,130.12,10.0
2780,113,793,57.68,10.72,33.04,12.26,64.35,686.5,90.9,10.0
2781,113,229,55.83,10.86,31.12,13.29,56.24,606.16,108.82,4.56
2782,113,269,58.96,8.5,30.5,11.39,69.39,740.33,118.32,8.11
2783,113,359,54.79,8.32,33.29,11.32,62.09,757.75,147.99,10.0
2784,113,461,52.81,9.39,26.12,9.58,50.45,715.14,100.61,10.0
2785,114,237,57.53,7.99,25.68,7.09,77.5,659.55,80.09,2.89
2786,114,573,55.89,6.92,22.7,8.62,68.07,793.18,121.62,10.0
2787,114,886,50.54,6.27,27.590000000000003,9.03,77.12,751.25,125.38,10.0
2788,114,491,57.62,10.71,27.61,11.31,51.91,715.97,79.81,10.0
2789,114,428,57.88,9.52,30.15,13.54,63.93,558.99,77.89,10.0
2790,114,774,50.88,9.34,30.24,11.67,61.24,551.62,127.26,10.0
2791,114,311,56.87,9.5,28.1,12.56,52.62,585.01,105.96,5.44
2792,114,968,57.12,8.82,29.44,10.39,56.98,638.73,73.54,6.67
2793,114,204,59.45,10.3,28.12,13.0,67.03,759.17,143.76,10.0
2794,114,42,50.82,8.97,30.21,11.26,57.18,727.84,141.03,4.56
2795,114,297,50.49,8.38,30.17,10.8,51.09,643.36,94.01,10.0
2796,114,669,55.29,8.7,31.02,12.65,62.7,613.99,102.11,2.78
2797,114,578,55.12,8.71,33.67,13.5,53.04,625.72,87.13,2.0
2798,114,810,57.16,9.98,28.57,10.49,65.08,652.15,90.55,4.22
2799,114,162,59.92,8.71,27.36,10.36,57.76,686.5,115.65,6.67
2800,114,621,52.37,9.4,28.03,10.71,58.77,512.89,81.59,5.78
2801,114,115,54.35,9.21,24.19,9.99,66.58,572.33,92.93,10.0
2802,114,98,56.41,9.45,32.37,12.4,50.43,603.54,136.54,5.0
2803,114,527,53.31,8.62,31.55,13.2,61.64,714.38,121.98,10.0
2804,114,646,56.25,8.26,28.7,13.61,55.03,740.53,76.73,7.22
2805,114,793,55.85,8.5,27.43,12.77,58.03,741.57,90.1,10.0
2806,114,229,51.86,10.25,32.510000000000005,10.43,62.55,600.64,115.58,3.33
2807,114,269,57.77,9.85,32.81,13.74,56.79,749.51,122.0,6.67
2808,114,359,59.06,8.97,27.28,12.4,61.58,637.61,90.63,3.33
2809,114,461,55.68,7.66,27.47,12.4,68.8,598.48,80.7,3.33
2810,115,237,58.61,6.08,22.81,8.07,65.91,678.01,129.25,2.89
2811,115,573,57.29,6.220000000000001,27.689999999999998,9.45,67.12,624.38,118.3,10.0
2812,115,886,57.35,7.6,27.259999999999998,10.03,71.97999999999999,695.55,74.66,10.0
2813,115,491,57.96,10.72,33.36,10.29,63.81,690.75,130.59,3.44
2814,115,428,55.49,8.19,33.49,13.24,66.31,712.8,122.21,10.0
2815,115,774,54.96,8.79,29.25,11.45,63.73,830.31,101.55,2.33
2816,115,311,53.12,8.09,31.65,12.4,52.37,654.43,120.48,7.67
2817,115,968,53.34,8.01,30.79,9.1,50.98,700.8,120.56,6.67
2818,115,204,53.35,8.98,29.97,12.86,51.93,579.04,117.49,3.78
2819,115,42,58.15,9.47,33.22,11.96,61.9,603.64,93.57,10.0
2820,115,297,53.33,9.91,27.72,9.16,66.61,503.95,130.83,3.89
2821,115,669,57.99,8.08,27.02,12.62,60.01,689.77,135.95,2.78
2822,115,578,57.6,8.82,30.34,10.07,59.33,750.85,71.02,10.0
2823,115,810,57.8,9.63,26.67,12.76,50.53,615.39,76.27,7.89
2824,115,162,50.65,9.99,27.57,12.91,59.21,604.39,76.38,2.11
2825,115,621,55.82,8.95,27.45,11.65,53.54,520.27,122.76,10.0
2826,115,115,51.59,8.12,29.33,11.67,55.33,786.82,106.13,10.0
2827,115,98,54.28,8.37,31.69,13.41,56.11,643.62,97.7,6.56
2828,115,527,58.12,8.68,28.99,11.87,60.17,791.89,132.41,6.11
2829,115,646,52.21,10.17,32.27,11.24,52.51,561.88,99.68,6.22
2830,115,793,50.39,8.67,29.46,10.86,60.83,675.18,72.75,10.0
2831,115,229,51.73,10.89,32.32,12.35,54.38,765.41,101.36,10.0
2832,115,269,56.05,10.7,30.37,12.1,64.43,784.87,102.79,6.67
2833,115,359,51.37,9.36,30.76,13.69,61.0,655.39,99.62,3.33
2834,115,461,59.18,9.7,28.04,11.15,59.95,708.72,102.61,3.33
2835,116,237,50.6,6.880000000000001,25.86,9.59,67.50999999999999,644.15,89.92,2.89
2836,116,573,52.05,7.449999999999999,23.54,9.76,75.27,561.39,131.83,2.33
2837,116,886,58.05,7.0600000000000005,23.44,9.51,60.03,604.76,100.1,10.0
2838,116,491,51.29,9.72,33.74,11.51,68.85,526.27,109.36,7.67
2839,116,428,56.69,10.91,32.79,13.1,63.27,743.66,118.79,10.0
2840,116,774,57.42,8.43,30.26,12.69,69.1,779.74,76.93,6.22
2841,116,311,56.89,10.25,33.59,12.83,55.8,725.02,106.57,2.22
2842,116,968,52.71,8.4,30.229999999999997,10.13,58.28,699.13,130.25,10.0
2843,116,204,56.49,8.12,26.12,12.29,50.87,634.28,82.15,3.78
2844,116,42,54.83,8.99,26.47,12.72,64.52,780.7,76.98,10.0
2845,116,297,57.41,8.59,24.4,9.56,57.55,619.49,92.93,3.89
2846,116,669,54.05,8.39,31.25,13.92,50.35,682.01,137.57,2.78
2847,116,578,59.6,10.82,31.28,12.72,67.6,605.45,117.02,10.0
2848,116,810,55.07,9.18,26.76,12.35,59.44,591.2,129.09,10.0
2849,116,162,55.23,9.74,27.65,11.36,59.1,603.95,96.57,3.78
2850,116,621,50.31,8.93,29.17,10.87,56.77,541.82,130.48,3.67
2851,116,115,51.27,9.3,30.58,9.97,53.54,559.35,145.6,6.56
2852,116,98,55.29,9.24,28.54,11.26,62.42,761.26,82.45,6.56
2853,116,527,51.89,9.22,29.81,12.45,59.03,702.78,86.14,10.0
2854,116,646,53.17,10.39,28.57,10.95,59.1,722.47,142.72,3.44
2855,116,793,56.32,9.25,27.65,10.24,65.98,642.79,123.6,10.0
2856,116,229,54.9,8.54,32.92,12.03,54.38,780.09,83.38,6.33
2857,116,269,51.51,8.48,30.9,12.04,51.21,823.57,89.27,6.67
2858,116,359,59.83,8.33,34.67,11.17,60.18,775.12,137.25,7.78
2859,116,461,50.4,8.65,28.32,12.99,52.92,627.09,128.36,3.33
2860,117,237,55.06,5.65,25.33,8.7,62.71,677.3,112.53,2.89
2861,117,573,57.25,5.869999999999999,26.26,9.32,70.41,780.89,127.5,10.0
2862,117,886,58.12,7.210000000000001,28.43,10.21,71.85,531.99,100.86,3.22
2863,117,491,59.4,10.96,28.43,13.06,52.25,578.35,97.92,10.0
2864,117,428,53.32,8.82,32.230000000000004,11.96,59.2,675.58,121.58,10.0
2865,117,774,51.22,8.92,28.98,11.78,55.62,824.74,75.53,6.22
2866,117,311,58.48,10.72,27.76,13.34,53.06,658.35,90.03,2.22
2867,117,968,54.0,8.61,31.700000000000003,9.21,54.09,650.58,107.12,10.0
2868,117,204,50.05,9.24,32.32,10.9,50.7,793.04,122.95,5.67
2869,117,42,56.16,10.47,28.19,11.96,59.4,591.9,72.17,10.0
2870,117,297,52.72,7.789999999999999,30.93,10.29,53.33,799.57,120.58,3.89
2871,117,669,54.41,10.38,27.45,13.3,68.27,618.05,113.79,4.67
2872,117,578,54.28,10.17,26.24,10.54,55.65,743.9,126.85,10.0
2873,117,810,51.77,8.81,29.32,11.26,65.17,636.9,143.11,10.0
2874,117,162,59.74,8.97,33.27,12.04,58.14,608.41,148.13,5.89
2875,117,621,52.91,7.27,25.62,9.98,57.5,550.38,147.42,8.0
2876,117,115,56.26,7.65,26.75,11.89,57.47,796.14,101.0,6.56
2877,117,98,54.42,8.94,26.23,12.85,67.72,724.8,147.47,6.78
2878,117,527,56.3,9.1,30.04,12.03,64.87,619.6,139.29,2.0
2879,117,646,56.5,8.52,32.06,10.76,65.97,534.54,143.09,10.0
2880,117,793,58.44,10.84,29.46,13.27,64.51,836.49,73.96,5.33
2881,117,229,50.49,8.15,30.83,11.23,55.99,820.14,113.88,4.33
2882,117,269,57.1,10.93,31.77,13.08,53.93,577.65,117.29,6.67
2883,117,359,51.91,9.26,27.99,10.96,66.89,720.65,81.99,7.78
2884,117,461,52.63,8.19,26.37,11.12,68.59,653.67,109.62,4.11
2885,118,237,53.7,5.68,26.53,7.630000000000001,75.03,602.52,80.18,2.89
2886,118,573,57.77,7.1,28.119999999999997,7.8100000000000005,69.25,786.66,101.4,10.0
2887,118,886,58.48,6.91,23.77,8.7,76.28,669.96,138.06,10.0
2888,118,491,55.98,9.21,28.41,11.08,57.12,596.07,145.79,2.0
2889,118,428,58.09,8.75,34.6,10.24,64.19,712.09,97.84,10.0
2890,118,774,51.53,9.03,29.95,12.44,54.44,622.79,132.47,6.22
2891,118,311,54.91,8.31,28.04,12.91,54.16,779.51,138.51,6.33
2892,118,968,56.66,9.16,27.1,10.55,58.36,574.52,70.17,8.22
2893,118,204,57.43,8.1,26.9,11.84,51.4,715.91,138.58,5.78
2894,118,42,50.35,8.34,31.38,13.77,53.74,752.04,146.36,3.67
2895,118,297,52.65,7.960000000000001,24.33,9.86,51.09,766.71,128.87,10.0
2896,118,669,56.51,10.68,31.07,10.18,55.9,705.01,71.9,10.0
2897,118,578,54.1,8.25,31.58,11.69,50.41,745.35,105.02,10.0
2898,118,810,55.55,10.61,33.7,12.4,59.55,566.54,100.01,10.0
2899,118,162,50.93,8.44,32.83,13.41,66.73,688.43,102.12,3.44
2900,118,621,54.86,9.83,25.44,9.95,58.41,694.19,129.15,8.0
2901,118,115,56.85,8.28,25.48,10.82,64.99,767.96,120.81,6.56
2902,118,98,59.62,8.0,31.81,13.81,50.13,655.78,120.18,2.78
2903,118,527,56.39,8.69,31.44,10.47,53.19,722.96,111.38,7.22
2904,118,646,55.9,8.04,26.33,13.49,62.47,585.05,93.81,4.22
2905,118,793,58.92,10.31,28.83,12.51,62.55,709.05,129.77,5.33
2906,118,229,58.06,8.02,28.99,13.66,51.09,572.23,132.54,4.33
2907,118,269,58.99,8.81,27.36,12.15,69.71,619.32,89.8,6.67
2908,118,359,59.23,9.83,27.83,12.57,53.0,660.73,89.0,6.56
2909,118,461,57.98,8.79,26.06,12.63,66.56,513.14,127.01,10.0
2910,119,237,50.19,5.32,23.12,9.43,70.83,720.26,87.24,2.22
2911,119,573,56.76,5.93,21.1,9.15,75.13,523.87,110.31,10.0
2912,119,886,51.87,7.720000000000001,25.24,8.11,76.97,524.11,139.17,10.0
2913,119,491,53.17,10.22,31.02,12.93,60.59,767.3,134.93,2.0
2914,119,428,59.31,8.23,28.82,11.71,53.81,746.77,94.37,10.0
2915,119,774,58.15,10.22,29.13,11.64,50.9,728.76,93.98,2.11
2916,119,311,55.55,10.78,34.79,11.28,66.81,795.18,135.05,6.33
2917,119,968,54.42,8.85,29.42,12.52,61.78,504.87,143.77,10.0
2918,119,204,52.22,10.14,27.03,13.59,51.36,740.32,131.02,5.78
2919,119,42,57.92,10.31,26.74,12.29,63.25,562.68,125.52,3.33
2920,119,297,50.44,9.12,27.62,12.19,64.63,641.09,80.53,6.67
2921,119,669,54.06,10.13,31.99,12.52,69.0,626.64,122.2,8.22
2922,119,578,59.59,9.72,29.44,12.16,63.8,598.52,85.69,10.0
2923,119,810,52.89,8.53,32.99,12.33,58.64,510.14,87.62,10.0
2924,119,162,52.49,10.76,27.57,13.03,59.94,595.33,140.56,10.0
2925,119,621,51.02,8.61,29.32,10.28,54.59,546.52,88.12,8.0
2926,119,115,50.54,8.94,27.56,12.99,67.78,522.11,149.27,7.89
2927,119,98,53.2,8.96,29.23,10.63,63.04,562.17,82.39,10.0
2928,119,527,59.37,10.43,27.28,12.14,62.58,713.56,139.88,7.22
2929,119,646,55.67,8.54,31.78,12.2,51.4,547.86,89.92,4.22
2930,119,793,50.98,8.67,30.72,10.05,54.38,743.54,85.51,7.89
2931,119,229,56.48,10.28,32.75,13.15,68.71,788.21,129.97,10.0
2932,119,269,52.26,10.74,33.63,11.52,69.9,752.89,141.25,2.11
2933,119,359,58.86,8.55,28.37,10.53,58.1,677.2,141.7,7.78
2934,119,461,58.73,9.05,24.74,12.53,57.65,676.79,124.86,2.0
2935,120,237,58.57,6.6899999999999995,27.28,10.44,73.49000000000001,676.3,96.47,10.0
2936,120,573,59.04,7.67,26.43,9.64,68.9,741.92,101.49,10.0
2937,120,886,55.56,6.130000000000001,26.77,10.0,72.9,504.3,99.25,10.0
2938,120,491,57.32,9.11,32.17,10.4,50.76,638.2,72.11,2.0
2939,120,428,55.37,9.6,30.84,13.5,68.12,599.38,97.69,10.0
2940,120,774,56.23,10.69,32.65,10.57,59.08,804.21,137.28,2.11
2941,120,311,55.03,9.21,29.62,13.47,68.28,839.82,113.85,3.11
2942,120,968,55.29,8.64,29.3,9.12,65.72,787.2,94.1,10.0
2943,120,204,54.01,10.54,30.13,12.32,56.58,572.98,121.52,7.44
2944,120,42,57.25,10.5,26.51,13.96,64.41,588.98,96.47,3.33
2945,120,297,54.94,7.529999999999999,29.76,9.94,64.27,772.7,135.74,10.0
2946,120,669,50.37,10.19,32.91,12.82,64.13,751.19,109.91,8.22
2947,120,578,57.29,8.06,30.3,10.82,65.72,752.02,139.08,5.33
2948,120,810,58.72,10.32,28.33,13.33,62.63,715.79,108.17,4.67
2949,120,162,59.76,8.36,26.37,12.47,66.51,644.13,106.55,10.0
2950,120,621,51.62,9.18,30.14,10.46,62.1,569.11,77.97,10.0
2951,120,115,50.93,7.300000000000001,27.44,11.14,53.36,514.26,71.42,10.0
2952,120,98,56.48,10.61,29.77,10.68,62.44,561.53,75.87,4.22
2953,120,527,54.11,8.26,33.72,10.91,69.18,596.98,85.93,7.22
2954,120,646,50.64,10.21,31.06,11.57,57.66,662.41,148.35,5.22
2955,120,793,57.75,8.08,32.79,13.23,68.89,608.33,79.02,5.78
2956,120,229,51.17,9.55,34.25,10.19,52.86,753.42,84.83,6.89
2957,120,269,57.68,9.63,27.76,12.73,62.06,713.96,118.66,2.11
2958,120,359,57.74,9.53,28.69,11.33,59.09,623.09,148.48,2.56
2959,120,461,58.98,7.640000000000001,30.159999999999997,9.08,55.62,550.25,109.74,4.78
2960,121,237,54.22,5.609999999999999,27.75,7.76,75.54,579.92,111.22,10.0
2961,121,573,58.09,7.4399999999999995,26.48,8.96,77.6,696.3,85.68,10.0
2962,121,886,51.97,7.210000000000001,28.689999999999998,8.19,60.09,526.45,87.26,10.0
2963,121,491,54.78,10.97,27.42,12.53,56.82,768.39,140.18,2.0
2964,121,428,51.35,9.24,34.71,10.8,52.7,773.75,112.62,4.22
2965,121,774,57.79,10.34,34.84,10.44,51.13,754.16,129.06,2.11
2966,121,311,51.0,10.76,29.43,12.93,51.13,835.55,138.36,3.11
2967,121,968,56.05,7.869999999999999,30.799999999999997,9.15,60.05,590.25,96.43,10.0
2968,121,204,54.84,9.65,26.07,13.95,50.93,570.66,138.85,3.56
2969,121,42,56.57,10.32,27.74,10.14,54.64,769.34,128.97,3.33
2970,121,297,51.5,7.109999999999999,26.55,9.49,55.97,723.92,86.17,4.33
2971,121,669,56.97,9.38,27.49,10.5,68.34,704.58,107.73,8.22
2972,121,578,56.94,8.39,30.92,11.68,54.76,759.66,84.64,10.0
2973,121,810,57.08,10.94,32.09,13.74,57.78,530.24,76.4,4.67
2974,121,162,57.75,9.49,31.06,10.62,52.14,652.89,129.47,6.44
2975,121,621,54.01,7.91,26.6,11.33,63.12,779.83,121.92,10.0
2976,121,115,59.63,7.6,29.56,12.12,59.47,679.32,135.09,5.67
2977,121,98,54.36,10.22,32.21,12.38,50.12,688.03,117.72,5.78
2978,121,527,50.76,8.47,29.85,13.74,61.54,653.24,126.19,10.0
2979,121,646,55.66,9.37,27.11,13.37,58.99,554.71,119.64,5.22
2980,121,793,53.22,10.07,32.08,13.55,54.12,598.01,96.88,4.0
2981,121,229,58.6,10.71,29.93,10.11,61.93,557.5799999999999,117.24,6.0
2982,121,269,56.54,8.54,34.38,10.08,68.73,772.01,73.68,10.0
2983,121,359,50.36,10.89,31.16,10.31,52.54,574.14,95.57,3.56
2984,121,461,54.09,8.93,26.83,9.99,50.56,744.87,113.56,6.44
2985,122,237,59.4,6.369999999999999,26.79,10.56,68.67,601.22,128.84,10.0
2986,122,573,57.63,6.41,26.27,8.71,76.4,788.94,115.51,10.0
2987,122,886,59.85,7.68,23.72,10.91,73.28999999999999,760.84,103.37,10.0
2988,122,491,54.31,8.87,28.89,13.39,60.07,580.35,119.28,6.67
2989,122,428,57.92,9.17,32.81,10.84,52.22,737.88,121.7,4.22
2990,122,774,56.28,9.17,33.77,12.18,60.88,551.4100000000001,83.52,2.11
2991,122,311,59.79,9.59,33.11,10.81,67.1,675.4,75.12,2.67
2992,122,968,50.72,9.75,27.96,10.97,56.08,572.83,121.95,10.0
2993,122,204,53.66,8.57,29.62,13.52,67.31,736.3,108.68,3.44
2994,122,42,52.68,8.5,32.38,13.05,51.49,627.45,118.74,7.67
2995,122,297,53.43,8.79,30.72,9.97,68.93,649.9,149.73,4.33
2996,122,669,54.6,10.17,33.02,11.71,57.53,773.96,77.83,8.22
2997,122,578,53.2,8.64,29.48,12.29,60.41,567.46,122.07,10.0
2998,122,810,54.93,10.65,26.59,11.74,69.3,503.09,96.1,4.44
2999,122,162,53.36,8.23,26.4,13.02,55.63,626.0,89.34,6.44
3000,122,621,54.93,7.890000000000001,25.49,9.64,59.8,758.73,114.11,10.0
3001,122,115,59.12,8.37,28.06,11.38,68.32,582.51,73.29,10.0
3002,122,98,52.72,8.06,29.86,13.77,68.46,577.64,130.4,7.33
3003,122,527,52.4,10.59,29.39,11.2,67.05,620.37,113.73,3.33
3004,122,646,57.98,8.2,31.54,13.79,61.05,589.31,122.53,5.22
3005,122,793,51.07,9.41,30.54,10.88,61.79,752.85,143.58,10.0
3006,122,229,50.98,9.45,31.91,11.0,66.92,640.36,99.69,2.33
3007,122,269,51.58,10.25,32.07,13.05,50.01,818.54,83.9,6.56
3008,122,359,55.45,10.84,31.38,11.95,50.91,604.44,117.26,5.56
3009,122,461,51.99,9.59,27.28,9.59,62.09,563.03,125.33,10.0
3010,123,237,51.4,7.23,24.64,7.109999999999999,64.25,540.38,93.93,2.44
3011,123,573,57.09,6.83,28.29,9.9,73.47,633.34,139.24,10.0
3012,123,886,53.34,6.08,23.37,7.01,71.46000000000001,630.15,130.75,10.0
3013,123,491,58.56,10.05,30.42,12.22,58.82,683.77,115.31,6.0
3014,123,428,50.36,10.8,32.36,12.41,69.14,669.45,83.51,7.56
3015,123,774,53.35,8.13,31.05,12.22,50.35,623.47,139.7,4.56
3016,123,311,55.41,8.07,27.94,11.56,58.37,597.08,122.0,2.67
3017,123,968,58.87,8.35,25.95,9.22,67.71,713.09,104.27,10.0
3018,123,204,56.07,9.63,28.14,12.07,65.0,775.31,89.48,3.44
3019,123,42,53.08,9.9,29.21,11.54,58.82,706.91,135.48,7.67
3020,123,297,53.69,7.24,31.11,12.07,66.77,663.9,108.09,10.0
3021,123,669,54.82,8.41,28.67,10.84,57.84,778.17,135.32,8.22
3022,123,578,53.5,8.85,33.66,10.91,54.78,798.92,90.74,5.44
3023,123,810,53.26,8.96,31.32,10.54,67.47,786.87,133.61,5.44
3024,123,162,53.28,8.58,31.1,13.95,57.97,673.56,120.97,10.0
3025,123,621,52.93,8.52,25.17,12.93,51.24,545.6,81.34,4.56
3026,123,115,55.95,7.83,24.77,10.36,68.95,545.84,138.63,10.0
3027,123,98,51.5,9.32,30.64,12.64,67.35,658.6,99.78,7.33
3028,123,527,53.59,8.16,32.69,13.07,63.58,847.76,85.51,10.0
3029,123,646,58.75,10.1,26.44,10.41,51.62,522.54,95.99,5.22
3030,123,793,55.73,9.43,31.97,10.61,51.41,847.12,121.34,4.33
3031,123,229,50.69,10.11,29.11,10.46,63.17,597.29,122.17,4.0
3032,123,269,56.29,8.45,33.58,12.43,69.41,751.97,94.23,6.56
3033,123,359,50.47,10.29,27.91,10.47,53.32,821.47,105.8,5.67
3034,123,461,51.62,8.1,29.7,12.71,59.48,701.68,75.09,10.0
3035,124,658,53.37,5.3100000000000005,25.44,8.23,72.87,762.28,138.21,10.0
3036,124,697,52.04,7.869999999999999,21.26,7.720000000000001,76.99,708.21,132.22,4.33
3037,124,786,56.11,5.98,24.81,7.4399999999999995,77.03,716.01,117.54,4.89
3038,124,249,57.56,9.98,29.29,9.08,57.24,658.64,124.51,10.0
3039,124,893,55.25,9.83,27.15,13.8,61.57,647.67,146.46,2.11
3040,124,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3041,124,354,58.81,10.29,28.27,13.9,58.45,664.41,113.81,5.22
3042,124,205,52.21,8.81,29.76,11.98,50.71,726.61,97.18,10.0
3043,124,301,52.0,8.31,30.42,10.5,57.57,775.14,123.33,7.89
3044,124,767,57.78,7.74,27.82,11.93,59.89,593.31,108.0,10.0
3045,124,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3046,124,432,58.51,7.93,30.520000000000003,11.07,60.08,500.97,83.96,5.11
3047,124,879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3048,124,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3049,124,242,53.37,10.66,28.07,11.61,66.45,523.87,85.09,5.33
3050,124,261,58.99,8.84,32.21,13.58,59.84,684.01,146.28,4.67
3051,124,811,57.62,7.5,25.95,12.7,61.17,603.75,113.78,10.0
3052,124,931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3053,124,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3054,124,680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3055,124,832,56.99,10.5,26.08,11.2,67.95,694.1,118.58,4.78
3056,124,884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3057,124,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3058,124,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3059,124,56,55.82,9.16,32.17,13.3,55.28,613.66,102.1,5.67
3060,125,658,54.32,7.949999999999999,22.52,9.49,60.09,523.36,140.92,10.0
3061,125,697,59.86,5.57,28.07,7.02,74.92,551.52,111.19,4.33
