ID_Entrainement,ID_Joueur,Date_Entrainement,Durée,Intensité,Distance_Parcourue,Sprint_Max,Type_Exercice,Catégorie,Saison
21281,811,2023-02-15,95,Moyenne,5.37,27.07,Sprint,Junior,2022-2023
21282,242,2023-02-15,82,Moyenne,5.65,27.79,Sprint,Junior,2022-2023
21283,301,2023-02-15,104,Moyenne,6.2,26.91,Endurance,Junior,2022-2023
21284,931,2023-02-15,66,Faible,4.16,22.65,Technique,Junior,2022-2023
21285,97,2023-02-15,110,Faible,3.43,21.3,Sprint,Minime A,2022-2023
21286,313,2023-02-15,87,Faible,3.04,25.56,Match d’entraînement,Minime A,2022-2023
21287,469,2023-02-15,79,Moyenne,5.05,28.59,Endurance,Minime A,2022-2023
21288,657,2023-02-15,73,Moyenne,6.45,26.65,Endurance,Minime A,2022-2023
21289,472,2023-02-15,84,Faible,3.02,21.26,Sprint,Minime A,2022-2023
21290,104,2023-02-15,73,Faible,4.4,24.73,Technique,Minime A,2022-2023
21291,260,2023-02-15,120,Faible,4.42,25.51,Endurance,Minime A,2022-2023
21292,906,2023-02-15,84,Moyenne,6.06,27.3,Match d’entraînement,Minime A,2022-2023
21293,79,2023-02-15,87,Élevée,8.28,32.95,Match d’entraînement,Minime A,2022-2023
21294,188,2023-02-15,116,Moyenne,7.14,29.82,Endurance,Minime A,2022-2023
21295,588,2023-02-15,79,Élevée,9.23,32.29,Technique,Minime A,2022-2023
21296,871,2023-02-15,94,Faible,4.47,21.09,Match d’entraînement,Minime A,2022-2023
21297,561,2023-02-15,92,Élevée,8.97,31.78,Match d’entraînement,Minime A,2022-2023
21298,550,2023-02-15,118,Moyenne,6.29,29.15,Sprint,Minime A,2022-2023
21299,489,2023-02-15,60,Moyenne,5.64,26.76,Endurance,Minime A,2022-2023
21300,236,2023-02-15,106,Moyenne,5.87,27.31,Match d’entraînement,Minime A,2022-2023
21301,654,2023-02-15,119,Faible,4.72,22.14,Technique,Minime A,2022-2023
21302,47,2023-02-15,75,Faible,3.38,24.0,Sprint,Minime A,2022-2023
21303,316,2023-02-15,73,Moyenne,6.89,29.74,Technique,Minime A,2022-2023
21304,286,2023-02-15,70,Faible,3.49,23.27,Endurance,Minime A,2022-2023
21305,917,2023-02-15,79,Élevée,8.0,30.86,Endurance,Minime A,2022-2023
21306,145,2023-02-15,62,Élevée,9.81,31.84,Match d’entraînement,Minime A,2022-2023
21307,753,2023-02-15,89,Moyenne,7.29,28.09,Match d’entraînement,Minime B,2022-2023
21308,892,2023-02-15,85,Élevée,8.39,32.65,Sprint,Minime B,2022-2023
21309,168,2023-02-15,79,Élevée,9.28,30.5,Technique,Minime B,2022-2023
21310,409,2023-02-15,109,Moyenne,7.39,27.38,Match d’entraînement,Minime B,2022-2023
21311,11,2023-02-15,93,Élevée,8.46,31.97,Match d’entraînement,Minime B,2022-2023
21312,914,2023-02-15,100,Faible,3.07,20.86,Sprint,Minime B,2022-2023
21313,836,2023-02-15,92,Élevée,8.93,31.3,Technique,Minime B,2022-2023
21314,826,2023-02-15,90,Moyenne,5.3,27.11,Match d’entraînement,Minime B,2022-2023
21315,982,2023-02-15,79,Faible,4.4,20.57,Sprint,Minime B,2022-2023
21316,862,2023-02-15,65,Élevée,8.34,31.29,Endurance,Minime B,2022-2023
21317,843,2023-02-15,101,Moyenne,6.09,28.32,Sprint,Minime B,2022-2023
21318,180,2023-02-15,95,Élevée,7.96,32.93,Technique,Minime B,2022-2023
21319,718,2023-02-15,94,Faible,3.69,25.77,Match d’entraînement,Minime B,2022-2023
21320,607,2023-02-15,60,Faible,3.08,20.76,Technique,Minime B,2022-2023
21321,215,2023-02-15,94,Faible,3.66,22.28,Match d’entraînement,Minime B,2022-2023
21322,944,2023-02-15,90,Moyenne,5.95,27.13,Match d’entraînement,Minime B,2022-2023
21323,107,2023-02-15,120,Élevée,9.12,30.47,Sprint,Minime B,2022-2023
21324,88,2023-02-15,91,Moyenne,6.66,28.51,Endurance,Minime B,2022-2023
21325,809,2023-02-15,60,Faible,4.46,24.21,Technique,Senior,2022-2023
21326,380,2023-02-15,74,Moyenne,5.27,29.12,Sprint,Senior,2022-2023
21327,731,2023-02-15,113,Faible,4.71,25.61,Sprint,Senior,2022-2023
21328,38,2023-02-15,76,Faible,4.55,22.2,Technique,Senior,2022-2023
21329,664,2023-02-15,111,Élevée,9.32,32.31,Match d’entraînement,Senior,2022-2023
21330,715,2023-02-15,114,Élevée,7.88,31.49,Sprint,Senior,2022-2023
21331,897,2023-02-15,87,Élevée,8.45,32.02,Technique,Senior,2022-2023
21332,831,2023-02-15,63,Élevée,8.26,31.58,Match d’entraînement,Senior,2022-2023
21333,996,2023-02-15,79,Faible,3.69,25.51,Technique,Senior,2022-2023
21334,206,2023-02-15,112,Élevée,8.83,30.6,Technique,Senior,2022-2023
21335,406,2023-02-15,70,Élevée,9.0,32.78,Endurance,Senior,2022-2023
21336,342,2023-02-15,104,Faible,3.56,22.84,Endurance,Senior,2022-2023
21337,89,2023-02-15,70,Faible,3.46,23.97,Sprint,Senior,2022-2023
21338,726,2023-02-15,117,Moyenne,6.58,29.55,Technique,Senior,2022-2023
21339,258,2023-02-15,72,Moyenne,6.33,27.52,Technique,Senior,2022-2023
21340,18,2023-02-15,105,Faible,3.84,24.77,Technique,Senior,2022-2023
21341,30,2023-02-15,114,Faible,4.89,25.33,Sprint,Senior,2022-2023
21342,976,2023-02-15,103,Faible,4.64,25.0,Endurance,Senior,2022-2023
21343,77,2023-02-15,95,Faible,3.62,21.54,Endurance,Senior,2022-2023
21344,590,2023-02-15,80,Élevée,7.51,32.96,Endurance,Senior,2022-2023
21345,100,2023-02-15,73,Moyenne,5.4,29.05,Sprint,Senior,2022-2023
21346,439,2023-02-16,100,Moyenne,7.02,27.54,Technique,Cadet A,2022-2023
21347,124,2023-02-16,63,Moyenne,5.75,26.29,Sprint,Cadet A,2022-2023
21348,414,2023-02-16,120,Moyenne,5.83,28.62,Sprint,Cadet A,2022-2023
21349,617,2023-02-16,77,Moyenne,6.25,28.69,Match d’entraînement,Cadet A,2022-2023
21350,393,2023-02-16,63,Moyenne,6.96,28.87,Endurance,Cadet A,2022-2023
21351,152,2023-02-16,107,Élevée,9.39,30.1,Match d’entraînement,Cadet A,2022-2023
21352,341,2023-02-16,82,Moyenne,5.92,28.04,Technique,Cadet A,2022-2023
21353,666,2023-02-16,65,Élevée,8.84,32.17,Technique,Cadet A,2022-2023
21354,807,2023-02-16,73,Élevée,8.57,30.68,Technique,Cadet A,2022-2023
21355,285,2023-02-16,85,Faible,4.46,24.55,Technique,Cadet A,2022-2023
21356,101,2023-02-16,68,Moyenne,7.28,29.8,Technique,Cadet A,2022-2023
21357,445,2023-02-16,60,Moyenne,6.33,26.3,Sprint,Cadet A,2022-2023
21358,678,2023-02-16,115,Élevée,7.97,30.29,Technique,Cadet A,2022-2023
21359,802,2023-02-16,75,Élevée,9.8,31.04,Endurance,Cadet A,2022-2023
21360,757,2023-02-16,96,Faible,3.28,25.23,Match d’entraînement,Cadet A,2022-2023
21361,829,2023-02-16,112,Élevée,7.6,31.92,Match d’entraînement,Cadet A,2022-2023
21362,688,2023-02-16,103,Faible,3.79,21.0,Endurance,Cadet A,2022-2023
21363,270,2023-02-16,109,Faible,4.91,20.48,Endurance,Cadet A,2022-2023
21364,818,2023-02-16,115,Moyenne,7.16,29.72,Technique,Cadet A,2022-2023
21365,881,2023-02-16,78,Élevée,8.62,32.2,Endurance,Cadet A,2022-2023
21366,600,2023-02-16,65,Élevée,7.6,31.32,Endurance,Cadet A,2022-2023
21367,476,2023-02-16,101,Moyenne,6.35,29.66,Technique,Cadet B,2022-2023
21368,610,2023-02-16,102,Moyenne,6.52,26.84,Sprint,Cadet B,2022-2023
21369,827,2023-02-16,72,Faible,4.23,25.03,Sprint,Cadet B,2022-2023
21370,825,2023-02-16,93,Élevée,9.92,30.79,Match d’entraînement,Cadet B,2022-2023
21371,211,2023-02-16,67,Faible,3.65,23.62,Technique,Cadet B,2022-2023
21372,756,2023-02-16,62,Faible,3.12,25.07,Endurance,Cadet B,2022-2023
21373,468,2023-02-16,90,Élevée,9.75,32.68,Sprint,Cadet B,2022-2023
21374,176,2023-02-16,120,Élevée,9.78,31.24,Sprint,Cadet B,2022-2023
21375,529,2023-02-16,104,Faible,4.97,20.74,Endurance,Cadet B,2022-2023
21376,213,2023-02-16,61,Faible,3.72,25.7,Endurance,Cadet B,2022-2023
21377,582,2023-02-16,105,Moyenne,6.87,28.47,Technique,Cadet B,2022-2023
21378,668,2023-02-16,90,Faible,3.75,20.85,Match d’entraînement,Cadet B,2022-2023
21379,748,2023-02-16,73,Moyenne,6.98,26.48,Endurance,Cadet B,2022-2023
21380,434,2023-02-16,117,Faible,4.93,25.22,Match d’entraînement,Cadet B,2022-2023
21381,348,2023-02-16,100,Élevée,9.21,31.85,Sprint,Cadet B,2022-2023
21382,939,2023-02-16,119,Faible,4.45,20.49,Endurance,Cadet B,2022-2023
21383,942,2023-02-16,92,Moyenne,5.29,29.84,Sprint,Cadet B,2022-2023
21384,689,2023-02-16,94,Élevée,9.8,30.84,Endurance,Cadet B,2022-2023
21385,723,2023-02-16,88,Élevée,8.65,31.34,Match d’entraînement,Cadet B,2022-2023
21386,212,2023-02-16,118,Faible,4.63,24.44,Technique,Cadet B,2022-2023
21387,115,2023-02-16,60,Élevée,8.58,32.95,Technique,Elite,2022-2023
21388,886,2023-02-16,92,Moyenne,5.51,27.83,Sprint,Elite,2022-2023
21389,527,2023-02-16,103,Faible,3.87,23.93,Sprint,Elite,2022-2023
21390,359,2023-02-16,101,Élevée,9.95,31.16,Endurance,Elite,2022-2023
21391,229,2023-02-16,88,Moyenne,6.04,29.99,Match d’entraînement,Elite,2022-2023
21392,162,2023-02-16,115,Faible,3.73,21.66,Technique,Elite,2022-2023
21393,428,2023-02-16,73,Faible,4.32,22.63,Sprint,Elite,2022-2023
21394,646,2023-02-16,102,Élevée,8.4,30.79,Endurance,Elite,2022-2023
21395,297,2023-02-16,64,Moyenne,7.02,28.36,Match d’entraînement,Elite,2022-2023
21396,621,2023-02-16,96,Moyenne,6.38,26.95,Endurance,Elite,2022-2023
21397,237,2023-02-16,98,Moyenne,5.25,29.94,Sprint,Elite,2022-2023
21398,793,2023-02-16,97,Faible,3.54,24.29,Endurance,Elite,2022-2023
21399,810,2023-02-16,112,Moyenne,6.53,28.37,Technique,Elite,2022-2023
21400,573,2023-02-16,112,Faible,4.14,24.01,Sprint,Elite,2022-2023
21401,42,2023-02-16,67,Moyenne,5.86,26.59,Match d’entraînement,Elite,2022-2023
21402,669,2023-02-16,115,Élevée,9.34,30.95,Endurance,Elite,2022-2023
21403,311,2023-02-16,60,Faible,3.15,22.52,Endurance,Elite,2022-2023
21404,968,2023-02-16,100,Faible,3.92,21.86,Technique,Elite,2022-2023
21405,269,2023-02-16,73,Élevée,7.99,31.6,Technique,Elite,2022-2023
21406,461,2023-02-16,94,Faible,3.62,21.07,Match d’entraînement,Elite,2022-2023
21407,98,2023-02-16,114,Élevée,9.42,30.66,Endurance,Elite,2022-2023
21408,301,2023-02-16,86,Faible,3.74,20.42,Technique,Junior,2022-2023
21409,680,2023-02-16,92,Élevée,7.63,32.71,Technique,Junior,2022-2023
21410,811,2023-02-16,82,Moyenne,6.15,27.31,Sprint,Junior,2022-2023
21411,249,2023-02-16,93,Faible,4.94,25.94,Technique,Junior,2022-2023
21412,376,2023-02-16,91,Moyenne,6.82,28.77,Match d’entraînement,Junior,2022-2023
21413,931,2023-02-16,100,Moyenne,5.45,29.75,Sprint,Junior,2022-2023
21414,219,2023-02-16,63,Faible,3.78,24.88,Sprint,Junior,2022-2023
21415,354,2023-02-16,118,Faible,3.67,25.95,Sprint,Junior,2022-2023
21416,93,2023-02-16,65,Moyenne,6.03,26.96,Technique,Junior,2022-2023
21417,879,2023-02-16,99,Élevée,8.83,30.09,Endurance,Junior,2022-2023
21418,697,2023-02-16,111,Moyenne,6.02,26.97,Endurance,Junior,2022-2023
21419,832,2023-02-16,91,Faible,4.61,25.93,Technique,Junior,2022-2023
21420,786,2023-02-16,116,Élevée,7.72,30.9,Technique,Junior,2022-2023
21421,56,2023-02-16,79,Faible,3.77,21.67,Technique,Junior,2022-2023
21422,884,2023-02-16,66,Moyenne,7.02,29.94,Sprint,Junior,2022-2023
21423,261,2023-02-16,117,Faible,3.62,25.82,Match d’entraînement,Junior,2022-2023
21424,893,2023-02-16,67,Moyenne,6.29,29.56,Endurance,Junior,2022-2023
21425,767,2023-02-16,119,Faible,4.44,24.48,Match d’entraînement,Junior,2022-2023
21426,658,2023-02-16,102,Moyenne,6.3,27.5,Technique,Junior,2022-2023
21427,242,2023-02-16,86,Moyenne,6.09,26.59,Sprint,Junior,2022-2023
21428,469,2023-02-16,99,Élevée,9.15,31.06,Endurance,Minime A,2022-2023
21429,286,2023-02-16,101,Moyenne,5.71,29.25,Endurance,Minime A,2022-2023
21430,472,2023-02-16,105,Moyenne,6.15,27.35,Match d’entraînement,Minime A,2022-2023
21431,97,2023-02-16,86,Élevée,9.71,31.31,Endurance,Minime A,2022-2023
21432,313,2023-02-16,86,Faible,3.42,24.79,Match d’entraînement,Minime A,2022-2023
21433,489,2023-02-16,86,Élevée,8.04,32.22,Match d’entraînement,Minime A,2022-2023
21434,145,2023-02-16,94,Élevée,9.72,32.07,Sprint,Minime A,2022-2023
21435,550,2023-02-16,106,Faible,4.28,20.89,Technique,Minime A,2022-2023
21436,561,2023-02-16,94,Moyenne,7.24,27.78,Endurance,Minime A,2022-2023
21437,236,2023-02-16,98,Moyenne,7.24,26.03,Endurance,Minime A,2022-2023
21438,316,2023-02-16,73,Faible,4.3,21.66,Endurance,Minime A,2022-2023
21439,588,2023-02-16,72,Faible,3.51,23.58,Sprint,Minime A,2022-2023
21440,260,2023-02-16,63,Élevée,9.22,30.9,Endurance,Minime A,2022-2023
21441,654,2023-02-16,86,Moyenne,5.71,26.1,Match d’entraînement,Minime A,2022-2023
21442,657,2023-02-16,95,Faible,3.68,23.08,Technique,Minime A,2022-2023
21443,871,2023-02-16,118,Faible,4.78,20.55,Sprint,Minime A,2022-2023
21444,79,2023-02-16,82,Faible,4.95,20.67,Sprint,Minime A,2022-2023
21445,567,2023-02-16,91,Moyenne,6.78,29.28,Match d’entraînement,Minime A,2022-2023
21446,906,2023-02-16,102,Moyenne,5.65,28.6,Technique,Minime A,2022-2023
21447,104,2023-02-16,72,Élevée,8.49,32.19,Match d’entraînement,Minime A,2022-2023
21448,565,2023-02-16,91,Faible,4.77,22.93,Sprint,Minime A,2022-2023
21449,917,2023-02-16,60,Faible,4.81,25.73,Technique,Minime A,2022-2023
21450,180,2023-02-16,66,Élevée,9.71,32.51,Endurance,Minime B,2022-2023
21451,944,2023-02-16,63,Élevée,8.3,30.81,Sprint,Minime B,2022-2023
21452,409,2023-02-16,119,Faible,4.45,20.32,Match d’entraînement,Minime B,2022-2023
21453,11,2023-02-16,103,Moyenne,5.34,26.36,Sprint,Minime B,2022-2023
21454,107,2023-02-16,85,Élevée,8.57,31.13,Sprint,Minime B,2022-2023
21455,607,2023-02-16,71,Faible,3.5,21.16,Sprint,Minime B,2022-2023
21456,88,2023-02-16,109,Élevée,9.83,32.5,Sprint,Minime B,2022-2023
21457,914,2023-02-16,97,Faible,4.82,25.48,Endurance,Minime B,2022-2023
21458,718,2023-02-16,60,Élevée,7.59,31.45,Match d’entraînement,Minime B,2022-2023
21459,826,2023-02-16,92,Élevée,9.54,32.77,Match d’entraînement,Minime B,2022-2023
21460,168,2023-02-16,81,Faible,4.9,24.46,Sprint,Minime B,2022-2023
21461,275,2023-02-16,69,Faible,3.83,25.3,Technique,Minime B,2022-2023
21462,587,2023-02-16,91,Moyenne,5.6,28.25,Technique,Minime B,2022-2023
21463,892,2023-02-16,104,Élevée,9.36,32.38,Technique,Minime B,2022-2023
21464,753,2023-02-16,90,Moyenne,6.33,29.31,Sprint,Minime B,2022-2023
21465,836,2023-02-16,64,Élevée,7.54,31.45,Endurance,Minime B,2022-2023
21466,843,2023-02-16,71,Faible,4.54,25.38,Sprint,Minime B,2022-2023
21467,215,2023-02-16,115,Élevée,7.99,32.45,Match d’entraînement,Minime B,2022-2023
21468,18,2023-02-16,94,Faible,3.16,21.75,Match d’entraînement,Senior,2022-2023
21469,77,2023-02-16,82,Faible,5.0,25.12,Technique,Senior,2022-2023
21470,866,2023-02-16,110,Élevée,8.82,32.68,Endurance,Senior,2022-2023
21471,258,2023-02-16,109,Faible,4.95,23.8,Sprint,Senior,2022-2023
21472,976,2023-02-16,64,Élevée,9.52,30.91,Technique,Senior,2022-2023
21473,380,2023-02-16,91,Élevée,8.91,31.78,Endurance,Senior,2022-2023
21474,726,2023-02-16,82,Faible,5.0,23.7,Match d’entraînement,Senior,2022-2023
21475,831,2023-02-16,105,Élevée,7.99,32.3,Technique,Senior,2022-2023
21476,30,2023-02-16,83,Faible,3.47,25.76,Technique,Senior,2022-2023
21477,406,2023-02-16,70,Faible,3.61,24.44,Sprint,Senior,2022-2023
21478,38,2023-02-16,64,Élevée,8.02,30.46,Endurance,Senior,2022-2023
21479,715,2023-02-16,87,Élevée,8.32,30.84,Technique,Senior,2022-2023
21480,100,2023-02-16,70,Moyenne,5.91,27.39,Endurance,Senior,2022-2023
21481,849,2023-02-16,88,Faible,5.0,20.83,Technique,Senior,2022-2023
21482,206,2023-02-16,102,Faible,4.9,23.22,Match d’entraînement,Senior,2022-2023
21483,731,2023-02-16,69,Faible,3.93,26.0,Match d’entraînement,Senior,2022-2023
21484,89,2023-02-16,120,Élevée,7.81,31.27,Technique,Senior,2022-2023
21485,996,2023-02-16,87,Moyenne,6.08,27.78,Technique,Senior,2022-2023
21486,66,2023-02-16,89,Élevée,9.92,32.54,Match d’entraînement,Senior,2022-2023
21487,664,2023-02-16,70,Élevée,9.18,32.23,Sprint,Senior,2022-2023
21488,342,2023-02-16,91,Moyenne,5.35,29.14,Sprint,Senior,2022-2023
21489,829,2023-02-17,81,Élevée,9.52,30.66,Sprint,Cadet A,2022-2023
21490,341,2023-02-17,99,Faible,3.37,20.25,Sprint,Cadet A,2022-2023
21491,678,2023-02-17,77,Moyenne,6.95,28.38,Sprint,Cadet A,2022-2023
21492,757,2023-02-17,109,Moyenne,5.0,29.63,Technique,Cadet A,2022-2023
21493,270,2023-02-17,80,Faible,4.71,24.54,Endurance,Cadet A,2022-2023
21494,285,2023-02-17,67,Élevée,7.81,30.75,Sprint,Cadet A,2022-2023
21495,617,2023-02-17,96,Moyenne,5.23,28.11,Match d’entraînement,Cadet A,2022-2023
21496,807,2023-02-17,109,Faible,4.89,22.22,Endurance,Cadet A,2022-2023
21497,688,2023-02-17,76,Faible,4.28,24.02,Technique,Cadet A,2022-2023
21498,666,2023-02-17,103,Faible,4.35,20.54,Match d’entraînement,Cadet A,2022-2023
21499,101,2023-02-17,88,Élevée,7.98,32.75,Endurance,Cadet A,2022-2023
21500,802,2023-02-17,76,Moyenne,5.02,26.42,Match d’entraînement,Cadet A,2022-2023
21501,974,2023-02-17,61,Faible,3.16,23.98,Endurance,Cadet A,2022-2023
21502,32,2023-02-17,116,Faible,3.12,23.91,Sprint,Cadet A,2022-2023
21503,393,2023-02-17,93,Faible,4.29,22.3,Technique,Cadet A,2022-2023
21504,439,2023-02-17,82,Élevée,9.54,32.35,Endurance,Cadet A,2022-2023
21505,152,2023-02-17,88,Moyenne,5.2,27.71,Match d’entraînement,Cadet A,2022-2023
21506,818,2023-02-17,117,Élevée,8.77,32.44,Match d’entraînement,Cadet A,2022-2023
21507,124,2023-02-17,87,Moyenne,5.02,29.65,Sprint,Cadet A,2022-2023
21508,468,2023-02-17,75,Moyenne,5.26,28.28,Technique,Cadet B,2022-2023
21509,833,2023-02-17,82,Moyenne,5.52,28.48,Match d’entraînement,Cadet B,2022-2023
21510,748,2023-02-17,98,Élevée,9.27,30.47,Technique,Cadet B,2022-2023
21511,728,2023-02-17,116,Élevée,7.56,32.89,Endurance,Cadet B,2022-2023
21512,689,2023-02-17,111,Élevée,9.22,30.24,Match d’entraînement,Cadet B,2022-2023
21513,827,2023-02-17,60,Faible,3.91,25.36,Technique,Cadet B,2022-2023
21514,529,2023-02-17,97,Moyenne,5.93,26.28,Sprint,Cadet B,2022-2023
21515,756,2023-02-17,72,Élevée,9.27,30.94,Match d’entraînement,Cadet B,2022-2023
21516,582,2023-02-17,83,Faible,3.63,23.62,Endurance,Cadet B,2022-2023
21517,825,2023-02-17,117,Faible,3.15,20.93,Endurance,Cadet B,2022-2023
21518,211,2023-02-17,115,Faible,3.51,24.32,Technique,Cadet B,2022-2023
21519,147,2023-02-17,117,Moyenne,5.31,26.33,Endurance,Cadet B,2022-2023
21520,176,2023-02-17,115,Moyenne,6.74,27.58,Match d’entraînement,Cadet B,2022-2023
21521,434,2023-02-17,63,Moyenne,6.52,29.05,Technique,Cadet B,2022-2023
21522,449,2023-02-17,109,Faible,3.9,21.22,Match d’entraînement,Cadet B,2022-2023
21523,723,2023-02-17,118,Élevée,9.69,32.75,Sprint,Cadet B,2022-2023
21524,348,2023-02-17,101,Moyenne,7.39,26.37,Technique,Cadet B,2022-2023
21525,476,2023-02-17,69,Élevée,9.14,30.4,Match d’entraînement,Cadet B,2022-2023
21526,668,2023-02-17,93,Moyenne,7.11,28.96,Sprint,Cadet B,2022-2023
21527,942,2023-02-17,113,Faible,4.31,21.43,Match d’entraînement,Cadet B,2022-2023
21528,571,2023-02-17,80,Élevée,9.41,31.38,Endurance,Cadet B,2022-2023
21529,610,2023-02-17,93,Moyenne,6.26,27.89,Sprint,Cadet B,2022-2023
21530,428,2023-02-17,60,Moyenne,5.14,29.84,Sprint,Elite,2022-2023
21531,269,2023-02-17,73,Moyenne,7.28,29.02,Endurance,Elite,2022-2023
21532,204,2023-02-17,94,Élevée,9.36,31.89,Technique,Elite,2022-2023
21533,115,2023-02-17,85,Faible,4.35,24.87,Sprint,Elite,2022-2023
21534,527,2023-02-17,63,Faible,3.43,21.52,Endurance,Elite,2022-2023
21535,461,2023-02-17,115,Élevée,8.14,31.66,Match d’entraînement,Elite,2022-2023
21536,793,2023-02-17,102,Moyenne,6.12,27.98,Match d’entraînement,Elite,2022-2023
21537,311,2023-02-17,105,Élevée,9.2,31.71,Sprint,Elite,2022-2023
21538,810,2023-02-17,76,Faible,4.03,21.83,Sprint,Elite,2022-2023
21539,359,2023-02-17,73,Moyenne,6.64,26.04,Technique,Elite,2022-2023
21540,573,2023-02-17,107,Élevée,8.49,32.36,Match d’entraînement,Elite,2022-2023
21541,669,2023-02-17,119,Faible,4.68,22.69,Match d’entraînement,Elite,2022-2023
21542,886,2023-02-17,80,Élevée,8.37,30.88,Endurance,Elite,2022-2023
21543,491,2023-02-17,73,Moyenne,7.01,28.03,Sprint,Elite,2022-2023
21544,774,2023-02-17,105,Élevée,9.92,31.11,Technique,Elite,2022-2023
21545,297,2023-02-17,115,Faible,4.65,22.7,Sprint,Elite,2022-2023
21546,42,2023-02-17,97,Élevée,7.54,32.93,Technique,Elite,2022-2023
21547,578,2023-02-17,113,Moyenne,7.25,29.43,Endurance,Elite,2022-2023
21548,229,2023-02-17,111,Faible,3.34,20.61,Endurance,Elite,2022-2023
21549,646,2023-02-17,64,Moyenne,6.66,28.62,Technique,Elite,2022-2023
21550,237,2023-02-17,89,Élevée,8.78,31.68,Sprint,Elite,2022-2023
21551,98,2023-02-17,63,Élevée,9.26,30.0,Technique,Elite,2022-2023
21552,93,2023-02-17,69,Moyenne,5.1,26.92,Match d’entraînement,Junior,2022-2023
21553,219,2023-02-17,65,Moyenne,5.26,26.6,Endurance,Junior,2022-2023
21554,376,2023-02-17,66,Faible,3.56,23.41,Technique,Junior,2022-2023
21555,931,2023-02-17,116,Moyenne,5.24,27.55,Technique,Junior,2022-2023
21556,87,2023-02-17,71,Faible,4.54,25.24,Sprint,Junior,2022-2023
21557,811,2023-02-17,120,Moyenne,6.65,26.84,Technique,Junior,2022-2023
21558,884,2023-02-17,78,Élevée,7.79,31.8,Match d’entraînement,Junior,2022-2023
21559,832,2023-02-17,72,Moyenne,6.99,26.79,Sprint,Junior,2022-2023
21560,354,2023-02-17,112,Moyenne,6.86,26.16,Endurance,Junior,2022-2023
21561,767,2023-02-17,79,Élevée,9.18,31.37,Sprint,Junior,2022-2023
21562,249,2023-02-17,91,Élevée,8.74,32.91,Sprint,Junior,2022-2023
21563,680,2023-02-17,107,Faible,3.22,25.48,Sprint,Junior,2022-2023
21564,164,2023-02-17,61,Moyenne,6.76,27.14,Endurance,Junior,2022-2023
21565,205,2023-02-17,65,Faible,4.05,21.67,Match d’entraînement,Junior,2022-2023
21566,432,2023-02-17,64,Faible,3.64,22.76,Match d’entraînement,Junior,2022-2023
21567,879,2023-02-17,70,Moyenne,5.38,26.57,Endurance,Junior,2022-2023
21568,658,2023-02-17,84,Faible,5.0,25.43,Technique,Junior,2022-2023
21569,56,2023-02-17,86,Moyenne,5.46,26.14,Match d’entraînement,Junior,2022-2023
21570,261,2023-02-17,84,Moyenne,6.42,27.31,Technique,Junior,2022-2023
21571,509,2023-02-17,102,Faible,4.22,22.34,Technique,Junior,2022-2023
21572,786,2023-02-17,82,Élevée,9.2,32.11,Technique,Junior,2022-2023
21573,313,2023-02-17,107,Élevée,7.93,31.51,Technique,Minime A,2022-2023
21574,97,2023-02-17,102,Élevée,7.5,30.46,Sprint,Minime A,2022-2023
21575,565,2023-02-17,115,Élevée,7.6,31.62,Sprint,Minime A,2022-2023
21576,654,2023-02-17,71,Élevée,8.93,31.68,Technique,Minime A,2022-2023
21577,906,2023-02-17,91,Faible,4.93,22.44,Technique,Minime A,2022-2023
21578,917,2023-02-17,105,Élevée,9.13,32.21,Technique,Minime A,2022-2023
21579,489,2023-02-17,84,Faible,3.46,24.79,Sprint,Minime A,2022-2023
21580,47,2023-02-17,92,Moyenne,6.35,26.26,Match d’entraînement,Minime A,2022-2023
21581,628,2023-02-17,70,Élevée,8.66,30.55,Technique,Minime A,2022-2023
21582,286,2023-02-17,89,Faible,4.5,20.95,Technique,Minime A,2022-2023
21583,567,2023-02-17,113,Faible,3.7,20.53,Sprint,Minime A,2022-2023
21584,188,2023-02-17,87,Élevée,8.91,31.53,Sprint,Minime A,2022-2023
21585,657,2023-02-17,102,Faible,3.52,23.32,Endurance,Minime A,2022-2023
21586,104,2023-02-17,113,Moyenne,5.86,26.85,Technique,Minime A,2022-2023
21587,316,2023-02-17,87,Élevée,9.6,32.74,Match d’entraînement,Minime A,2022-2023
21588,588,2023-02-17,106,Faible,3.94,20.43,Technique,Minime A,2022-2023
21589,469,2023-02-17,64,Élevée,9.34,31.93,Endurance,Minime A,2022-2023
21590,472,2023-02-17,62,Élevée,9.91,31.51,Technique,Minime A,2022-2023
21591,561,2023-02-17,71,Faible,4.06,23.64,Match d’entraînement,Minime A,2022-2023
21592,871,2023-02-17,104,Moyenne,5.35,29.09,Sprint,Minime A,2022-2023
21593,145,2023-02-17,75,Élevée,9.37,32.82,Match d’entraînement,Minime A,2022-2023
21594,843,2023-02-17,115,Élevée,8.45,32.29,Sprint,Minime B,2022-2023
21595,944,2023-02-17,84,Élevée,9.44,30.16,Technique,Minime B,2022-2023
21596,718,2023-02-17,99,Élevée,9.0,31.64,Technique,Minime B,2022-2023
21597,753,2023-02-17,100,Moyenne,6.31,29.28,Technique,Minime B,2022-2023
21598,275,2023-02-17,107,Faible,3.41,24.38,Endurance,Minime B,2022-2023
21599,409,2023-02-17,80,Faible,4.71,21.44,Match d’entraînement,Minime B,2022-2023
21600,88,2023-02-17,120,Faible,4.08,23.44,Endurance,Minime B,2022-2023
