ID_Technique,ID_Match,ID_Joueur,Nombre_Passes,Précision_Passes,Réception_Réussie,Contrôle_Balle,Nombre_Tirs,Précision_Tirs,Duels_Aériens_Gagnés,Centres_Réussis,Dribbles_Réussis,Interceptions,Tacles_Réussis,Conversion_Occasions
6283,262,30,14,97.11,11,104.78,13,77.53,5,20,5,3,1,0.0
6284,262,809,11,79.51,25,95.09,11,47.43,9,22,9,5,3,0.0
6285,263,866,28,105.79,9,95.34,0,0.0,13,2,0,8,7,0.0
6286,263,406,28,99.41,7,84.65,0,0.0,7,5,2,8,8,0.0
6287,263,731,18,106.69,6,98.04,0,0.0,12,1,2,12,2,0.0
6288,263,380,75,89.43,18,106.81,5,43.66,3,3,12,12,12,0.0
6289,263,976,13,90.83,12,89.07,12,73.63,5,7,5,5,0,16.67
6290,263,590,34,85.95,25,84.67,1,25.17,7,6,5,19,9,0.0
6291,263,715,48,83.58,23,99.48,3,13.15,11,7,5,18,15,0.0
6292,263,342,71,85.41,19,99.19,3,22.74,5,4,3,18,12,0.0
6293,263,258,84,93.57,27,100.19,1,29.62,4,8,12,16,8,0.0
6294,263,18,28,83.52,20,96.15,9,59.68,7,9,8,1,4,22.22
6295,263,943,16,96.2,13,108.4,12,61.8,9,13,15,5,4,8.33
6296,263,996,93,106.24,17,102.0,4,53.3,9,5,12,12,8,0.0
6297,263,38,100,96.72,25,98.17,2,46.35,8,11,13,15,16,0.0
6298,263,206,74,100.85,25,109.2,1,55.11,5,14,11,16,16,0.0
6299,263,100,35,104.48,16,94.67,0,29.2,13,8,4,12,9,0.0
6300,263,831,73,107.72,28,101.5,2,45.88,3,4,9,8,7,0.0
6301,263,664,58,104.07,29,106.26,3,52.74,4,12,13,15,12,0.0
6302,263,66,40,86.01,17,101.26,9,63.47,5,18,12,2,2,0.0
6303,263,77,85,82.92,26,103.01,3,15.76,8,11,4,11,20,0.0
6304,263,89,24,86.99,23,103.8,8,75.44,8,22,12,2,0,0.0
6305,263,897,26,93.95,17,91.91,14,75.36,8,6,20,2,4,0.0
6306,263,726,77,89.79,16,100.11,3,51.43,3,4,11,13,12,0.0
6307,263,849,108,102.47,22,105.61,1,28.12,6,15,7,13,11,0.0
6308,263,30,25,78.46,25,105.47,10,74.75,8,19,14,3,2,0.0
6309,263,809,28,98.43,22,96.77,10,56.77,6,17,15,4,5,0.0
6310,264,866,10,88.78,10,87.82,0,0.0,15,1,2,6,6,0.0
6311,264,406,12,99.92,8,74.61,0,0.0,13,5,2,14,4,0.0
6312,264,731,12,89.68,12,75.24,0,0.0,12,0,0,8,2,0.0
6313,264,380,71,90.68,18,98.18,4,43.09,5,15,9,11,10,0.0
6314,264,976,38,73.96,10,93.23,13,77.09,6,10,6,1,1,7.69
6315,264,590,43,76.61,18,83.36,1,38.58,9,6,5,19,12,0.0
6316,264,715,71,84.67,20,76.34,3,12.45,19,6,2,16,15,0.0
6317,264,342,65,91.99,25,78.07,0,38.87,5,2,5,11,13,0.0
6318,264,258,55,88.47,18,98.57,3,56.18,6,6,9,10,14,0.0
6319,264,18,27,71.23,15,99.77,13,74.64,7,15,5,2,3,0.0
6320,264,943,30,80.27,20,90.08,15,69.76,6,6,12,2,1,0.0
6321,264,996,71,89.05,24,95.91,4,36.79,7,5,9,11,6,0.0
6322,264,38,56,85.19,15,86.48,2,31.75,8,10,7,10,8,0.0
6323,264,206,88,90.31,22,91.58,4,35.95,9,15,6,12,13,0.0
6324,264,100,80,80.43,14,77.27,1,23.18,13,6,3,18,15,0.0
6325,264,831,80,93.38,17,89.05,4,29.94,9,8,9,12,8,0.0
6326,264,664,50,82.93,27,99.08,1,36.49,6,12,7,12,5,0.0
6327,264,66,17,74.04,21,81.76,8,70.66,5,19,19,4,4,0.0
6328,264,77,44,89.92,13,93.86,0,14.51,19,3,6,17,10,0.0
6329,264,89,26,85.32,10,88.73,6,45.06,7,19,18,3,2,0.0
6330,264,897,21,80.84,20,94.52,15,78.97,4,15,12,2,0,0.0
6331,264,726,62,85.49,23,90.42,3,32.41,7,7,8,12,7,0.0
6332,264,849,66,97.5,23,98.98,2,40.06,9,15,9,13,14,0.0
6333,264,30,12,76.91,21,90.93,6,63.76,7,9,13,1,3,0.0
6334,264,809,30,85.06,18,90.12,10,67.24,7,20,13,3,2,0.0
6335,265,866,11,92.48,8,89.72,0,0.0,9,1,1,6,3,0.0
6336,265,406,20,90.76,12,85.34,0,0.0,13,4,0,14,6,0.0
6337,265,731,20,97.55,12,81.72,0,0.0,11,0,2,11,7,0.0
6338,265,380,69,90.42,29,94.1,2,32.52,6,14,10,13,9,0.0
6339,265,976,30,89.57,24,82.07,12,59.79,9,16,12,2,4,0.0
6340,265,590,30,76.03,21,91.97,0,37.39,19,5,1,18,12,0.0
6341,265,715,63,80.58,17,76.5,0,18.44,6,9,2,18,20,0.0
6342,265,342,75,90.43,20,81.68,2,27.88,17,4,1,17,12,0.0
6343,265,258,57,88.45,28,86.15,5,32.01,8,4,12,8,11,0.0
6344,265,18,12,86.1,24,84.57,9,62.04,4,14,11,3,3,0.0
6345,265,943,38,73.41,15,81.63,14,55.06,4,8,8,4,0,0.0
6346,265,996,78,88.38,16,90.17,2,51.54,5,10,7,9,15,0.0
6347,265,38,57,97.36,20,98.05,2,43.9,8,8,7,13,8,0.0
6348,265,206,51,96.41,15,89.74,5,20.04,10,7,10,14,12,0.0
6349,265,100,39,92.63,13,80.61,1,11.02,19,8,4,12,16,0.0
6350,265,831,61,86.81,20,95.12,3,22.76,7,13,10,13,14,0.0
6351,265,664,54,86.51,22,98.49,4,31.36,5,9,8,14,12,0.0
6352,265,66,19,81.95,21,82.83,6,72.73,8,11,10,3,2,0.0
6353,265,77,61,78.47,18,78.43,1,11.9,13,8,1,14,12,0.0
6354,265,89,17,81.42,17,89.57,13,68.13,3,17,15,3,4,0.0
6355,265,897,36,80.27,16,95.9,15,62.4,9,16,10,3,1,0.0
6356,265,726,87,89.59,21,85.7,3,48.22,6,14,8,8,13,0.0
6357,265,849,78,95.86,15,85.64,4,53.54,8,5,6,8,5,0.0
6358,265,30,34,73.06,17,89.67,11,76.14,5,17,11,5,5,0.0
6359,265,809,20,85.96,10,95.99,7,64.29,5,15,9,2,5,0.0
6360,266,866,17,77.18,7,72.6,0,0.0,12,1,1,6,4,0.0
6361,266,406,10,89.94,5,71.28,0,0.0,9,3,1,8,5,0.0
6362,266,731,23,87.06,11,68.51,0,0.0,4,4,1,7,4,0.0
6363,266,380,84,82.91,14,79.52,3,30.72,6,6,6,11,10,0.0
6364,266,976,19,66.46,12,73.36,15,77.54,8,10,11,4,0,0.0
6365,266,590,37,76.94,12,79.72,0,38.89,10,1,1,9,14,0.0
6366,266,715,49,85.14,15,82.49,3,34.66,9,8,1,17,14,0.0
6367,266,342,36,78.41,14,79.54,1,20.43,7,7,5,16,7,0.0
6368,266,258,58,86.63,24,78.74,3,27.66,8,2,7,8,7,0.0
6369,266,18,29,69.34,19,86.89,11,40.62,6,7,11,1,0,0.0
6370,266,943,32,77.44,12,79.94,15,43.15,3,13,9,4,0,0.0
6371,266,996,88,76.38,15,80.49,1,26.06,9,13,9,9,12,0.0
6372,266,38,89,73.74,22,79.66,4,34.62,8,3,5,7,12,0.0
6373,266,206,81,74.82,18,88.85,3,33.21,9,8,9,7,12,0.0
6374,266,100,29,84.8,11,77.15,3,34.38,10,3,1,13,10,0.0
6375,266,831,53,82.15,14,85.9,3,28.05,9,5,5,7,10,0.0
6376,266,664,55,85.23,23,85.99,3,34.07,4,13,7,9,8,0.0
6377,266,66,22,68.79,11,85.43,9,45.98,8,12,5,2,0,0.0
6378,266,77,61,76.7,14,72.92,3,36.75,9,5,4,16,7,0.0
6379,266,89,29,75.08,17,72.61,8,68.19,3,4,14,3,0,0.0
6380,266,897,29,64.11,20,73.73,11,57.55,3,15,12,3,3,0.0
6381,266,726,86,83.6,22,80.25,2,21.49,4,12,10,13,9,0.0
6382,266,849,70,73.74,17,87.26,5,52.59,8,9,8,7,9,0.0
6383,266,30,10,70.08,10,80.57,15,43.26,2,5,5,2,0,0.0
6384,266,809,33,75.65,18,76.47,10,59.85,4,9,8,0,1,0.0
6385,267,866,26,94.2,9,90.59,0,0.0,14,3,1,14,5,0.0
6386,267,406,12,102.67,6,81.86,0,0.0,14,1,2,16,7,0.0
6387,267,731,17,105.35,6,79.66,0,0.0,8,0,0,8,8,0.0
6388,267,380,95,103.59,19,104.89,2,23.32,6,7,13,8,8,50.0
6389,267,976,36,98.6,11,92.77,12,54.68,7,19,19,4,2,8.33
6390,267,590,83,93.13,14,93.47,1,11.04,15,6,6,15,8,0.0
6391,267,715,61,87.91,25,95.49,1,37.25,12,8,4,16,16,0.0
6392,267,342,73,96.01,22,92.04,0,35.74,17,6,2,18,12,0.0
6393,267,258,104,96.8,23,104.98,2,41.29,5,11,7,13,15,0.0
6394,267,18,44,97.11,20,95.55,15,49.52,4,17,16,1,5,0.0
6395,267,943,15,79.71,11,106.03,7,50.55,3,11,15,1,0,28.57
6396,267,996,58,94.01,16,94.91,5,33.14,11,13,5,8,8,0.0
6397,267,38,68,94.97,28,101.06,5,57.18,9,15,8,11,6,0.0
6398,267,206,93,92.31,31,98.87,2,46.3,9,8,8,12,9,0.0
6399,267,100,53,95.9,25,100.72,0,12.53,19,5,4,22,13,0.0
6400,267,831,102,98.95,27,98.58,1,56.8,7,5,11,9,16,0.0
6401,267,664,82,90.38,17,107.69,1,31.76,9,9,6,13,15,100.0
6402,267,66,36,97.96,20,103.99,5,46.61,9,13,15,3,3,0.0
6403,267,77,45,98.12,17,82.59,2,27.53,6,7,1,14,12,0.0
6404,267,89,12,83.84,16,97.17,6,43.54,6,7,20,3,0,0.0
6405,267,897,20,80.92,14,104.73,9,54.39,7,22,5,1,0,0.0
6406,267,726,79,104.07,25,106.59,3,52.81,4,11,7,12,5,0.0
6407,267,849,75,91.44,24,104.67,5,21.17,4,9,9,14,7,0.0
6408,267,30,25,80.47,14,91.79,5,58.63,4,19,13,4,1,0.0
6409,267,809,13,88.26,13,96.91,10,71.32,5,15,12,2,4,0.0
6410,268,866,24,97.6,13,90.17,0,0.0,6,0,0,7,4,0.0
6411,268,406,33,98.48,5,79.73,0,0.0,9,1,0,6,6,0.0
6412,268,731,12,99.73,15,89.34,0,0.0,16,1,0,14,7,0.0
6413,268,380,90,102.96,30,106.43,3,31.63,4,6,12,9,14,0.0
6414,268,976,42,79.04,14,103.31,15,76.34,9,20,16,2,0,0.0
6415,268,590,68,95.21,11,100.64,2,13.79,8,2,6,22,12,0.0
6416,268,715,75,86.96,19,83.64,3,10.85,12,11,2,12,13,0.0
6417,268,342,85,99.93,15,91.85,0,26.57,17,7,4,16,20,0.0
6418,268,258,91,102.88,19,98.29,1,44.4,11,3,6,9,7,100.0
6419,268,18,33,82.57,26,101.36,12,72.13,8,8,5,2,5,8.33
6420,268,943,22,96.54,15,105.22,14,56.17,7,7,16,5,1,14.29
6421,268,996,64,103.35,31,94.65,3,20.4,11,8,13,14,9,0.0
6422,268,38,103,105.13,27,100.09,4,26.94,11,14,6,15,6,0.0
6423,268,206,92,94.64,33,104.86,5,38.61,9,4,7,9,8,0.0
6424,268,100,83,99.17,24,98.82,0,11.05,13,7,1,19,15,0.0
6425,268,831,80,107.33,26,103.55,4,54.03,11,3,13,13,14,25.0
6426,268,664,63,92.1,24,97.23,1,26.55,7,11,5,12,14,0.0
6427,268,66,44,93.22,25,93.44,11,43.9,8,6,11,3,1,0.0
6428,268,77,85,88.86,12,102.33,2,18.05,22,8,3,17,12,0.0
6429,268,89,27,78.03,24,98.95,15,59.09,9,22,16,1,2,0.0
6430,268,897,26,90.48,18,90.12,10,78.21,5,22,13,4,5,0.0
6431,268,726,59,97.55,24,104.82,4,43.74,4,12,9,8,12,0.0
6432,268,849,78,95.83,28,96.6,2,42.48,7,3,11,12,8,0.0
6433,268,30,13,78.47,16,105.2,13,64.46,7,5,18,4,3,0.0
6434,268,809,26,83.08,14,99.84,11,41.04,7,18,22,5,0,0.0
6435,269,866,14,107.49,11,92.92,0,0.0,7,2,0,9,2,0.0
6436,269,406,15,96.95,7,78.31,0,0.0,6,1,0,13,3,0.0
6437,269,731,17,98.05,5,86.65,0,0.0,5,3,0,7,6,0.0
6438,269,380,86,107.37,28,95.78,4,32.73,11,3,12,13,11,25.0
6439,269,976,25,91.27,25,97.53,15,49.09,6,7,8,3,1,0.0
6440,269,590,82,84.99,18,103.08,3,31.64,19,6,5,17,13,0.0
6441,269,715,42,102.1,18,86.46,2,30.31,7,3,3,18,8,0.0
6442,269,342,78,88.41,12,91.16,3,37.21,7,4,3,11,19,0.0
6443,269,258,78,103.18,20,105.22,5,25.52,5,16,7,11,7,0.0
6444,269,18,11,97.85,23,99.76,8,64.62,9,13,13,4,5,12.5
6445,269,943,17,80.2,27,97.48,12,68.8,7,12,11,1,2,0.0
6446,269,996,91,107.02,18,108.04,3,32.03,4,9,8,14,13,0.0
6447,269,38,99,89.7,16,93.89,4,59.48,5,5,6,12,5,0.0
6448,269,206,101,98.65,27,101.14,1,46.87,5,7,6,15,12,0.0
6449,269,100,34,99.33,18,93.62,2,37.91,9,8,1,12,19,0.0
6450,269,831,75,103.36,28,100.84,4,38.6,3,16,13,12,15,0.0
6451,269,664,103,94.82,28,95.9,2,22.88,7,16,8,13,16,0.0
6452,269,66,37,80.65,16,109.8,12,79.01,11,13,19,3,2,0.0
6453,269,77,74,99.79,24,86.43,2,21.03,12,3,1,22,11,0.0
6454,269,89,33,80.34,20,102.84,11,65.38,11,19,18,1,3,0.0
6455,269,897,27,88.15,15,93.68,9,44.2,9,7,9,2,3,0.0
6456,269,726,88,89.96,25,100.84,4,40.71,7,3,13,13,15,0.0
6457,269,849,61,88.81,29,109.45,2,55.42,6,6,8,12,9,0.0
6458,269,30,20,97.89,27,89.01,15,56.67,3,7,19,4,4,0.0
6459,269,809,19,82.24,13,91.47,12,55.72,4,6,7,5,1,0.0
6460,270,866,30,95.0,10,72.64,0,0.0,8,5,1,14,8,0.0
6461,270,406,16,95.13,14,86.2,0,0.0,11,0,0,10,4,0.0
6462,270,731,19,85.31,9,77.01,0,0.0,13,5,2,10,6,0.0
6463,270,380,65,86.05,19,86.57,2,28.33,9,14,9,11,10,0.0
6464,270,976,20,83.05,10,98.53,8,47.3,6,6,10,1,4,12.5
6465,270,590,36,89.26,12,83.32,3,33.64,17,3,3,12,15,0.0
6466,270,715,69,94.76,23,85.0,2,33.98,11,7,5,20,11,0.0
6467,270,342,56,91.6,18,90.31,1,18.53,9,8,4,16,9,0.0
6468,270,258,86,97.04,23,88.44,2,56.93,9,9,11,12,6,0.0
6469,270,18,29,75.17,23,90.19,13,57.23,8,12,13,5,2,15.38
6470,270,943,33,88.05,10,81.89,9,75.36,10,13,19,1,4,0.0
6471,270,996,92,88.18,28,98.25,5,42.05,4,6,9,8,11,0.0
6472,270,38,51,96.88,27,98.45,2,48.29,4,14,7,12,7,0.0
6473,270,206,95,94.63,27,86.48,1,37.94,7,8,9,10,11,0.0
6474,270,100,57,88.66,17,94.83,2,17.18,20,3,2,18,16,0.0
6475,270,831,81,80.4,22,93.1,1,35.85,6,12,6,10,7,0.0
6476,270,664,93,95.72,26,89.75,4,44.29,3,12,10,8,9,0.0
6477,270,66,31,77.82,16,81.86,7,44.05,3,19,19,3,1,0.0
6478,270,77,37,81.99,21,91.89,2,13.49,8,6,5,19,11,0.0
6479,270,89,24,72.93,24,89.86,6,69.66,6,16,15,2,0,0.0
6480,270,897,34,74.52,22,85.65,5,77.94,3,15,10,4,2,0.0
6481,270,726,80,89.48,25,99.18,3,22.63,5,6,12,9,9,0.0
6482,270,849,77,80.22,18,97.48,2,57.67,5,6,12,9,5,0.0
6483,270,30,31,74.61,12,80.27,8,79.61,3,5,8,2,1,0.0
6484,270,809,17,89.22,24,83.74,10,72.88,6,17,16,5,2,0.0
6485,271,866,28,103.75,5,95.89,0,0.0,5,3,0,11,6,0.0
6486,271,406,17,97.2,15,91.69,0,0.0,16,3,1,8,4,0.0
6487,271,731,15,102.38,8,81.96,0,0.0,7,1,2,5,8,0.0
6488,271,380,93,88.37,20,98.05,3,46.56,4,8,7,9,9,0.0
6489,271,976,41,88.34,26,95.45,15,70.7,6,20,9,5,1,0.0
6490,271,590,59,87.25,13,86.08,3,23.81,17,3,6,22,15,0.0
6491,271,715,82,101.95,14,99.58,1,22.66,22,3,5,16,17,100.0
6492,271,342,33,85.7,18,92.07,1,14.13,22,2,5,14,11,0.0
6493,271,258,82,106.2,18,103.75,5,48.98,11,4,6,12,13,0.0
6494,271,18,31,77.52,22,90.96,12,55.91,4,18,16,5,3,8.33
6495,271,943,24,87.82,24,92.87,15,64.98,3,17,16,3,5,6.67
6496,271,996,63,101.79,17,103.36,4,40.55,3,5,8,12,14,0.0
6497,271,38,85,102.17,22,96.4,5,27.18,8,5,7,8,9,0.0
6498,271,206,101,107.0,27,101.19,5,35.0,6,4,9,11,14,0.0
6499,271,100,68,91.85,25,95.36,3,14.67,11,11,5,13,17,0.0
6500,271,831,59,100.83,16,108.07,2,46.34,6,14,13,12,8,0.0
6501,271,664,55,91.85,26,106.35,5,20.14,7,11,11,12,6,0.0
6502,271,66,28,84.0,26,92.71,14,62.09,9,15,8,2,2,0.0
6503,271,77,52,98.73,27,100.75,2,37.82,11,6,6,16,20,0.0
6504,271,89,25,88.77,24,89.49,14,54.54,3,13,8,1,2,0.0
6505,271,897,29,95.32,19,106.07,5,60.6,11,11,17,5,1,0.0
6506,271,726,74,91.04,19,106.22,4,24.65,9,13,13,13,8,0.0
6507,271,849,88,97.46,16,107.77,1,47.56,9,5,11,13,12,0.0
6508,271,30,39,96.53,11,97.92,9,45.91,4,15,18,5,5,0.0
6509,271,809,36,85.44,27,96.32,13,56.15,8,12,17,1,1,0.0
6510,272,866,15,94.94,12,81.88,0,0.0,9,1,0,7,5,0.0
6511,272,406,22,106.93,9,81.51,0,0.0,16,0,0,15,7,0.0
6512,272,731,20,97.43,14,80.77,0,0.0,14,2,1,5,7,0.0
6513,272,380,72,99.11,19,100.62,4,45.82,5,5,6,8,7,25.0
6514,272,976,29,93.26,22,93.51,7,53.59,7,22,17,2,2,0.0
6515,272,590,57,93.91,13,103.26,2,39.89,16,6,1,18,15,0.0
6516,272,715,74,92.36,26,97.11,0,19.45,15,9,2,11,11,0.0
6517,272,342,55,86.39,14,85.83,2,17.53,15,5,1,12,22,50.0
6518,272,258,110,93.82,20,103.06,3,26.86,3,7,7,8,11,33.33
6519,272,18,23,96.52,15,89.21,6,62.28,3,7,16,2,4,16.67
6520,272,943,11,96.35,14,100.46,10,50.36,3,18,13,4,4,0.0
6521,272,996,59,92.26,27,97.13,5,29.38,9,6,7,12,13,0.0
6522,272,38,84,104.82,18,98.22,3,24.27,11,6,8,14,9,0.0
6523,272,206,74,107.13,24,106.08,2,56.98,7,13,12,11,12,0.0
6524,272,100,42,99.2,27,103.15,1,14.23,22,8,4,14,19,0.0
6525,272,831,92,96.86,26,96.84,3,50.03,9,15,11,8,14,0.0
6526,272,664,95,93.43,31,105.27,1,30.37,8,15,11,13,14,0.0
6527,272,66,27,96.13,26,107.18,11,71.21,4,17,15,4,1,0.0
6528,272,77,33,94.03,25,92.31,1,22.51,9,11,4,19,9,0.0
6529,272,89,17,93.38,16,105.3,15,77.69,9,11,15,3,5,0.0
6530,272,897,15,83.45,11,96.67,11,53.47,9,22,18,2,2,0.0
6531,272,726,67,103.55,26,107.88,3,24.34,9,12,6,12,9,0.0
6532,272,849,100,107.58,19,99.23,4,50.66,7,3,12,14,5,0.0
6533,272,30,44,93.43,16,98.53,15,65.88,6,17,19,1,1,0.0
6534,272,809,27,81.88,20,105.03,14,47.18,3,17,7,5,1,0.0
6535,273,866,29,99.4,7,82.21,0,0.0,9,1,0,13,2,0.0
6536,273,406,28,97.23,13,87.11,0,0.0,5,4,0,14,5,0.0
6537,273,731,23,99.11,11,81.82,0,0.0,10,2,1,9,5,0.0
6538,273,380,72,91.02,30,91.82,2,50.79,8,7,9,8,6,50.0
6539,273,976,38,77.45,24,81.81,7,69.33,8,12,5,2,1,28.57
6540,273,590,33,76.98,19,87.47,1,38.56,15,2,6,11,17,100.0
6541,273,715,42,90.65,10,89.35,2,38.17,20,8,5,10,9,0.0
6542,273,342,45,76.6,21,78.53,3,15.91,14,10,1,14,11,0.0
6543,273,258,96,87.85,25,90.62,5,45.53,9,14,9,8,14,0.0
6544,273,18,31,73.55,18,92.3,13,45.18,7,8,17,1,4,0.0
6545,273,943,21,87.7,15,89.69,8,70.48,8,19,17,3,5,0.0
6546,273,996,68,87.67,30,96.83,4,55.8,5,15,8,11,15,0.0
6547,273,38,60,89.53,30,93.74,3,47.4,5,10,12,9,8,0.0
6548,273,206,76,89.09,23,87.83,3,46.01,8,14,7,15,8,0.0
6549,273,100,40,88.77,15,89.96,2,21.0,7,2,2,19,17,0.0
6550,273,831,74,80.98,30,98.01,3,48.42,8,7,8,9,10,0.0
6551,273,664,80,95.48,21,91.99,4,32.29,7,4,10,11,8,0.0
6552,273,66,19,70.35,22,94.6,12,45.19,10,13,19,4,5,0.0
6553,273,77,42,91.45,22,79.34,2,33.44,13,5,5,15,10,0.0
6554,273,89,40,87.44,17,93.03,9,49.4,4,7,14,5,4,0.0
6555,273,897,19,78.1,23,98.06,9,48.68,6,16,12,5,4,0.0
6556,273,726,100,96.71,26,99.57,2,47.97,8,3,6,10,15,0.0
6557,273,849,70,80.4,22,97.68,2,51.56,3,4,7,11,9,0.0
6558,273,30,27,79.04,19,88.56,10,78.98,8,19,7,2,1,0.0
6559,273,809,35,89.02,16,93.36,11,64.17,6,20,14,1,5,0.0
6560,274,866,26,99.54,9,85.63,0,0.0,16,3,1,15,8,0.0
6561,274,406,26,104.79,16,92.24,0,0.0,7,3,2,5,3,0.0
6562,274,731,24,98.45,9,95.72,0,0.0,12,2,0,7,2,0.0
6563,274,380,104,92.75,18,103.58,1,59.8,5,14,7,15,9,0.0
6564,274,976,28,90.52,19,93.38,11,68.92,8,8,17,2,4,0.0
6565,274,590,68,86.64,17,102.26,3,12.3,7,9,6,16,12,0.0
6566,274,715,82,102.54,23,101.0,3,34.34,5,5,6,22,9,0.0
6567,274,342,35,100.83,25,103.51,3,37.03,19,11,6,15,12,0.0
6568,274,258,110,89.48,20,97.24,1,40.25,5,16,5,14,14,0.0
6569,274,18,40,82.97,26,92.72,10,55.76,8,20,6,4,5,20.0
6570,274,943,39,83.18,23,96.28,12,66.28,3,17,14,1,2,0.0
6571,274,996,99,107.69,25,102.31,5,44.98,11,13,13,16,6,0.0
6572,274,38,62,98.67,30,104.69,3,49.16,4,13,9,9,11,0.0
6573,274,206,96,100.65,29,109.37,5,40.93,7,4,6,11,15,0.0
6574,274,100,48,85.16,13,83.53,3,12.7,13,5,3,15,17,0.0
6575,274,831,94,101.56,28,102.71,2,32.37,11,9,12,12,15,0.0
6576,274,664,60,95.43,23,100.59,3,26.35,4,6,12,14,9,0.0
6577,274,66,36,98.45,11,98.77,11,70.64,7,14,6,4,1,0.0
6578,274,77,38,94.08,13,101.29,3,29.08,19,4,3,11,9,0.0
6579,274,89,33,84.78,25,96.44,9,77.72,7,20,11,4,0,22.22
6580,274,897,18,85.45,15,95.38,14,57.49,11,7,15,2,4,0.0
6581,274,726,57,96.44,20,96.25,5,22.91,5,15,12,9,9,0.0
6582,274,849,77,103.86,20,93.53,5,53.43,7,12,7,12,11,0.0
6583,274,30,13,78.35,25,89.07,13,66.03,11,5,9,3,2,0.0
6584,274,809,14,98.76,14,99.61,13,40.38,8,5,16,2,0,0.0
6585,275,866,15,107.52,6,79.69,0,0.0,6,5,0,12,8,0.0
6586,275,406,20,106.35,15,91.96,0,0.0,14,5,1,12,2,0.0
6587,275,731,13,99.93,9,93.7,0,0.0,6,3,1,6,7,0.0
6588,275,380,55,98.53,20,103.88,3,37.12,4,16,5,15,11,0.0
6589,275,976,37,98.19,26,106.43,11,55.09,6,20,17,5,0,0.0
6590,275,590,58,101.86,26,95.35,3,22.87,20,5,3,20,14,33.33
6591,275,715,47,100.99,16,91.88,0,22.91,7,4,5,11,15,0.0
6592,275,342,64,99.65,14,95.38,1,21.02,20,6,2,15,18,0.0
6593,275,258,67,88.39,16,106.87,3,21.88,11,11,7,15,7,0.0
6594,275,18,26,93.46,25,108.33,7,55.75,4,16,15,5,0,14.29
6595,275,943,23,85.68,15,100.19,8,72.61,9,11,15,2,5,0.0
6596,275,996,96,92.07,20,95.26,5,39.46,5,5,8,13,14,0.0
6597,275,38,99,90.58,20,100.6,4,20.56,11,14,8,15,11,0.0
6598,275,206,69,95.79,22,103.15,1,20.4,9,11,8,9,14,0.0
6599,275,100,78,84.61,26,88.72,3,37.51,7,7,4,19,9,0.0
6600,275,831,110,92.03,22,95.66,5,46.08,5,9,7,15,13,0.0
6601,275,664,102,94.3,29,104.27,3,26.12,4,12,9,13,14,0.0
6602,275,66,31,90.57,18,91.36,15,74.59,6,6,5,1,2,0.0
6603,275,77,46,82.74,16,93.15,3,10.96,11,7,1,17,14,0.0
6604,275,89,37,97.2,27,98.41,14,50.07,3,17,16,5,3,0.0
6605,275,897,23,93.25,26,94.76,9,59.18,8,17,19,3,2,0.0
6606,275,726,66,94.03,19,106.15,3,40.73,6,15,9,9,6,0.0
6607,275,849,92,96.1,18,97.65,4,25.58,7,8,9,16,6,0.0
6608,275,30,33,78.88,17,108.32,9,50.48,4,12,12,4,4,0.0
6609,275,809,20,86.02,16,105.83,5,57.75,6,9,11,5,1,0.0
6610,276,866,13,104.29,8,94.14,0,0.0,12,5,2,9,4,0.0
6611,276,406,33,108.2,9,95.11,0,0.0,16,3,0,6,6,0.0
6612,276,731,26,105.9,14,89.27,0,0.0,6,1,1,6,3,0.0
6613,276,380,107,99.88,26,101.98,5,47.47,4,14,5,11,7,0.0
6614,276,976,29,79.46,27,90.49,9,59.29,6,13,15,2,2,22.22
6615,276,590,49,94.51,20,85.68,3,29.26,5,2,4,16,8,0.0
6616,276,715,57,83.33,12,84.1,0,34.42,18,9,1,11,13,0.0
6617,276,342,40,94.49,12,91.64,0,18.62,9,6,4,17,15,0.0
6618,276,258,73,95.28,29,102.85,5,56.4,4,6,8,8,7,0.0
6619,276,18,22,88.31,24,103.55,7,62.17,7,20,16,3,4,0.0
6620,276,943,24,85.4,22,108.75,12,47.42,11,17,20,1,4,0.0
6621,276,996,90,106.34,31,100.42,2,47.33,3,5,9,8,9,0.0
6622,276,38,71,95.43,33,104.5,1,26.9,8,11,6,13,6,0.0
6623,276,206,86,96.82,24,108.91,1,24.96,8,12,13,8,8,0.0
6624,276,100,47,90.43,16,84.6,1,10.0,12,6,6,16,9,0.0
6625,276,831,66,105.65,28,105.92,2,30.7,11,13,6,13,5,0.0
6626,276,664,110,90.9,31,106.06,2,28.66,8,12,11,16,6,0.0
6627,276,66,31,92.79,18,102.22,15,45.6,4,9,22,2,5,0.0
6628,276,77,71,91.47,23,87.17,3,35.03,7,5,6,20,13,0.0
6629,276,89,14,96.78,27,94.68,12,54.28,3,9,13,3,2,0.0
6630,276,897,24,84.83,15,96.08,9,65.49,11,9,18,1,4,0.0
6631,276,726,97,102.14,26,94.28,4,24.25,5,15,11,11,6,0.0
6632,276,849,102,104.06,20,95.65,2,59.53,11,12,11,16,7,0.0
6633,276,30,22,85.1,19,90.3,7,42.34,5,18,17,5,5,0.0
6634,276,809,26,87.78,18,92.82,11,48.25,4,5,12,5,4,0.0
6635,277,866,18,98.44,15,89.63,0,0.0,14,5,2,10,5,0.0
6636,277,406,24,95.9,15,83.95,0,0.0,12,1,0,6,7,0.0
6637,277,731,25,87.01,6,75.83,0,0.0,7,3,0,13,6,0.0
