ID_Match_Unique,ID_Match,ID_Joueur,Saison,Date_Match,Catégorie,Compétition,Titulaire,Temps_Jeu,Carton_Jaune,Carton_Rouge,Fautes_Commisses,Buts,Score,Résultat
2375,97,621,2022-2023,2022-11-13,Elite,Ligue,False,19,1,0,2,0,0-5,Défaite
2376,97,115,2022-2023,2022-11-13,Elite,Ligue,True,90,1,0,4,0,0-5,Défaite
2377,97,98,2022-2023,2022-11-13,Elite,Ligue,True,90,0,0,1,0,0-5,Défaite
2378,97,527,2022-2023,2022-11-13,Elite,Ligue,False,32,0,0,1,0,0-5,Défaite
2379,97,646,2022-2023,2022-11-13,Elite,Ligue,True,90,1,0,5,0,0-5,Défaite
2380,97,793,2022-2023,2022-11-13,Elite,Ligue,False,90,1,0,2,0,0-5,Défaite
2381,97,229,2022-2023,2022-11-13,Elite,Ligue,False,33,0,0,0,0,0-5,Défaite
2382,97,269,2022-2023,2022-11-13,Elite,Ligue,False,15,0,0,0,0,0-5,Défaite
2383,97,359,2022-2023,2022-11-13,Elite,Ligue,True,90,0,0,0,0,0-5,Défaite
2384,97,461,2022-2023,2022-11-13,Elite,Ligue,True,74,1,0,4,0,0-5,Défaite
2385,98,237,2022-2023,2022-11-20,Elite,Ligue,False,43,0,0,0,0,5-1,Victoire
2386,98,573,2022-2023,2022-11-20,Elite,Ligue,True,90,0,0,0,0,5-1,Victoire
2387,98,886,2022-2023,2022-11-20,Elite,Ligue,False,90,0,0,1,0,5-1,Victoire
2388,98,491,2022-2023,2022-11-20,Elite,Ligue,False,58,0,0,1,1,5-1,Victoire
2389,98,428,2022-2023,2022-11-20,Elite,Ligue,True,66,0,0,0,0,5-1,Victoire
2390,98,774,2022-2023,2022-11-20,Elite,Ligue,True,47,1,0,2,1,5-1,Victoire
2391,98,311,2022-2023,2022-11-20,Elite,Ligue,False,33,0,0,1,0,5-1,Victoire
2392,98,968,2022-2023,2022-11-20,Elite,Ligue,True,90,1,0,3,0,5-1,Victoire
2393,98,204,2022-2023,2022-11-20,Elite,Ligue,True,90,0,0,1,1,5-1,Victoire
2394,98,42,2022-2023,2022-11-20,Elite,Ligue,True,57,0,0,0,0,5-1,Victoire
2395,98,297,2022-2023,2022-11-20,Elite,Ligue,True,90,1,0,4,0,5-1,Victoire
2396,98,669,2022-2023,2022-11-20,Elite,Ligue,False,90,1,0,2,1,5-1,Victoire
2397,98,578,2022-2023,2022-11-20,Elite,Ligue,True,90,1,0,2,0,5-1,Victoire
2398,98,810,2022-2023,2022-11-20,Elite,Ligue,False,45,1,0,5,0,5-1,Victoire
2399,98,162,2022-2023,2022-11-20,Elite,Ligue,True,90,1,1,2,0,5-1,Victoire
2400,98,621,2022-2023,2022-11-20,Elite,Ligue,False,19,0,1,1,0,5-1,Victoire
2401,98,115,2022-2023,2022-11-20,Elite,Ligue,False,15,1,0,5,0,5-1,Victoire
2402,98,98,2022-2023,2022-11-20,Elite,Ligue,False,90,0,0,0,0,5-1,Victoire
2403,98,527,2022-2023,2022-11-20,Elite,Ligue,True,75,0,0,0,0,5-1,Victoire
2404,98,646,2022-2023,2022-11-20,Elite,Ligue,False,33,1,0,5,0,5-1,Victoire
2405,98,793,2022-2023,2022-11-20,Elite,Ligue,True,57,0,0,0,1,5-1,Victoire
2406,98,229,2022-2023,2022-11-20,Elite,Ligue,False,24,0,0,0,0,5-1,Victoire
2407,98,269,2022-2023,2022-11-20,Elite,Ligue,False,15,0,0,0,0,5-1,Victoire
2408,98,359,2022-2023,2022-11-20,Elite,Ligue,False,90,0,0,0,0,5-1,Victoire
2409,98,461,2022-2023,2022-11-20,Elite,Ligue,False,74,1,0,5,0,5-1,Victoire
2410,99,237,2022-2023,2022-11-26,Elite,Ligue,False,16,0,0,0,0,2-3,Défaite
2411,99,573,2022-2023,2022-11-26,Elite,Ligue,False,90,0,0,0,0,2-3,Défaite
2412,99,886,2022-2023,2022-11-26,Elite,Ligue,True,90,1,0,2,0,2-3,Défaite
2413,99,491,2022-2023,2022-11-26,Elite,Ligue,False,43,1,1,2,0,2-3,Défaite
2414,99,428,2022-2023,2022-11-26,Elite,Ligue,False,66,0,0,0,2,2-3,Défaite
2415,99,774,2022-2023,2022-11-26,Elite,Ligue,False,47,0,0,0,0,2-3,Défaite
2416,99,311,2022-2023,2022-11-26,Elite,Ligue,False,33,0,0,0,0,2-3,Défaite
2417,99,968,2022-2023,2022-11-26,Elite,Ligue,False,17,1,0,5,0,2-3,Défaite
2418,99,204,2022-2023,2022-11-26,Elite,Ligue,True,47,1,0,2,0,2-3,Défaite
2419,99,42,2022-2023,2022-11-26,Elite,Ligue,True,90,1,0,2,0,2-3,Défaite
2420,99,297,2022-2023,2022-11-26,Elite,Ligue,True,90,1,0,5,0,2-3,Défaite
2421,99,669,2022-2023,2022-11-26,Elite,Ligue,True,61,1,0,2,0,2-3,Défaite
2422,99,578,2022-2023,2022-11-26,Elite,Ligue,True,90,1,0,5,0,2-3,Défaite
2423,99,810,2022-2023,2022-11-26,Elite,Ligue,False,29,1,0,3,0,2-3,Défaite
2424,99,162,2022-2023,2022-11-26,Elite,Ligue,False,90,0,0,1,0,2-3,Défaite
2425,99,621,2022-2023,2022-11-26,Elite,Ligue,True,74,0,0,0,0,2-3,Défaite
2426,99,115,2022-2023,2022-11-26,Elite,Ligue,False,15,0,0,1,0,2-3,Défaite
2427,99,98,2022-2023,2022-11-26,Elite,Ligue,False,90,1,0,4,0,2-3,Défaite
2428,99,527,2022-2023,2022-11-26,Elite,Ligue,False,75,0,0,0,0,2-3,Défaite
2429,99,646,2022-2023,2022-11-26,Elite,Ligue,False,33,0,0,1,0,2-3,Défaite
2430,99,793,2022-2023,2022-11-26,Elite,Ligue,True,68,0,0,0,0,2-3,Défaite
2431,99,229,2022-2023,2022-11-26,Elite,Ligue,True,90,0,0,0,0,2-3,Défaite
2432,99,269,2022-2023,2022-11-26,Elite,Ligue,True,73,1,0,2,0,2-3,Défaite
2433,99,359,2022-2023,2022-11-26,Elite,Ligue,False,22,0,0,0,0,2-3,Défaite
2434,99,461,2022-2023,2022-11-26,Elite,Ligue,True,74,1,1,3,0,2-3,Défaite
2435,100,237,2022-2023,2022-12-04,Elite,Ligue,True,90,0,0,0,0,0-1,Défaite
2436,100,573,2022-2023,2022-12-04,Elite,Ligue,False,90,0,0,0,0,0-1,Défaite
2437,100,886,2022-2023,2022-12-04,Elite,Ligue,False,90,0,0,0,0,0-1,Défaite
2438,100,491,2022-2023,2022-12-04,Elite,Ligue,False,31,1,0,2,0,0-1,Défaite
2439,100,428,2022-2023,2022-12-04,Elite,Ligue,False,40,0,0,0,0,0-1,Défaite
2440,100,774,2022-2023,2022-12-04,Elite,Ligue,False,47,0,0,0,0,0-1,Défaite
2441,100,311,2022-2023,2022-12-04,Elite,Ligue,False,33,1,0,2,0,0-1,Défaite
2442,100,968,2022-2023,2022-12-04,Elite,Ligue,True,90,1,0,3,0,0-1,Défaite
2443,100,204,2022-2023,2022-12-04,Elite,Ligue,True,50,0,0,0,0,0-1,Défaite
2444,100,42,2022-2023,2022-12-04,Elite,Ligue,True,59,1,1,5,0,0-1,Défaite
2445,100,297,2022-2023,2022-12-04,Elite,Ligue,False,90,1,0,5,0,0-1,Défaite
2446,100,669,2022-2023,2022-12-04,Elite,Ligue,False,61,1,0,5,0,0-1,Défaite
2447,100,578,2022-2023,2022-12-04,Elite,Ligue,False,17,0,0,0,0,0-1,Défaite
2448,100,810,2022-2023,2022-12-04,Elite,Ligue,True,56,0,1,1,0,0-1,Défaite
2449,100,162,2022-2023,2022-12-04,Elite,Ligue,False,90,1,0,5,0,0-1,Défaite
2450,100,621,2022-2023,2022-12-04,Elite,Ligue,True,90,1,0,2,0,0-1,Défaite
2451,100,115,2022-2023,2022-12-04,Elite,Ligue,False,29,1,0,2,0,0-1,Défaite
2452,100,98,2022-2023,2022-12-04,Elite,Ligue,True,90,1,0,4,0,0-1,Défaite
2453,100,527,2022-2023,2022-12-04,Elite,Ligue,False,34,0,0,0,0,0-1,Défaite
2454,100,646,2022-2023,2022-12-04,Elite,Ligue,True,61,1,0,4,0,0-1,Défaite
2455,100,793,2022-2023,2022-12-04,Elite,Ligue,False,68,0,0,0,0,0-1,Défaite
2456,100,229,2022-2023,2022-12-04,Elite,Ligue,False,90,0,0,0,0,0-1,Défaite
2457,100,269,2022-2023,2022-12-04,Elite,Ligue,True,73,1,0,2,0,0-1,Défaite
2458,100,359,2022-2023,2022-12-04,Elite,Ligue,True,90,0,0,0,0,0-1,Défaite
2459,100,461,2022-2023,2022-12-04,Elite,Ligue,True,90,1,0,2,0,0-1,Défaite
2460,101,237,2022-2023,2022-12-11,Elite,Ligue,False,90,0,0,0,0,3-4,Défaite
2461,101,573,2022-2023,2022-12-11,Elite,Ligue,False,90,1,0,2,0,3-4,Défaite
2462,101,886,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,0,3-4,Défaite
2463,101,491,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,0,3-4,Défaite
2464,101,428,2022-2023,2022-12-11,Elite,Ligue,False,19,0,0,0,2,3-4,Défaite
2465,101,774,2022-2023,2022-12-11,Elite,Ligue,False,47,0,0,0,0,3-4,Défaite
2466,101,311,2022-2023,2022-12-11,Elite,Ligue,False,33,1,0,2,1,3-4,Défaite
2467,101,968,2022-2023,2022-12-11,Elite,Ligue,True,55,1,0,5,0,3-4,Défaite
2468,101,204,2022-2023,2022-12-11,Elite,Ligue,False,50,0,0,1,0,3-4,Défaite
2469,101,42,2022-2023,2022-12-11,Elite,Ligue,False,59,1,0,2,0,3-4,Défaite
2470,101,297,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,1,0,3-4,Défaite
2471,101,669,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,1,0,3-4,Défaite
2472,101,578,2022-2023,2022-12-11,Elite,Ligue,True,69,0,0,0,0,3-4,Défaite
2473,101,810,2022-2023,2022-12-11,Elite,Ligue,True,61,1,0,4,0,3-4,Défaite
2474,101,162,2022-2023,2022-12-11,Elite,Ligue,False,29,0,0,1,0,3-4,Défaite
2475,101,621,2022-2023,2022-12-11,Elite,Ligue,False,35,1,0,3,0,3-4,Défaite
2476,101,115,2022-2023,2022-12-11,Elite,Ligue,False,25,1,0,3,0,3-4,Défaite
2477,101,98,2022-2023,2022-12-11,Elite,Ligue,False,21,1,0,3,0,3-4,Défaite
2478,101,527,2022-2023,2022-12-11,Elite,Ligue,False,34,1,0,2,0,3-4,Défaite
2479,101,646,2022-2023,2022-12-11,Elite,Ligue,True,90,1,0,3,0,3-4,Défaite
2480,101,793,2022-2023,2022-12-11,Elite,Ligue,False,68,1,0,2,0,3-4,Défaite
2481,101,229,2022-2023,2022-12-11,Elite,Ligue,True,65,0,0,1,0,3-4,Défaite
2482,101,269,2022-2023,2022-12-11,Elite,Ligue,False,73,0,0,0,0,3-4,Défaite
2483,101,359,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,0,3-4,Défaite
2484,101,461,2022-2023,2022-12-11,Elite,Ligue,True,71,0,0,1,0,3-4,Défaite
2485,102,237,2022-2023,2022-12-11,Elite,Ligue,False,90,1,0,2,0,5-0,Victoire
2486,102,573,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,0,5-0,Victoire
2487,102,886,2022-2023,2022-12-11,Elite,Ligue,False,90,0,0,0,0,5-0,Victoire
2488,102,491,2022-2023,2022-12-11,Elite,Ligue,False,90,1,0,3,0,5-0,Victoire
2489,102,428,2022-2023,2022-12-11,Elite,Ligue,False,34,0,0,0,0,5-0,Victoire
2490,102,774,2022-2023,2022-12-11,Elite,Ligue,True,53,1,0,2,0,5-0,Victoire
2491,102,311,2022-2023,2022-12-11,Elite,Ligue,True,45,0,0,0,0,5-0,Victoire
2492,102,968,2022-2023,2022-12-11,Elite,Ligue,True,66,0,0,1,0,5-0,Victoire
2493,102,204,2022-2023,2022-12-11,Elite,Ligue,True,56,1,0,3,0,5-0,Victoire
2494,102,42,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,0,5-0,Victoire
2495,102,297,2022-2023,2022-12-11,Elite,Ligue,True,90,1,0,5,0,5-0,Victoire
2496,102,669,2022-2023,2022-12-11,Elite,Ligue,False,45,1,0,3,0,5-0,Victoire
2497,102,578,2022-2023,2022-12-11,Elite,Ligue,False,69,1,0,3,0,5-0,Victoire
2498,102,810,2022-2023,2022-12-11,Elite,Ligue,False,61,1,0,2,1,5-0,Victoire
2499,102,162,2022-2023,2022-12-11,Elite,Ligue,False,29,1,1,5,0,5-0,Victoire
2500,102,621,2022-2023,2022-12-11,Elite,Ligue,False,45,0,0,0,0,5-0,Victoire
2501,102,115,2022-2023,2022-12-11,Elite,Ligue,False,25,1,0,5,0,5-0,Victoire
2502,102,98,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,1,0,5-0,Victoire
2503,102,527,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,0,5-0,Victoire
2504,102,646,2022-2023,2022-12-11,Elite,Ligue,False,24,1,0,2,1,5-0,Victoire
2505,102,793,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,2,5-0,Victoire
2506,102,229,2022-2023,2022-12-11,Elite,Ligue,False,65,0,0,0,1,5-0,Victoire
2507,102,269,2022-2023,2022-12-11,Elite,Ligue,True,45,0,0,0,0,5-0,Victoire
2508,102,359,2022-2023,2022-12-11,Elite,Ligue,False,37,0,0,0,0,5-0,Victoire
2509,102,461,2022-2023,2022-12-11,Elite,Ligue,False,71,1,0,5,0,5-0,Victoire
2510,103,237,2022-2023,2022-12-11,Elite,Ligue,False,37,0,0,0,0,3-3,Nul
2511,103,573,2022-2023,2022-12-11,Elite,Ligue,False,90,1,0,2,0,3-3,Nul
2512,103,886,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,0,3-3,Nul
2513,103,491,2022-2023,2022-12-11,Elite,Ligue,False,90,1,0,5,1,3-3,Nul
2514,103,428,2022-2023,2022-12-11,Elite,Ligue,False,40,0,0,0,0,3-3,Nul
2515,103,774,2022-2023,2022-12-11,Elite,Ligue,False,24,0,0,0,0,3-3,Nul
2516,103,311,2022-2023,2022-12-11,Elite,Ligue,True,90,0,0,0,1,3-3,Nul
2517,103,968,2022-2023,2022-12-11,Elite,Ligue,False,66,0,0,0,0,3-3,Nul
2518,103,204,2022-2023,2022-12-11,Elite,Ligue,True,51,0,0,1,0,3-3,Nul
2519,103,42,2022-2023,2022-12-11,Elite,Ligue,True,90,1,0,2,0,3-3,Nul
2520,103,297,2022-2023,2022-12-11,Elite,Ligue,False,90,1,0,2,0,3-3,Nul
2521,103,669,2022-2023,2022-12-11,Elite,Ligue,True,90,1,1,5,0,3-3,Nul
2522,103,578,2022-2023,2022-12-11,Elite,Ligue,False,29,1,0,2,1,3-3,Nul
2523,103,810,2022-2023,2022-12-11,Elite,Ligue,False,61,1,0,5,0,3-3,Nul
2524,103,162,2022-2023,2022-12-11,Elite,Ligue,False,29,1,0,2,0,3-3,Nul
2525,103,621,2022-2023,2022-12-11,Elite,Ligue,True,90,1,0,5,0,3-3,Nul
2526,103,115,2022-2023,2022-12-11,Elite,Ligue,True,50,1,0,3,0,3-3,Nul
2527,103,98,2022-2023,2022-12-11,Elite,Ligue,True,66,0,0,0,0,3-3,Nul
2528,103,527,2022-2023,2022-12-11,Elite,Ligue,True,53,0,0,1,0,3-3,Nul
2529,103,646,2022-2023,2022-12-11,Elite,Ligue,False,24,1,0,3,0,3-3,Nul
2530,103,793,2022-2023,2022-12-11,Elite,Ligue,False,39,0,0,0,0,3-3,Nul
2531,103,229,2022-2023,2022-12-11,Elite,Ligue,False,65,0,0,1,0,3-3,Nul
2532,103,269,2022-2023,2022-12-11,Elite,Ligue,True,61,0,0,1,0,3-3,Nul
2533,103,359,2022-2023,2022-12-11,Elite,Ligue,False,37,0,0,0,0,3-3,Nul
2534,103,461,2022-2023,2022-12-11,Elite,Ligue,True,90,0,1,0,0,3-3,Nul
2535,104,237,2022-2023,2022-12-31,Elite,Ligue,False,37,0,0,0,0,4-4,Nul
2536,104,573,2022-2023,2022-12-31,Elite,Ligue,False,21,0,0,0,0,4-4,Nul
2537,104,886,2022-2023,2022-12-31,Elite,Ligue,True,90,0,0,0,0,4-4,Nul
2538,104,491,2022-2023,2022-12-31,Elite,Ligue,True,70,1,0,4,0,4-4,Nul
2539,104,428,2022-2023,2022-12-31,Elite,Ligue,False,20,0,0,0,2,4-4,Nul
2540,104,774,2022-2023,2022-12-31,Elite,Ligue,False,24,0,0,1,0,4-4,Nul
2541,104,311,2022-2023,2022-12-31,Elite,Ligue,True,90,0,0,0,1,4-4,Nul
2542,104,968,2022-2023,2022-12-31,Elite,Ligue,True,90,1,0,4,0,4-4,Nul
2543,104,204,2022-2023,2022-12-31,Elite,Ligue,False,51,1,0,5,0,4-4,Nul
2544,104,42,2022-2023,2022-12-31,Elite,Ligue,False,90,1,0,2,0,4-4,Nul
2545,104,297,2022-2023,2022-12-31,Elite,Ligue,True,90,0,0,0,0,4-4,Nul
2546,104,669,2022-2023,2022-12-31,Elite,Ligue,False,39,0,0,1,0,4-4,Nul
2547,104,578,2022-2023,2022-12-31,Elite,Ligue,True,51,1,0,2,0,4-4,Nul
2548,104,810,2022-2023,2022-12-31,Elite,Ligue,False,61,0,0,1,0,4-4,Nul
2549,104,162,2022-2023,2022-12-31,Elite,Ligue,True,51,1,0,3,1,4-4,Nul
2550,104,621,2022-2023,2022-12-31,Elite,Ligue,False,15,1,0,5,0,4-4,Nul
2551,104,115,2022-2023,2022-12-31,Elite,Ligue,True,90,0,0,1,0,4-4,Nul
2552,104,98,2022-2023,2022-12-31,Elite,Ligue,False,66,1,0,2,0,4-4,Nul
2553,104,527,2022-2023,2022-12-31,Elite,Ligue,True,69,0,0,0,0,4-4,Nul
2554,104,646,2022-2023,2022-12-31,Elite,Ligue,False,39,0,1,1,0,4-4,Nul
2555,104,793,2022-2023,2022-12-31,Elite,Ligue,True,90,0,0,0,0,4-4,Nul
2556,104,229,2022-2023,2022-12-31,Elite,Ligue,True,75,1,0,2,0,4-4,Nul
2557,104,269,2022-2023,2022-12-31,Elite,Ligue,False,61,0,0,0,0,4-4,Nul
2558,104,359,2022-2023,2022-12-31,Elite,Ligue,False,37,0,0,0,0,4-4,Nul
2559,104,461,2022-2023,2022-12-31,Elite,Ligue,False,90,1,0,4,0,4-4,Nul
2560,105,237,2022-2023,2023-02-05,Elite,Ligue,False,22,0,0,1,0,4-1,Victoire
2561,105,573,2022-2023,2023-02-05,Elite,Ligue,False,21,0,0,0,0,4-1,Victoire
2562,105,886,2022-2023,2023-02-05,Elite,Ligue,True,90,0,0,1,0,4-1,Victoire
2563,105,491,2022-2023,2023-02-05,Elite,Ligue,True,90,1,0,5,1,4-1,Victoire
2564,105,428,2022-2023,2023-02-05,Elite,Ligue,False,20,0,0,0,0,4-1,Victoire
2565,105,774,2022-2023,2023-02-05,Elite,Ligue,True,74,0,0,0,2,4-1,Victoire
2566,105,311,2022-2023,2023-02-05,Elite,Ligue,False,90,0,0,0,1,4-1,Victoire
2567,105,968,2022-2023,2023-02-05,Elite,Ligue,False,90,1,0,2,0,4-1,Victoire
2568,105,204,2022-2023,2023-02-05,Elite,Ligue,True,58,1,0,3,0,4-1,Victoire
2569,105,42,2022-2023,2023-02-05,Elite,Ligue,True,74,0,0,1,0,4-1,Victoire
2570,105,297,2022-2023,2023-02-05,Elite,Ligue,True,90,1,0,2,0,4-1,Victoire
2571,105,669,2022-2023,2023-02-05,Elite,Ligue,False,34,1,0,2,0,4-1,Victoire
2572,105,578,2022-2023,2023-02-05,Elite,Ligue,False,16,0,0,1,0,4-1,Victoire
2573,105,810,2022-2023,2023-02-05,Elite,Ligue,False,61,0,0,0,0,4-1,Victoire
2574,105,162,2022-2023,2023-02-05,Elite,Ligue,False,51,1,0,5,0,4-1,Victoire
2575,105,621,2022-2023,2023-02-05,Elite,Ligue,False,15,0,0,0,0,4-1,Victoire
2576,105,115,2022-2023,2023-02-05,Elite,Ligue,True,90,1,0,2,0,4-1,Victoire
2577,105,98,2022-2023,2023-02-05,Elite,Ligue,False,32,1,0,2,0,4-1,Victoire
2578,105,527,2022-2023,2023-02-05,Elite,Ligue,True,68,0,0,0,0,4-1,Victoire
2579,105,646,2022-2023,2023-02-05,Elite,Ligue,False,39,0,0,1,0,4-1,Victoire
2580,105,793,2022-2023,2023-02-05,Elite,Ligue,True,56,0,0,0,0,4-1,Victoire
2581,105,229,2022-2023,2023-02-05,Elite,Ligue,False,75,0,0,0,0,4-1,Victoire
2582,105,269,2022-2023,2023-02-05,Elite,Ligue,True,90,0,0,0,0,4-1,Victoire
2583,105,359,2022-2023,2023-02-05,Elite,Ligue,False,16,0,0,0,0,4-1,Victoire
2584,105,461,2022-2023,2023-02-05,Elite,Ligue,True,90,0,0,0,0,4-1,Victoire
2585,106,237,2022-2023,2023-02-12,Elite,Ligue,True,90,0,0,0,0,5-2,Victoire
2586,106,573,2022-2023,2023-02-12,Elite,Ligue,False,21,0,0,0,0,5-2,Victoire
2587,106,886,2022-2023,2023-02-12,Elite,Ligue,False,90,0,0,0,0,5-2,Victoire
2588,106,491,2022-2023,2023-02-12,Elite,Ligue,False,90,1,0,4,1,5-2,Victoire
2589,106,428,2022-2023,2023-02-12,Elite,Ligue,False,20,0,0,0,1,5-2,Victoire
2590,106,774,2022-2023,2023-02-12,Elite,Ligue,True,47,0,0,0,2,5-2,Victoire
2591,106,311,2022-2023,2023-02-12,Elite,Ligue,False,17,0,0,0,0,5-2,Victoire
2592,106,968,2022-2023,2023-02-12,Elite,Ligue,True,90,1,0,5,0,5-2,Victoire
2593,106,204,2022-2023,2023-02-12,Elite,Ligue,True,90,1,0,5,1,5-2,Victoire
2594,106,42,2022-2023,2023-02-12,Elite,Ligue,False,74,0,1,0,0,5-2,Victoire
2595,106,297,2022-2023,2023-02-12,Elite,Ligue,False,39,1,0,3,0,5-2,Victoire
2596,106,669,2022-2023,2023-02-12,Elite,Ligue,False,17,1,0,2,0,5-2,Victoire
2597,106,578,2022-2023,2023-02-12,Elite,Ligue,True,90,1,0,2,0,5-2,Victoire
2598,106,810,2022-2023,2023-02-12,Elite,Ligue,True,73,1,0,2,0,5-2,Victoire
2599,106,162,2022-2023,2023-02-12,Elite,Ligue,True,53,0,0,1,0,5-2,Victoire
2600,106,621,2022-2023,2023-02-12,Elite,Ligue,True,90,1,0,4,0,5-2,Victoire
2601,106,115,2022-2023,2023-02-12,Elite,Ligue,False,90,1,0,4,0,5-2,Victoire
2602,106,98,2022-2023,2023-02-12,Elite,Ligue,False,32,0,0,1,0,5-2,Victoire
2603,106,527,2022-2023,2023-02-12,Elite,Ligue,True,51,0,0,0,0,5-2,Victoire
2604,106,646,2022-2023,2023-02-12,Elite,Ligue,False,39,1,0,2,0,5-2,Victoire
2605,106,793,2022-2023,2023-02-12,Elite,Ligue,False,43,0,0,0,0,5-2,Victoire
2606,106,229,2022-2023,2023-02-12,Elite,Ligue,False,37,0,0,0,0,5-2,Victoire
2607,106,269,2022-2023,2023-02-12,Elite,Ligue,True,90,0,0,0,0,5-2,Victoire
2608,106,359,2022-2023,2023-02-12,Elite,Ligue,False,16,0,0,0,0,5-2,Victoire
2609,106,461,2022-2023,2023-02-12,Elite,Ligue,True,73,1,0,4,0,5-2,Victoire
2610,107,237,2022-2023,2023-03-11,Elite,Ligue,True,90,0,0,1,0,0-4,Défaite
2611,107,573,2022-2023,2023-03-11,Elite,Ligue,False,33,0,0,0,0,0-4,Défaite
2612,107,886,2022-2023,2023-03-11,Elite,Ligue,False,17,0,0,0,0,0-4,Défaite
2613,107,491,2022-2023,2023-03-11,Elite,Ligue,False,90,1,0,3,0,0-4,Défaite
2614,107,428,2022-2023,2023-03-11,Elite,Ligue,False,20,0,0,0,0,0-4,Défaite
2615,107,774,2022-2023,2023-03-11,Elite,Ligue,True,90,0,0,0,0,0-4,Défaite
2616,107,311,2022-2023,2023-03-11,Elite,Ligue,False,17,0,0,0,0,0-4,Défaite
2617,107,968,2022-2023,2023-03-11,Elite,Ligue,False,90,1,0,4,0,0-4,Défaite
2618,107,204,2022-2023,2023-03-11,Elite,Ligue,False,90,0,0,0,0,0-4,Défaite
2619,107,42,2022-2023,2023-03-11,Elite,Ligue,False,33,1,0,4,0,0-4,Défaite
2620,107,297,2022-2023,2023-03-11,Elite,Ligue,True,90,1,0,3,0,0-4,Défaite
2621,107,669,2022-2023,2023-03-11,Elite,Ligue,True,90,0,0,0,0,0-4,Défaite
2622,107,578,2022-2023,2023-03-11,Elite,Ligue,True,90,0,0,0,0,0-4,Défaite
2623,107,810,2022-2023,2023-03-11,Elite,Ligue,False,73,1,0,3,0,0-4,Défaite
2624,107,162,2022-2023,2023-03-11,Elite,Ligue,False,53,0,0,1,0,0-4,Défaite
2625,107,621,2022-2023,2023-03-11,Elite,Ligue,False,90,1,0,5,0,0-4,Défaite
2626,107,115,2022-2023,2023-03-11,Elite,Ligue,True,57,1,0,2,0,0-4,Défaite
2627,107,98,2022-2023,2023-03-11,Elite,Ligue,False,32,1,0,5,0,0-4,Défaite
2628,107,527,2022-2023,2023-03-11,Elite,Ligue,True,69,0,0,1,0,0-4,Défaite
2629,107,646,2022-2023,2023-03-11,Elite,Ligue,False,19,1,0,3,0,0-4,Défaite
2630,107,793,2022-2023,2023-03-11,Elite,Ligue,True,73,0,0,0,0,0-4,Défaite
2631,107,229,2022-2023,2023-03-11,Elite,Ligue,True,71,0,0,0,0,0-4,Défaite
2632,107,269,2022-2023,2023-03-11,Elite,Ligue,True,57,0,0,0,0,0-4,Défaite
2633,107,359,2022-2023,2023-03-11,Elite,Ligue,False,21,0,0,0,0,0-4,Défaite
2634,107,461,2022-2023,2023-03-11,Elite,Ligue,True,90,1,1,2,0,0-4,Défaite
2635,108,237,2022-2023,2023-03-12,Elite,Ligue,True,90,0,0,1,0,2-2,Nul
2636,108,573,2022-2023,2023-03-12,Elite,Ligue,False,43,0,0,0,0,2-2,Nul
2637,108,886,2022-2023,2023-03-12,Elite,Ligue,False,41,0,0,0,0,2-2,Nul
2638,108,491,2022-2023,2023-03-12,Elite,Ligue,True,90,1,0,3,0,2-2,Nul
2639,108,428,2022-2023,2023-03-12,Elite,Ligue,False,20,0,0,0,0,2-2,Nul
2640,108,774,2022-2023,2023-03-12,Elite,Ligue,False,43,0,0,0,1,2-2,Nul
2641,108,311,2022-2023,2023-03-12,Elite,Ligue,False,17,0,0,0,0,2-2,Nul
2642,108,968,2022-2023,2023-03-12,Elite,Ligue,True,90,0,0,1,0,2-2,Nul
2643,108,204,2022-2023,2023-03-12,Elite,Ligue,False,90,1,0,2,0,2-2,Nul
2644,108,42,2022-2023,2023-03-12,Elite,Ligue,False,33,1,0,4,0,2-2,Nul
2645,108,297,2022-2023,2023-03-12,Elite,Ligue,True,90,1,0,5,0,2-2,Nul
2646,108,669,2022-2023,2023-03-12,Elite,Ligue,True,90,1,0,5,0,2-2,Nul
2647,108,578,2022-2023,2023-03-12,Elite,Ligue,True,90,0,0,1,1,2-2,Nul
2648,108,810,2022-2023,2023-03-12,Elite,Ligue,False,39,1,0,3,0,2-2,Nul
2649,108,162,2022-2023,2023-03-12,Elite,Ligue,False,53,0,0,1,0,2-2,Nul
2650,108,621,2022-2023,2023-03-12,Elite,Ligue,True,47,1,0,3,0,2-2,Nul
2651,108,115,2022-2023,2023-03-12,Elite,Ligue,False,57,0,1,1,0,2-2,Nul
2652,108,98,2022-2023,2023-03-12,Elite,Ligue,True,47,0,0,1,0,2-2,Nul
2653,108,527,2022-2023,2023-03-12,Elite,Ligue,True,67,0,0,0,0,2-2,Nul
