ID_Objectif,ID_Joueur,Saison,Objectif_Type,Valeur_Cible,Unite
516,258,2023-2024,Distance_Parcourue_Match,10.19,km
517,258,2023-2024,Précision_Passes,89.31,%
518,258,2023-2024,Tirs_Cadrés,42.51,%
519,18,2023-2024,Distance_Parcourue_Match,9.83,km
520,18,2023-2024,Vitesse_Max,32.4,km/h
521,18,2023-2024,Conversion_Tirs_Buts,33.07,%
522,943,2023-2024,Distance_Parcourue_Match,9.83,km
523,943,2023-2024,Vitesse_Max,32.4,km/h
524,943,2023-2024,Conversion_Tirs_Buts,33.07,%
525,996,2023-2024,Distance_Parcourue_Match,10.19,km
526,996,2023-2024,Précision_Passes,89.31,%
527,996,2023-2024,Tirs_Cadrés,42.51,%
528,38,2023-2024,Distance_Parcourue_Match,10.19,km
529,38,2023-2024,Précision_Passes,89.31,%
530,38,2023-2024,Tirs_Cadrés,42.51,%
531,206,2023-2024,Distance_Parcourue_Match,10.19,km
532,206,2023-2024,Précision_Passes,89.31,%
533,206,2023-2024,Tirs_Cadrés,42.51,%
534,573,2023-2024,Précision_Passes,71.42,%
535,573,2023-2024,Minutes_Totales,1527.0,minutes
536,100,2023-2024,Distance_Parcourue_Match,8.75,km
537,100,2023-2024,Précision_Passes,80.68,%
538,100,2023-2024,Tacles_Réussis,61.98,%
539,831,2023-2024,Distance_Parcourue_Match,10.19,km
540,831,2023-2024,Précision_Passes,89.31,%
541,831,2023-2024,Tirs_Cadrés,42.51,%
542,97,2023-2024,Précision_Passes,71.42,%
543,97,2023-2024,Minutes_Totales,1527.0,minutes
544,664,2023-2024,Distance_Parcourue_Match,10.19,km
545,664,2023-2024,Précision_Passes,89.31,%
546,664,2023-2024,Tirs_Cadrés,42.51,%
547,66,2023-2024,Distance_Parcourue_Match,9.83,km
548,66,2023-2024,Vitesse_Max,32.4,km/h
549,66,2023-2024,Conversion_Tirs_Buts,33.07,%
550,77,2023-2024,Distance_Parcourue_Match,8.75,km
551,77,2023-2024,Précision_Passes,80.68,%
552,77,2023-2024,Tacles_Réussis,61.98,%
553,658,2023-2024,Précision_Passes,71.42,%
554,658,2023-2024,Minutes_Totales,1527.0,minutes
555,89,2023-2024,Distance_Parcourue_Match,9.83,km
556,89,2023-2024,Vitesse_Max,32.4,km/h
557,89,2023-2024,Conversion_Tirs_Buts,33.07,%
558,897,2023-2024,Distance_Parcourue_Match,9.83,km
559,897,2023-2024,Vitesse_Max,32.4,km/h
560,897,2023-2024,Conversion_Tirs_Buts,33.07,%
561,726,2023-2024,Distance_Parcourue_Match,10.19,km
562,726,2023-2024,Précision_Passes,89.31,%
563,726,2023-2024,Tirs_Cadrés,42.51,%
564,849,2023-2024,Distance_Parcourue_Match,10.19,km
565,849,2023-2024,Précision_Passes,89.31,%
566,849,2023-2024,Tirs_Cadrés,42.51,%
567,30,2023-2024,Distance_Parcourue_Match,9.83,km
568,30,2023-2024,Vitesse_Max,32.4,km/h
569,30,2023-2024,Conversion_Tirs_Buts,33.07,%
570,809,2023-2024,Distance_Parcourue_Match,9.83,km
571,809,2023-2024,Vitesse_Max,32.4,km/h
572,809,2023-2024,Conversion_Tirs_Buts,33.07,%
573,489,2023-2024,Précision_Passes,71.42,%
574,489,2023-2024,Minutes_Totales,1527.0,minutes
575,886,2023-2024,Précision_Passes,71.42,%
576,886,2023-2024,Minutes_Totales,1527.0,minutes
577,491,2023-2024,Distance_Parcourue_Match,10.19,km
578,491,2023-2024,Précision_Passes,89.31,%
579,491,2023-2024,Tirs_Cadrés,42.51,%
580,697,2023-2024,Précision_Passes,71.42,%
581,697,2023-2024,Minutes_Totales,1527.0,minutes
582,567,2023-2024,Précision_Passes,71.42,%
583,567,2023-2024,Minutes_Totales,1527.0,minutes
584,786,2023-2024,Précision_Passes,71.42,%
585,786,2023-2024,Minutes_Totales,1527.0,minutes
586,428,2023-2024,Distance_Parcourue_Match,9.83,km
587,428,2023-2024,Vitesse_Max,32.4,km/h
588,428,2023-2024,Conversion_Tirs_Buts,33.07,%
589,188,2023-2024,Distance_Parcourue_Match,9.83,km
590,188,2023-2024,Vitesse_Max,32.4,km/h
591,188,2023-2024,Conversion_Tirs_Buts,33.07,%
592,286,2023-2024,Distance_Parcourue_Match,8.75,km
593,286,2023-2024,Précision_Passes,80.68,%
594,286,2023-2024,Tacles_Réussis,61.98,%
595,628,2023-2024,Distance_Parcourue_Match,10.19,km
596,628,2023-2024,Précision_Passes,89.31,%
597,628,2023-2024,Tirs_Cadrés,42.51,%
598,774,2023-2024,Distance_Parcourue_Match,9.83,km
599,774,2023-2024,Vitesse_Max,32.4,km/h
600,774,2023-2024,Conversion_Tirs_Buts,33.07,%
601,843,2023-2024,Précision_Passes,71.42,%
602,843,2023-2024,Minutes_Totales,1527.0,minutes
603,313,2023-2024,Distance_Parcourue_Match,8.75,km
604,313,2023-2024,Précision_Passes,80.68,%
605,313,2023-2024,Tacles_Réussis,61.98,%
606,213,2023-2024,Précision_Passes,71.42,%
607,213,2023-2024,Minutes_Totales,1527.0,minutes
608,311,2023-2024,Distance_Parcourue_Match,9.83,km
609,311,2023-2024,Vitesse_Max,32.4,km/h
610,311,2023-2024,Conversion_Tirs_Buts,33.07,%
611,968,2023-2024,Distance_Parcourue_Match,8.75,km
612,968,2023-2024,Précision_Passes,80.68,%
613,968,2023-2024,Tacles_Réussis,61.98,%
614,249,2023-2024,Distance_Parcourue_Match,8.75,km
615,249,2023-2024,Précision_Passes,80.68,%
616,249,2023-2024,Tacles_Réussis,61.98,%
617,588,2023-2024,Distance_Parcourue_Match,9.83,km
618,588,2023-2024,Vitesse_Max,32.4,km/h
619,588,2023-2024,Conversion_Tirs_Buts,33.07,%
620,168,2023-2024,Précision_Passes,71.42,%
621,168,2023-2024,Minutes_Totales,1527.0,minutes
622,610,2023-2024,Précision_Passes,71.42,%
623,610,2023-2024,Minutes_Totales,1527.0,minutes
624,145,2023-2024,Distance_Parcourue_Match,9.83,km
625,145,2023-2024,Vitesse_Max,32.4,km/h
626,145,2023-2024,Conversion_Tirs_Buts,33.07,%
627,204,2023-2024,Distance_Parcourue_Match,10.19,km
628,204,2023-2024,Précision_Passes,89.31,%
629,204,2023-2024,Tirs_Cadrés,42.51,%
630,654,2023-2024,Distance_Parcourue_Match,9.83,km
631,654,2023-2024,Vitesse_Max,32.4,km/h
632,654,2023-2024,Conversion_Tirs_Buts,33.07,%
633,893,2023-2024,Distance_Parcourue_Match,10.19,km
634,893,2023-2024,Précision_Passes,89.31,%
635,893,2023-2024,Tirs_Cadrés,42.51,%
636,236,2023-2024,Distance_Parcourue_Match,10.19,km
637,236,2023-2024,Précision_Passes,89.31,%
638,236,2023-2024,Tirs_Cadrés,42.51,%
639,917,2023-2024,Distance_Parcourue_Match,8.75,km
640,917,2023-2024,Précision_Passes,80.68,%
641,917,2023-2024,Tacles_Réussis,61.98,%
642,617,2023-2024,Précision_Passes,71.42,%
643,617,2023-2024,Minutes_Totales,1527.0,minutes
644,509,2023-2024,Distance_Parcourue_Match,10.19,km
645,509,2023-2024,Précision_Passes,89.31,%
646,509,2023-2024,Tirs_Cadrés,42.51,%
647,354,2023-2024,Distance_Parcourue_Match,9.83,km
648,354,2023-2024,Vitesse_Max,32.4,km/h
649,354,2023-2024,Conversion_Tirs_Buts,33.07,%
650,79,2023-2024,Distance_Parcourue_Match,8.75,km
651,79,2023-2024,Précision_Passes,80.68,%
652,79,2023-2024,Tacles_Réussis,61.98,%
653,582,2023-2024,Distance_Parcourue_Match,8.75,km
654,582,2023-2024,Précision_Passes,80.68,%
655,582,2023-2024,Tacles_Réussis,61.98,%
656,316,2023-2024,Distance_Parcourue_Match,10.19,km
657,316,2023-2024,Précision_Passes,89.31,%
658,316,2023-2024,Tirs_Cadrés,42.51,%
659,205,2023-2024,Distance_Parcourue_Match,10.19,km
660,205,2023-2024,Précision_Passes,89.31,%
661,205,2023-2024,Tirs_Cadrés,42.51,%
662,565,2023-2024,Distance_Parcourue_Match,9.83,km
663,565,2023-2024,Vitesse_Max,32.4,km/h
664,565,2023-2024,Conversion_Tirs_Buts,33.07,%
665,723,2023-2024,Distance_Parcourue_Match,8.75,km
666,723,2023-2024,Précision_Passes,80.68,%
667,723,2023-2024,Tacles_Réussis,61.98,%
668,301,2023-2024,Distance_Parcourue_Match,8.75,km
669,301,2023-2024,Précision_Passes,80.68,%
670,301,2023-2024,Tacles_Réussis,61.98,%
671,689,2023-2024,Distance_Parcourue_Match,8.75,km
672,689,2023-2024,Précision_Passes,80.68,%
673,689,2023-2024,Tacles_Réussis,61.98,%
674,767,2023-2024,Distance_Parcourue_Match,8.75,km
675,767,2023-2024,Précision_Passes,80.68,%
676,767,2023-2024,Tacles_Réussis,61.98,%
677,409,2023-2024,Distance_Parcourue_Match,9.83,km
678,409,2023-2024,Vitesse_Max,32.4,km/h
679,409,2023-2024,Conversion_Tirs_Buts,33.07,%
680,829,2023-2024,Précision_Passes,71.42,%
681,829,2023-2024,Minutes_Totales,1527.0,minutes
682,449,2023-2024,Distance_Parcourue_Match,9.83,km
683,449,2023-2024,Vitesse_Max,32.4,km/h
684,449,2023-2024,Conversion_Tirs_Buts,33.07,%
685,219,2023-2024,Distance_Parcourue_Match,8.75,km
686,219,2023-2024,Précision_Passes,80.68,%
687,219,2023-2024,Tacles_Réussis,61.98,%
688,260,2023-2024,Distance_Parcourue_Match,9.83,km
689,260,2023-2024,Vitesse_Max,32.4,km/h
690,260,2023-2024,Conversion_Tirs_Buts,33.07,%
691,982,2023-2024,Distance_Parcourue_Match,8.75,km
692,982,2023-2024,Précision_Passes,80.68,%
693,982,2023-2024,Tacles_Réussis,61.98,%
694,432,2023-2024,Distance_Parcourue_Match,8.75,km
695,432,2023-2024,Précision_Passes,80.68,%
696,432,2023-2024,Tacles_Réussis,61.98,%
697,42,2023-2024,Distance_Parcourue_Match,10.19,km
698,42,2023-2024,Précision_Passes,89.31,%
699,42,2023-2024,Tirs_Cadrés,42.51,%
700,587,2023-2024,Distance_Parcourue_Match,10.19,km
701,587,2023-2024,Précision_Passes,89.31,%
702,587,2023-2024,Tirs_Cadrés,42.51,%
703,297,2023-2024,Distance_Parcourue_Match,8.75,km
704,297,2023-2024,Précision_Passes,80.68,%
705,297,2023-2024,Tacles_Réussis,61.98,%
706,669,2023-2024,Distance_Parcourue_Match,10.19,km
707,669,2023-2024,Précision_Passes,89.31,%
708,669,2023-2024,Tirs_Cadrés,42.51,%
709,578,2023-2024,Distance_Parcourue_Match,10.19,km
710,578,2023-2024,Précision_Passes,89.31,%
711,578,2023-2024,Tirs_Cadrés,42.51,%
712,810,2023-2024,Distance_Parcourue_Match,10.19,km
713,810,2023-2024,Précision_Passes,89.31,%
714,810,2023-2024,Tirs_Cadrés,42.51,%
715,550,2023-2024,Distance_Parcourue_Match,8.75,km
716,550,2023-2024,Précision_Passes,80.68,%
717,550,2023-2024,Tacles_Réussis,61.98,%
718,275,2023-2024,Distance_Parcourue_Match,10.19,km
719,275,2023-2024,Précision_Passes,89.31,%
720,275,2023-2024,Tirs_Cadrés,42.51,%
721,104,2023-2024,Distance_Parcourue_Match,10.19,km
722,104,2023-2024,Précision_Passes,89.31,%
723,104,2023-2024,Tirs_Cadrés,42.51,%
724,472,2023-2024,Distance_Parcourue_Match,9.83,km
725,472,2023-2024,Vitesse_Max,32.4,km/h
726,472,2023-2024,Conversion_Tirs_Buts,33.07,%
727,862,2023-2024,Distance_Parcourue_Match,9.83,km
728,862,2023-2024,Vitesse_Max,32.4,km/h
729,862,2023-2024,Conversion_Tirs_Buts,33.07,%
730,668,2023-2024,Distance_Parcourue_Match,10.19,km
731,668,2023-2024,Précision_Passes,89.31,%
732,668,2023-2024,Tirs_Cadrés,42.51,%
733,162,2023-2024,Distance_Parcourue_Match,10.19,km
734,162,2023-2024,Précision_Passes,89.31,%
735,162,2023-2024,Tirs_Cadrés,42.51,%
736,621,2023-2024,Distance_Parcourue_Match,8.75,km
737,621,2023-2024,Précision_Passes,80.68,%
738,621,2023-2024,Tacles_Réussis,61.98,%
739,176,2023-2024,Distance_Parcourue_Match,8.75,km
740,176,2023-2024,Précision_Passes,80.68,%
741,176,2023-2024,Tacles_Réussis,61.98,%
742,115,2023-2024,Distance_Parcourue_Match,8.75,km
743,115,2023-2024,Précision_Passes,80.68,%
744,115,2023-2024,Tacles_Réussis,61.98,%
745,98,2023-2024,Distance_Parcourue_Match,10.19,km
746,98,2023-2024,Précision_Passes,89.31,%
747,98,2023-2024,Tirs_Cadrés,42.51,%
748,879,2023-2024,Distance_Parcourue_Match,9.83,km
749,879,2023-2024,Vitesse_Max,32.4,km/h
750,879,2023-2024,Conversion_Tirs_Buts,33.07,%
751,666,2023-2024,Distance_Parcourue_Match,8.75,km
752,666,2023-2024,Précision_Passes,80.68,%
753,666,2023-2024,Tacles_Réussis,61.98,%
754,445,2023-2024,Distance_Parcourue_Match,10.19,km
755,445,2023-2024,Précision_Passes,89.31,%
756,445,2023-2024,Tirs_Cadrés,42.51,%
757,164,2023-2024,Distance_Parcourue_Match,10.19,km
758,164,2023-2024,Précision_Passes,89.31,%
759,164,2023-2024,Tirs_Cadrés,42.51,%
760,242,2023-2024,Distance_Parcourue_Match,10.19,km
761,242,2023-2024,Précision_Passes,89.31,%
762,242,2023-2024,Tirs_Cadrés,42.51,%
763,527,2023-2024,Distance_Parcourue_Match,9.83,km
764,527,2023-2024,Vitesse_Max,32.4,km/h
765,527,2023-2024,Conversion_Tirs_Buts,33.07,%
766,906,2023-2024,Distance_Parcourue_Match,10.19,km
767,906,2023-2024,Précision_Passes,89.31,%
768,906,2023-2024,Tirs_Cadrés,42.51,%
769,469,2023-2024,Distance_Parcourue_Match,10.19,km
770,469,2023-2024,Précision_Passes,89.31,%
771,469,2023-2024,Tirs_Cadrés,42.51,%
772,646,2023-2024,Distance_Parcourue_Match,10.19,km
773,646,2023-2024,Précision_Passes,89.31,%
774,646,2023-2024,Tirs_Cadrés,42.51,%
775,261,2023-2024,Distance_Parcourue_Match,10.19,km
776,261,2023-2024,Précision_Passes,89.31,%
777,261,2023-2024,Tirs_Cadrés,42.51,%
778,47,2023-2024,Distance_Parcourue_Match,8.75,km
779,47,2023-2024,Précision_Passes,80.68,%
780,47,2023-2024,Tacles_Réussis,61.98,%
781,753,2023-2024,Distance_Parcourue_Match,8.75,km
782,753,2023-2024,Précision_Passes,80.68,%
783,753,2023-2024,Tacles_Réussis,61.98,%
784,793,2023-2024,Distance_Parcourue_Match,9.83,km
785,793,2023-2024,Vitesse_Max,32.4,km/h
786,793,2023-2024,Conversion_Tirs_Buts,33.07,%
787,826,2023-2024,Distance_Parcourue_Match,9.83,km
788,826,2023-2024,Vitesse_Max,32.4,km/h
789,826,2023-2024,Conversion_Tirs_Buts,33.07,%
790,229,2023-2024,Distance_Parcourue_Match,9.83,km
791,229,2023-2024,Vitesse_Max,32.4,km/h
792,229,2023-2024,Conversion_Tirs_Buts,33.07,%
793,811,2023-2024,Distance_Parcourue_Match,8.75,km
794,811,2023-2024,Précision_Passes,80.68,%
795,811,2023-2024,Tacles_Réussis,61.98,%
796,269,2023-2024,Distance_Parcourue_Match,9.83,km
797,269,2023-2024,Vitesse_Max,32.4,km/h
798,269,2023-2024,Conversion_Tirs_Buts,33.07,%
799,101,2023-2024,Distance_Parcourue_Match,10.19,km
800,101,2023-2024,Précision_Passes,89.31,%
801,101,2023-2024,Tirs_Cadrés,42.51,%
802,359,2023-2024,Distance_Parcourue_Match,9.83,km
803,359,2023-2024,Vitesse_Max,32.4,km/h
804,359,2023-2024,Conversion_Tirs_Buts,33.07,%
805,11,2023-2024,Distance_Parcourue_Match,8.75,km
806,11,2023-2024,Précision_Passes,80.68,%
807,11,2023-2024,Tacles_Réussis,61.98,%
808,461,2023-2024,Distance_Parcourue_Match,8.75,km
809,461,2023-2024,Précision_Passes,80.68,%
810,461,2023-2024,Tacles_Réussis,61.98,%
811,802,2023-2024,Distance_Parcourue_Match,10.19,km
812,802,2023-2024,Précision_Passes,89.31,%
813,802,2023-2024,Tirs_Cadrés,42.51,%
814,871,2023-2024,Distance_Parcourue_Match,8.75,km
815,871,2023-2024,Précision_Passes,80.68,%
816,871,2023-2024,Tacles_Réussis,61.98,%
817,561,2023-2024,Distance_Parcourue_Match,10.19,km
818,561,2023-2024,Précision_Passes,89.31,%
819,561,2023-2024,Tirs_Cadrés,42.51,%
820,931,2023-2024,Distance_Parcourue_Match,9.83,km
821,931,2023-2024,Vitesse_Max,32.4,km/h
822,931,2023-2024,Conversion_Tirs_Buts,33.07,%
823,376,2023-2024,Distance_Parcourue_Match,10.19,km
824,376,2023-2024,Précision_Passes,89.31,%
825,376,2023-2024,Tirs_Cadrés,42.51,%
826,529,2023-2024,Distance_Parcourue_Match,8.75,km
827,529,2023-2024,Précision_Passes,80.68,%
828,529,2023-2024,Tacles_Réussis,61.98,%
829,680,2023-2024,Distance_Parcourue_Match,8.75,km
830,680,2023-2024,Précision_Passes,80.68,%
831,680,2023-2024,Tacles_Réussis,61.98,%
832,833,2023-2024,Distance_Parcourue_Match,9.83,km
833,833,2023-2024,Vitesse_Max,32.4,km/h
834,833,2023-2024,Conversion_Tirs_Buts,33.07,%
835,657,2023-2024,Distance_Parcourue_Match,8.75,km
836,657,2023-2024,Précision_Passes,80.68,%
837,657,2023-2024,Tacles_Réussis,61.98,%
838,571,2023-2024,Distance_Parcourue_Match,8.75,km
839,571,2023-2024,Précision_Passes,80.68,%
840,571,2023-2024,Tacles_Réussis,61.98,%
841,832,2023-2024,Distance_Parcourue_Match,10.19,km
842,832,2023-2024,Précision_Passes,89.31,%
843,832,2023-2024,Tirs_Cadrés,42.51,%
844,215,2023-2024,Distance_Parcourue_Match,9.83,km
845,215,2023-2024,Vitesse_Max,32.4,km/h
846,215,2023-2024,Conversion_Tirs_Buts,33.07,%
847,757,2023-2024,Distance_Parcourue_Match,10.19,km
848,757,2023-2024,Précision_Passes,89.31,%
849,757,2023-2024,Tirs_Cadrés,42.51,%
850,884,2023-2024,Distance_Parcourue_Match,10.19,km
851,884,2023-2024,Précision_Passes,89.31,%
852,884,2023-2024,Tirs_Cadrés,42.51,%
853,93,2023-2024,Distance_Parcourue_Match,8.75,km
854,93,2023-2024,Précision_Passes,80.68,%
855,93,2023-2024,Tacles_Réussis,61.98,%
856,476,2023-2024,Distance_Parcourue_Match,9.83,km
857,476,2023-2024,Vitesse_Max,32.4,km/h
858,476,2023-2024,Conversion_Tirs_Buts,33.07,%
859,939,2023-2024,Distance_Parcourue_Match,10.19,km
860,939,2023-2024,Précision_Passes,89.31,%
861,939,2023-2024,Tirs_Cadrés,42.51,%
862,434,2023-2024,Distance_Parcourue_Match,10.19,km
863,434,2023-2024,Précision_Passes,89.31,%
864,434,2023-2024,Tirs_Cadrés,42.51,%
865,892,2023-2024,Distance_Parcourue_Match,8.75,km
866,892,2023-2024,Précision_Passes,80.68,%
867,892,2023-2024,Tacles_Réussis,61.98,%
868,348,2023-2024,Distance_Parcourue_Match,10.19,km
869,348,2023-2024,Précision_Passes,89.31,%
870,348,2023-2024,Tirs_Cadrés,42.51,%
871,87,2023-2024,Distance_Parcourue_Match,8.75,km
872,87,2023-2024,Précision_Passes,80.68,%
873,87,2023-2024,Tacles_Réussis,61.98,%
874,942,2023-2024,Distance_Parcourue_Match,9.83,km
875,942,2023-2024,Vitesse_Max,32.4,km/h
876,942,2023-2024,Conversion_Tirs_Buts,33.07,%
877,152,2023-2024,Distance_Parcourue_Match,10.19,km
878,152,2023-2024,Précision_Passes,89.31,%
879,152,2023-2024,Tirs_Cadrés,42.51,%
880,748,2023-2024,Distance_Parcourue_Match,9.83,km
881,748,2023-2024,Vitesse_Max,32.4,km/h
882,748,2023-2024,Conversion_Tirs_Buts,33.07,%
883,56,2023-2024,Distance_Parcourue_Match,10.19,km
884,56,2023-2024,Précision_Passes,89.31,%
885,56,2023-2024,Tirs_Cadrés,42.51,%
886,147,2023-2024,Distance_Parcourue_Match,8.75,km
887,147,2023-2024,Précision_Passes,80.68,%
888,147,2023-2024,Tacles_Réussis,61.98,%
889,270,2023-2024,Distance_Parcourue_Match,10.19,km
890,270,2023-2024,Précision_Passes,89.31,%
891,270,2023-2024,Tirs_Cadrés,42.51,%
892,914,2023-2024,Distance_Parcourue_Match,8.75,km
893,914,2023-2024,Précision_Passes,80.68,%
894,914,2023-2024,Tacles_Réussis,61.98,%
895,393,2023-2024,Distance_Parcourue_Match,10.19,km
896,393,2023-2024,Précision_Passes,89.31,%
897,393,2023-2024,Tirs_Cadrés,42.51,%
898,825,2023-2024,Distance_Parcourue_Match,9.83,km
899,825,2023-2024,Vitesse_Max,32.4,km/h
900,825,2023-2024,Conversion_Tirs_Buts,33.07,%
901,212,2023-2024,Distance_Parcourue_Match,10.19,km
902,212,2023-2024,Précision_Passes,89.31,%
903,212,2023-2024,Tirs_Cadrés,42.51,%
904,756,2023-2024,Distance_Parcourue_Match,9.83,km
905,756,2023-2024,Vitesse_Max,32.4,km/h
906,756,2023-2024,Conversion_Tirs_Buts,33.07,%
907,211,2023-2024,Distance_Parcourue_Match,10.19,km
908,211,2023-2024,Précision_Passes,89.31,%
909,211,2023-2024,Tirs_Cadrés,42.51,%
910,827,2023-2024,Distance_Parcourue_Match,10.19,km
911,827,2023-2024,Précision_Passes,89.31,%
912,827,2023-2024,Tirs_Cadrés,42.51,%
913,124,2023-2024,Distance_Parcourue_Match,8.75,km
914,124,2023-2024,Précision_Passes,80.68,%
915,124,2023-2024,Tacles_Réussis,61.98,%
916,468,2023-2024,Distance_Parcourue_Match,10.19,km
917,468,2023-2024,Précision_Passes,89.31,%
918,468,2023-2024,Tirs_Cadrés,42.51,%
919,341,2023-2024,Distance_Parcourue_Match,9.83,km
920,341,2023-2024,Vitesse_Max,32.4,km/h
921,341,2023-2024,Conversion_Tirs_Buts,33.07,%
922,974,2023-2024,Distance_Parcourue_Match,8.75,km
923,974,2023-2024,Précision_Passes,80.68,%
924,974,2023-2024,Tacles_Réussis,61.98,%
925,439,2023-2024,Distance_Parcourue_Match,10.19,km
926,439,2023-2024,Précision_Passes,89.31,%
927,439,2023-2024,Tirs_Cadrés,42.51,%
928,818,2023-2024,Distance_Parcourue_Match,10.19,km
929,818,2023-2024,Précision_Passes,89.31,%
930,818,2023-2024,Tirs_Cadrés,42.51,%
931,688,2023-2024,Distance_Parcourue_Match,8.75,km
932,688,2023-2024,Précision_Passes,80.68,%
933,688,2023-2024,Tacles_Réussis,61.98,%
934,807,2023-2024,Distance_Parcourue_Match,8.75,km
935,807,2023-2024,Précision_Passes,80.68,%
936,807,2023-2024,Tacles_Réussis,61.98,%
937,180,2023-2024,Distance_Parcourue_Match,8.75,km
938,180,2023-2024,Précision_Passes,80.68,%
939,180,2023-2024,Tacles_Réussis,61.98,%
940,607,2023-2024,Distance_Parcourue_Match,10.19,km
941,607,2023-2024,Précision_Passes,89.31,%
942,607,2023-2024,Tirs_Cadrés,42.51,%
943,895,2023-2024,Distance_Parcourue_Match,10.19,km
944,895,2023-2024,Précision_Passes,89.31,%
945,895,2023-2024,Tirs_Cadrés,42.51,%
946,678,2023-2024,Distance_Parcourue_Match,10.19,km
947,678,2023-2024,Précision_Passes,89.31,%
948,678,2023-2024,Tirs_Cadrés,42.51,%
949,107,2023-2024,Distance_Parcourue_Match,8.75,km
950,107,2023-2024,Précision_Passes,80.68,%
951,107,2023-2024,Tacles_Réussis,61.98,%
952,32,2023-2024,Distance_Parcourue_Match,10.19,km
953,32,2023-2024,Précision_Passes,89.31,%
954,32,2023-2024,Tirs_Cadrés,42.51,%
955,881,2023-2024,Distance_Parcourue_Match,8.75,km
956,881,2023-2024,Précision_Passes,80.68,%
957,881,2023-2024,Tacles_Réussis,61.98,%
958,600,2023-2024,Distance_Parcourue_Match,10.19,km
959,600,2023-2024,Précision_Passes,89.31,%
960,600,2023-2024,Tirs_Cadrés,42.51,%
961,836,2023-2024,Distance_Parcourue_Match,9.83,km
962,836,2023-2024,Vitesse_Max,32.4,km/h
963,836,2023-2024,Conversion_Tirs_Buts,33.07,%
964,88,2023-2024,Distance_Parcourue_Match,9.83,km
965,88,2023-2024,Vitesse_Max,32.4,km/h
966,88,2023-2024,Conversion_Tirs_Buts,33.07,%
967,285,2023-2024,Distance_Parcourue_Match,9.83,km
968,285,2023-2024,Vitesse_Max,32.4,km/h
969,285,2023-2024,Conversion_Tirs_Buts,33.07,%
970,718,2023-2024,Distance_Parcourue_Match,9.83,km
971,718,2023-2024,Vitesse_Max,32.4,km/h
972,718,2023-2024,Conversion_Tirs_Buts,33.07,%
973,944,2024-2025,Précision_Passes,71.42,%
974,944,2024-2025,Minutes_Totales,1527.0,minutes
975,866,2024-2025,Précision_Passes,71.42,%
976,866,2024-2025,Minutes_Totales,1527.0,minutes
977,237,2024-2025,Précision_Passes,71.42,%
978,237,2024-2025,Minutes_Totales,1527.0,minutes
979,728,2024-2025,Précision_Passes,71.42,%
980,728,2024-2025,Minutes_Totales,1527.0,minutes
981,406,2024-2025,Précision_Passes,71.42,%
982,406,2024-2025,Minutes_Totales,1527.0,minutes
983,731,2024-2025,Précision_Passes,71.42,%
984,731,2024-2025,Minutes_Totales,1527.0,minutes
985,380,2024-2025,Distance_Parcourue_Match,10.19,km
986,380,2024-2025,Précision_Passes,89.31,%
987,380,2024-2025,Tirs_Cadrés,42.51,%
988,414,2024-2025,Précision_Passes,71.42,%
989,414,2024-2025,Minutes_Totales,1527.0,minutes
990,976,2024-2025,Distance_Parcourue_Match,9.83,km
991,976,2024-2025,Vitesse_Max,32.4,km/h
992,976,2024-2025,Conversion_Tirs_Buts,33.07,%
993,590,2024-2025,Distance_Parcourue_Match,8.75,km
994,590,2024-2025,Précision_Passes,80.68,%
995,590,2024-2025,Tacles_Réussis,61.98,%
996,715,2024-2025,Distance_Parcourue_Match,8.75,km
997,715,2024-2025,Précision_Passes,80.68,%
998,715,2024-2025,Tacles_Réussis,61.98,%
999,342,2024-2025,Distance_Parcourue_Match,8.75,km
1000,342,2024-2025,Précision_Passes,80.68,%
1001,342,2024-2025,Tacles_Réussis,61.98,%
1002,258,2024-2025,Distance_Parcourue_Match,10.19,km
1003,258,2024-2025,Précision_Passes,89.31,%
1004,258,2024-2025,Tirs_Cadrés,42.51,%
1005,18,2024-2025,Distance_Parcourue_Match,9.83,km
1006,18,2024-2025,Vitesse_Max,32.4,km/h
1007,18,2024-2025,Conversion_Tirs_Buts,33.07,%
1008,943,2024-2025,Distance_Parcourue_Match,9.83,km
1009,943,2024-2025,Vitesse_Max,32.4,km/h
1010,943,2024-2025,Conversion_Tirs_Buts,33.07,%
1011,996,2024-2025,Distance_Parcourue_Match,10.19,km
1012,996,2024-2025,Précision_Passes,89.31,%
1013,996,2024-2025,Tirs_Cadrés,42.51,%
1014,38,2024-2025,Distance_Parcourue_Match,10.19,km
1015,38,2024-2025,Précision_Passes,89.31,%
1016,38,2024-2025,Tirs_Cadrés,42.51,%
1017,206,2024-2025,Distance_Parcourue_Match,10.19,km
1018,206,2024-2025,Précision_Passes,89.31,%
1019,206,2024-2025,Tirs_Cadrés,42.51,%
1020,573,2024-2025,Précision_Passes,71.42,%
1021,573,2024-2025,Minutes_Totales,1527.0,minutes
1022,100,2024-2025,Distance_Parcourue_Match,8.75,km
1023,100,2024-2025,Précision_Passes,80.68,%
1024,100,2024-2025,Tacles_Réussis,61.98,%
1025,831,2024-2025,Distance_Parcourue_Match,10.19,km
1026,831,2024-2025,Précision_Passes,89.31,%
1027,831,2024-2025,Tirs_Cadrés,42.51,%
1028,97,2024-2025,Précision_Passes,71.42,%
1029,97,2024-2025,Minutes_Totales,1527.0,minutes
1030,664,2024-2025,Distance_Parcourue_Match,10.19,km
