ID_Psychologique,ID_Match,ID_Joueur,Confiance,Résilience
3532,143,93,8,7
3533,143,87,2,6
3534,143,56,6,8
3535,144,658,5,6
3536,144,697,4,7
3537,144,786,6,6
3538,144,249,3,4
3539,144,893,8,5
3540,144,509,7,7
3541,144,354,9,8
3542,144,205,5,7
3543,144,301,4,4
3544,144,767,6,7
3545,144,219,5,6
3546,144,432,5,5
3547,144,879,4,4
3548,144,164,6,7
3549,144,242,8,7
3550,144,261,8,7
3551,144,811,3,3
3552,144,931,6,8
3553,144,376,2,5
3554,144,680,5,5
3555,144,832,5,6
3556,144,884,2,3
3557,144,93,6,7
3558,144,87,7,8
3559,144,56,5,6
3560,145,658,8,8
3561,145,697,5,7
3562,145,786,9,8
3563,145,249,4,5
3564,145,893,7,6
3565,145,509,8,7
3566,145,354,8,9
3567,145,205,7,6
3568,145,301,4,5
3569,145,767,7,8
3570,145,219,7,7
3571,145,432,8,7
3572,145,879,8,6
3573,145,164,6,6
3574,145,242,4,5
3575,145,261,8,7
3576,145,811,6,5
3577,145,931,10,9
3578,145,376,5,7
3579,145,680,3,4
3580,145,832,8,6
3581,145,884,7,7
3582,145,93,6,6
3583,145,87,8,7
3584,145,56,3,4
3585,146,658,7,9
3586,146,697,6,5
3587,146,786,8,9
3588,146,249,6,8
3589,146,893,7,7
3590,146,509,4,7
3591,146,354,7,9
3592,146,205,7,6
3593,146,301,7,8
3594,146,767,9,8
3595,146,219,6,7
3596,146,432,8,8
3597,146,879,5,5
3598,146,164,7,7
3599,146,242,6,7
3600,146,261,5,4
3601,146,811,3,5
3602,146,931,8,9
3603,146,376,1,5
3604,146,680,8,8
3605,146,832,5,7
3606,146,884,7,6
3607,146,93,6,6
3608,146,87,9,7
3609,146,56,3,7
3610,147,658,2,3
3611,147,697,8,7
3612,147,786,4,5
3613,147,249,7,6
3614,147,893,7,5
3615,147,509,7,6
3616,147,354,8,7
3617,147,205,8,8
3618,147,301,8,6
3619,147,767,7,6
3620,147,219,5,4
3621,147,432,6,6
3622,147,879,4,5
3623,147,164,7,8
3624,147,242,8,6
3625,147,261,5,6
3626,147,811,4,7
3627,147,931,6,7
3628,147,376,4,6
3629,147,680,3,6
3630,147,832,4,3
3631,147,884,6,6
3632,147,93,5,5
3633,147,87,5,6
3634,147,56,7,6
3635,148,658,5,7
3636,148,697,6,8
3637,148,786,7,8
3638,148,249,5,6
3639,148,893,2,2
3640,148,509,5,8
3641,148,354,8,8
3642,148,205,7,6
3643,148,301,7,8
3644,148,767,8,8
3645,148,219,6,6
3646,148,432,5,8
3647,148,879,10,8
3648,148,164,7,8
3649,148,242,7,9
3650,148,261,8,7
3651,148,811,8,6
3652,148,931,7,8
3653,148,376,7,8
3654,148,680,8,6
3655,148,832,9,9
3656,148,884,6,8
3657,148,93,9,7
3658,148,87,7,9
3659,148,56,9,8
3660,149,658,3,7
3661,149,697,3,7
3662,149,786,7,7
3663,149,249,6,5
3664,149,893,5,7
3665,149,509,5,4
3666,149,354,4,7
3667,149,205,5,5
3668,149,301,3,6
3669,149,767,7,6
3670,149,219,6,7
3671,149,432,5,7
3672,149,879,4,6
3673,149,164,5,5
3674,149,242,6,7
3675,149,261,5,6
3676,149,811,7,6
3677,149,931,6,7
3678,149,376,3,7
3679,149,680,8,7
3680,149,832,5,6
3681,149,884,7,7
3682,149,93,3,2
3683,149,87,6,7
3684,149,56,7,6
3685,150,658,5,5
3686,150,697,7,7
3687,150,786,6,6
3688,150,249,8,7
3689,150,893,4,7
3690,150,509,5,5
3691,150,354,7,7
3692,150,205,9,6
3693,150,301,3,5
3694,150,767,5,5
3695,150,219,6,6
3696,150,432,8,7
3697,150,879,6,7
3698,150,164,4,8
3699,150,242,1,2
3700,150,261,9,9
3701,150,811,7,7
3702,150,931,7,9
3703,150,376,6,7
3704,150,680,5,7
3705,150,832,7,8
3706,150,884,9,8
3707,150,93,9,9
3708,150,87,6,7
3709,150,56,8,6
3710,151,658,5,7
3711,151,697,8,7
3712,151,786,4,4
3713,151,249,9,6
3714,151,893,4,6
3715,151,509,6,6
3716,151,354,7,8
3717,151,205,7,6
3718,151,301,2,2
3719,151,767,3,4
3720,151,219,2,6
3721,151,432,2,3
3722,151,879,6,4
3723,151,164,7,7
3724,151,242,7,5
3725,151,261,5,4
3726,151,811,7,8
3727,151,931,6,8
3728,151,376,6,7
3729,151,680,2,6
3730,151,832,7,7
3731,151,884,3,4
3732,151,93,6,5
3733,151,87,4,3
3734,151,56,6,5
3735,152,658,3,6
3736,152,697,4,5
3737,152,786,7,5
3738,152,249,6,7
3739,152,893,7,5
3740,152,509,5,6
3741,152,354,8,7
3742,152,205,2,3
3743,152,301,4,7
3744,152,767,3,5
3745,152,219,5,6
3746,152,432,3,5
3747,152,879,2,6
3748,152,164,6,7
3749,152,242,7,8
3750,152,261,5,6
3751,152,811,6,8
3752,152,931,8,8
3753,152,376,5,7
3754,152,680,4,6
3755,152,832,8,8
3756,152,884,3,5
3757,152,93,7,8
3758,152,87,6,6
3759,152,56,6,7
3760,153,658,6,6
3761,153,697,8,8
3762,153,786,9,9
3763,153,249,4,8
3764,153,893,9,8
3765,153,509,7,7
3766,153,354,10,10
3767,153,205,7,9
3768,153,301,8,8
3769,153,767,4,4
3770,153,219,8,7
3771,153,432,8,7
3772,153,879,8,7
3773,153,164,5,6
3774,153,242,7,7
3775,153,261,7,8
3776,153,811,7,5
3777,153,931,9,9
3778,153,376,9,7
3779,153,680,4,6
3780,153,832,8,9
3781,153,884,1,4
3782,153,93,10,8
3783,153,87,5,8
3784,153,56,7,4
3785,154,658,6,7
3786,154,697,9,7
3787,154,786,8,10
3788,154,249,7,8
3789,154,893,10,10
3790,154,509,4,5
3791,154,354,10,10
3792,154,205,9,9
3793,154,301,9,7
3794,154,767,7,8
3795,154,219,8,7
3796,154,432,8,9
3797,154,879,9,7
3798,154,164,9,7
3799,154,242,9,7
3800,154,261,7,8
3801,154,811,7,7
3802,154,931,8,9
3803,154,376,7,7
3804,154,680,9,9
3805,154,832,5,7
3806,154,884,5,5
3807,154,93,5,7
3808,154,87,6,6
3809,154,56,8,9
3810,155,658,9,9
3811,155,697,9,10
3812,155,786,7,6
3813,155,249,9,9
3814,155,893,7,9
3815,155,509,7,6
3816,155,354,5,8
3817,155,205,5,9
3818,155,301,10,8
3819,155,767,8,7
3820,155,219,8,9
3821,155,432,8,7
3822,155,879,8,8
3823,155,164,8,8
3824,155,242,6,6
3825,155,261,5,6
3826,155,811,4,7
3827,155,931,9,9
3828,155,376,6,5
3829,155,680,8,9
3830,155,832,9,10
3831,155,884,8,8
3832,155,93,8,8
3833,155,87,4,8
3834,155,56,9,8
3835,156,658,5,7
3836,156,697,7,7
3837,156,786,3,7
3838,156,249,5,7
3839,156,893,8,6
3840,156,509,3,6
3841,156,354,4,6
3842,156,205,7,6
3843,156,301,7,7
3844,156,767,7,5
3845,156,219,5,6
3846,156,432,7,7
3847,156,879,6,6
3848,156,164,8,8
3849,156,242,4,5
3850,156,261,7,6
3851,156,811,5,4
3852,156,931,7,8
3853,156,376,5,5
3854,156,680,1,1
3855,156,832,7,7
3856,156,884,3,4
3857,156,93,2,4
3858,156,87,8,8
3859,156,56,9,8
3860,157,658,4,5
3861,157,697,7,8
3862,157,786,3,7
3863,157,249,4,6
3864,157,893,1,1
3865,157,509,7,7
3866,157,354,4,4
3867,157,205,5,6
3868,157,301,7,7
3869,157,767,6,7
3870,157,219,8,8
3871,157,432,6,7
3872,157,879,5,6
3873,157,164,4,5
3874,157,242,7,6
3875,157,261,6,7
3876,157,811,5,6
3877,157,931,7,7
3878,157,376,4,3
3879,157,680,4,6
3880,157,832,5,5
3881,157,884,4,5
3882,157,93,4,3
3883,157,87,6,8
3884,157,56,7,8
3885,158,658,6,9
3886,158,697,9,9
3887,158,786,7,8
3888,158,249,8,7
3889,158,893,5,6
3890,158,509,8,8
3891,158,354,7,7
3892,158,205,8,8
3893,158,301,8,8
3894,158,767,8,7
3895,158,219,4,6
3896,158,432,7,6
3897,158,879,9,8
3898,158,164,7,8
3899,158,242,8,9
3900,158,261,7,8
3901,158,811,9,9
3902,158,931,10,8
3903,158,376,8,8
3904,158,680,4,5
3905,158,832,8,8
3906,158,884,6,6
3907,158,93,7,9
3908,158,87,7,7
3909,158,56,8,7
3910,159,658,4,6
3911,159,697,8,8
3912,159,786,10,8
3913,159,249,7,8
3914,159,893,9,9
3915,159,509,9,7
3916,159,354,6,7
3917,159,205,9,9
3918,159,301,6,7
3919,159,767,7,8
3920,159,219,7,9
3921,159,432,7,9
3922,159,879,8,8
3923,159,164,9,8
3924,159,242,7,7
3925,159,261,8,8
3926,159,811,8,8
3927,159,931,10,9
3928,159,376,7,4
3929,159,680,5,7
3930,159,832,9,8
3931,159,884,5,6
3932,159,93,5,6
3933,159,87,6,5
3934,159,56,8,7
3935,160,658,8,6
3936,160,697,4,6
3937,160,786,7,7
3938,160,249,6,7
3939,160,893,2,6
3940,160,509,5,6
3941,160,354,3,5
3942,160,205,1,2
3943,160,301,7,6
3944,160,767,5,5
3945,160,219,7,6
3946,160,432,7,7
3947,160,879,6,7
3948,160,164,6,7
3949,160,242,6,7
3950,160,261,6,7
3951,160,811,3,5
3952,160,931,7,7
3953,160,376,7,5
3954,160,680,1,1
3955,160,832,7,5
3956,160,884,4,4
3957,160,93,8,6
3958,160,87,2,4
3959,160,56,3,3
3960,161,658,8,7
3961,161,697,4,5
3962,161,786,8,6
3963,161,249,6,5
3964,161,893,4,6
3965,161,509,3,4
3966,161,354,5,5
3967,161,205,4,4
3968,161,301,6,8
3969,161,767,2,2
3970,161,219,3,4
3971,161,432,2,3
3972,161,879,6,6
3973,161,164,6,7
3974,161,242,2,4
3975,161,261,3,4
3976,161,811,4,4
3977,161,931,6,6
3978,161,376,5,5
3979,161,680,4,2
3980,161,832,7,8
3981,161,884,7,5
3982,161,93,6,6
3983,161,87,8,8
3984,161,56,3,7
3985,162,658,9,10
3986,162,697,5,7
3987,162,786,7,7
3988,162,249,9,9
3989,162,893,7,9
3990,162,509,5,4
3991,162,354,8,10
3992,162,205,5,4
3993,162,301,9,8
3994,162,767,8,9
3995,162,219,8,8
3996,162,432,6,4
3997,162,879,6,9
3998,162,164,9,10
3999,162,242,8,7
4000,162,261,6,8
4001,162,811,6,8
4002,162,931,8,8
4003,162,376,10,9
4004,162,680,8,8
4005,162,832,8,9
4006,162,884,6,5
4007,162,93,6,7
4008,162,87,8,8
4009,162,56,8,7
4010,163,658,8,8
4011,163,697,5,9
4012,163,786,6,7
4013,163,249,8,9
4014,163,893,9,9
4015,163,509,6,5
4016,163,354,9,8
4017,163,205,8,8
4018,163,301,9,8
4019,163,767,7,8
4020,163,219,9,9
4021,163,432,1,4
4022,163,879,9,8
4023,163,164,8,9
4024,163,242,6,6
4025,163,261,6,9
4026,163,811,6,9
4027,163,931,10,8
4028,163,376,9,8
4029,163,680,4,8
4030,163,832,8,8
4031,163,884,8,9
4032,163,93,8,10
4033,163,87,10,9
4034,163,56,7,7
4035,164,658,3,4
4036,164,697,4,4
4037,164,786,7,7
4038,164,249,6,6
4039,164,893,3,3
4040,164,509,1,1
4041,164,354,6,8
4042,164,205,5,5
4043,164,301,5,7
4044,164,767,7,7
4045,164,219,3,4
4046,164,432,7,5
4047,164,879,6,8
4048,164,164,7,7
4049,164,242,4,5
4050,164,261,1,1
4051,164,811,6,6
4052,164,931,8,6
4053,164,376,6,5
4054,164,680,2,3
4055,164,832,7,8
4056,164,884,7,6
4057,164,93,7,7
4058,164,87,6,6
4059,164,56,5,5
4060,165,658,7,7
4061,165,697,9,7
4062,165,786,7,6
4063,165,249,9,7
4064,165,893,4,6
4065,165,509,5,6
4066,165,354,10,9
4067,165,205,5,8
4068,165,301,9,9
4069,165,767,6,5
4070,165,219,8,10
4071,165,432,5,6
4072,165,879,10,8
4073,165,164,6,6
4074,165,242,5,6
4075,165,261,5,7
4076,165,811,10,10
4077,165,931,9,9
4078,165,376,8,9
4079,165,680,6,8
4080,165,832,10,9
4081,165,884,8,8
4082,165,93,5,5
4083,165,87,7,7
4084,165,56,8,8
4085,166,658,5,7
4086,166,697,8,8
4087,166,786,7,9
4088,166,249,9,9
4089,166,893,4,6
4090,166,509,4,5
4091,166,354,9,10
4092,166,205,10,7
4093,166,301,9,7
4094,166,767,8,7
4095,166,219,9,8
4096,166,432,4,4
4097,166,879,9,9
4098,166,164,8,7
4099,166,242,10,10
4100,166,261,4,8
4101,166,811,8,7
4102,166,931,9,10
4103,166,376,6,6
4104,166,680,9,8
4105,166,832,9,7
4106,166,884,5,8
4107,166,93,1,5
4108,166,87,6,5
4109,166,56,7,7
4110,167,658,4,7
4111,167,697,8,8
4112,167,786,5,8
4113,167,249,8,8
4114,167,893,4,5
4115,167,509,5,6
4116,167,354,9,7
4117,167,205,8,8
4118,167,301,8,7
4119,167,767,8,7
4120,167,219,9,8
4121,167,432,4,6
4122,167,879,9,8
4123,167,164,7,7
4124,167,242,5,4
4125,167,261,6,5
4126,167,811,6,7
4127,167,931,6,6
4128,167,376,7,7
4129,167,680,6,7
4130,167,832,8,6
4131,167,884,6,6
4132,167,93,7,7
4133,167,87,8,6
4134,167,56,3,4
4135,168,658,4,5
4136,168,697,7,6
4137,168,786,3,4
4138,168,249,4,6
4139,168,893,8,7
4140,168,509,3,5
4141,168,354,6,6
4142,168,205,7,6
4143,168,301,6,6
4144,168,767,2,4
4145,168,219,4,4
4146,168,432,4,3
4147,168,879,7,6
4148,168,164,5,5
4149,168,242,2,5
4150,168,261,4,5
4151,168,811,6,5
4152,168,931,5,4
4153,168,376,7,6
4154,168,680,7,6
4155,168,832,5,6
4156,168,884,3,6
4157,168,93,6,8
4158,168,87,8,7
4159,168,56,5,7
4160,169,97,2,3
4161,169,489,8,7
4162,169,567,5,8
4163,169,188,9,8
4164,169,286,8,10
4165,169,628,9,10
4166,169,313,9,8
4167,169,588,8,10
4168,169,145,2,3
4169,169,654,2,2
4170,169,236,2,3
4171,169,917,6,8
4172,169,79,2,2
4173,169,316,9,9
4174,169,565,10,9
4175,169,260,2,2
4176,169,550,9,10
4177,169,104,2,3
4178,169,472,2,4
4179,169,906,2,3
4180,169,469,8,8
4181,169,47,2,3
4182,169,871,5,5
4183,169,561,6,5
4184,169,657,6,6
4185,170,97,2,4
4186,170,489,9,7
4187,170,567,6,7
4188,170,188,9,9
4189,170,286,8,10
4190,170,628,8,7
4191,170,313,10,8
4192,170,588,7,7
4193,170,145,2,4
4194,170,654,6,8
4195,170,236,6,8
4196,170,917,8,9
4197,170,79,10,10
4198,170,316,9,8
4199,170,565,10,9
4200,170,260,2,4
4201,170,550,9,9
4202,170,104,2,4
4203,170,472,10,9
4204,170,906,10,8
4205,170,469,7,8
4206,170,47,2,2
4207,170,871,5,5
4208,170,561,9,10
4209,170,657,4,6
4210,171,97,9,7
4211,171,489,6,6
4212,171,567,4,8
4213,171,188,8,9
4214,171,286,6,7
4215,171,628,7,7
4216,171,313,8,7
4217,171,588,8,6
4218,171,145,8,9
4219,171,654,8,8
4220,171,236,4,7
4221,171,917,5,7
4222,171,79,8,7
4223,171,316,6,6
4224,171,565,7,9
4225,171,260,1,2
4226,171,550,8,8
4227,171,104,1,1
4228,171,472,9,7
4229,171,906,9,9
4230,171,469,8,8
4231,171,47,9,7
4232,171,871,4,4
4233,171,561,4,8
4234,171,657,6,8
4235,172,97,9,9
4236,172,489,6,6
4237,172,567,6,9
4238,172,188,10,8
4239,172,286,9,8
4240,172,628,8,8
4241,172,313,6,7
4242,172,588,8,9
4243,172,145,10,8
4244,172,654,10,10
4245,172,236,9,7
4246,172,917,6,7
4247,172,79,6,5
4248,172,316,6,4
4249,172,565,8,8
4250,172,260,10,10
4251,172,550,8,8
4252,172,104,6,6
4253,172,472,8,9
4254,172,906,6,7
4255,172,469,8,8
4256,172,47,6,7
4257,172,871,7,7
4258,172,561,5,5
4259,172,657,9,8
4260,173,97,8,6
4261,173,489,4,6
4262,173,567,6,8
4263,173,188,9,7
4264,173,286,6,8
4265,173,628,3,4
4266,173,313,5,3
4267,173,588,6,7
4268,173,145,7,8
4269,173,654,6,7
4270,173,236,5,7
4271,173,917,6,7
4272,173,79,4,2
4273,173,316,3,5
4274,173,565,5,6
4275,173,260,8,8
4276,173,550,5,6
4277,173,104,6,5
4278,173,472,6,6
4279,173,906,3,5
4280,173,469,2,4
4281,173,47,4,5
4282,173,871,5,6
4283,173,561,3,7
4284,173,657,7,6
4285,174,97,9,9
4286,174,489,6,7
4287,174,567,10,8
4288,174,188,10,10
4289,174,286,10,10
4290,174,628,7,9
4291,174,313,5,5
4292,174,588,10,10
4293,174,145,9,9
4294,174,654,8,10
4295,174,236,7,7
4296,174,917,7,8
4297,174,79,7,7
4298,174,316,7,9
4299,174,565,5,5
4300,174,260,10,10
4301,174,550,8,8
4302,174,104,4,4
4303,174,472,6,8
4304,174,906,4,5
4305,174,469,4,6
4306,174,47,7,7
4307,174,871,8,9
4308,174,561,3,4
4309,174,657,7,7
4310,175,97,10,9
4311,175,489,8,10
4312,175,567,10,9
4313,175,188,7,7
4314,175,286,9,9
4315,175,628,10,8
4316,175,313,3,4
4317,175,588,10,9
4318,175,145,9,8
4319,175,654,9,8
4320,175,236,9,7
4321,175,917,8,8
4322,175,79,8,9
4323,175,316,9,9
4324,175,565,9,10
4325,175,260,8,9
4326,175,550,5,8
4327,175,104,8,9
4328,175,472,7,7
4329,175,906,7,8
4330,175,469,9,9
4331,175,47,10,10
4332,175,871,8,8
4333,175,561,6,6
4334,175,657,8,7
4335,176,97,6,9
4336,176,489,8,10
4337,176,567,9,8
4338,176,188,9,8
4339,176,286,8,10
4340,176,628,6,6
4341,176,313,4,7
4342,176,588,8,9
4343,176,145,10,9
4344,176,654,9,8
4345,176,236,6,6
4346,176,917,7,8
4347,176,79,7,7
4348,176,316,7,8
4349,176,565,9,10
4350,176,260,7,9
4351,176,550,10,8
4352,176,104,5,7
4353,176,472,8,10
4354,176,906,8,10
4355,176,469,10,8
4356,176,47,9,7
4357,176,871,9,7
4358,176,561,9,10
4359,176,657,7,7
4360,177,97,5,6
4361,177,489,10,10
4362,177,567,8,9
4363,177,188,9,8
4364,177,286,7,8
4365,177,628,6,9
4366,177,313,5,7
4367,177,588,6,8
4368,177,145,10,8
4369,177,654,9,10
4370,177,236,5,5
4371,177,917,8,8
4372,177,79,4,8
4373,177,316,9,9
4374,177,565,9,8
4375,177,260,10,8
4376,177,550,8,7
4377,177,104,7,8
4378,177,472,8,10
4379,177,906,5,6
4380,177,469,6,9
4381,177,47,9,8
4382,177,871,8,8
4383,177,561,10,8
4384,177,657,8,10
4385,178,97,7,8
4386,178,489,5,9
4387,178,567,8,8
4388,178,188,8,10
4389,178,286,7,9
4390,178,628,6,5
4391,178,313,4,4
4392,178,588,6,9
4393,178,145,8,7
4394,178,654,8,9
4395,178,236,10,9
4396,178,917,4,8
4397,178,79,6,7
4398,178,316,9,9
4399,178,565,9,8
4400,178,260,9,9
4401,178,550,9,10
4402,178,104,10,8
4403,178,472,10,10
4404,178,906,8,7
4405,178,469,5,7
4406,178,47,9,8
4407,178,871,4,8
4408,178,561,7,9
4409,178,657,8,8
4410,179,97,8,7
4411,179,489,5,5
4412,179,567,8,8
4413,179,188,7,5
4414,179,286,6,5
4415,179,628,6,8
4416,179,313,1,3
4417,179,588,4,6
4418,179,145,7,6
4419,179,654,7,6
4420,179,236,2,2
4421,179,917,3,4
4422,179,79,3,4
4423,179,316,5,5
4424,179,565,5,6
4425,179,260,6,8
4426,179,550,8,6
4427,179,104,6,6
4428,179,472,5,4
4429,179,906,1,2
4430,179,469,4,3
4431,179,47,8,6
4432,179,871,3,4
4433,179,561,6,6
4434,179,657,4,2
4435,180,97,9,10
4436,180,489,4,7
4437,180,567,10,8
4438,180,188,10,9
4439,180,286,7,7
4440,180,628,7,7
4441,180,313,6,7
4442,180,588,7,9
4443,180,145,10,10
4444,180,654,7,6
4445,180,236,4,6
4446,180,917,6,6
4447,180,79,4,8
4448,180,316,7,7
4449,180,565,5,9
4450,180,260,9,8
4451,180,550,8,9
4452,180,104,7,7
4453,180,472,7,6
4454,180,906,7,7
4455,180,469,8,8
4456,180,47,4,7
4457,180,871,5,8
4458,180,561,9,8
4459,180,657,9,10
4460,181,97,9,10
4461,181,489,5,8
4462,181,567,10,8
4463,181,188,10,9
4464,181,286,5,7
4465,181,628,8,8
4466,181,313,5,9
4467,181,588,6,7
4468,181,145,9,9
4469,181,654,6,6
4470,181,236,5,6
4471,181,917,4,8
4472,181,79,7,8
4473,181,316,10,9
4474,181,565,8,7
4475,181,260,8,8
4476,181,550,9,7
4477,181,104,10,8
4478,181,472,9,8
4479,181,906,10,9
4480,181,469,9,7
4481,181,47,6,7
4482,181,871,8,7
4483,181,561,3,4
4484,181,657,5,6
4485,182,97,8,6
4486,182,489,8,8
4487,182,567,7,6
4488,182,188,6,7
4489,182,286,4,7
4490,182,628,2,4
4491,182,313,7,6
4492,182,588,7,6
4493,182,145,7,7
4494,182,654,3,4
4495,182,236,4,4
4496,182,917,8,8
4497,182,79,7,7
4498,182,316,4,6
4499,182,565,3,4
4500,182,260,7,7
4501,182,550,6,7
4502,182,104,5,7
4503,182,472,8,6
4504,182,906,8,6
4505,182,469,6,5
4506,182,47,7,6
4507,182,871,6,6
4508,182,561,4,3
4509,182,657,6,8
4510,183,97,7,6
4511,183,489,7,8
4512,183,567,7,6
4513,183,188,7,6
4514,183,286,5,4
4515,183,628,5,6
4516,183,313,2,3
4517,183,588,8,8
4518,183,145,8,7
4519,183,654,8,6
4520,183,236,1,3
4521,183,917,6,6
4522,183,79,6,6
4523,183,316,4,2
4524,183,565,4,4
4525,183,260,3,7
4526,183,550,7,5
4527,183,104,6,8
4528,183,472,4,6
4529,183,906,7,7
4530,183,469,7,6
4531,183,47,7,5
4532,183,871,5,5
4533,183,561,2,4
4534,183,657,5,6
4535,184,97,8,10
4536,184,489,9,10
4537,184,567,10,10
4538,184,188,6,6
4539,184,286,6,4
4540,184,628,5,5
4541,184,313,8,7
4542,184,588,8,6
4543,184,145,7,9
4544,184,654,10,9
4545,184,236,9,10
4546,184,917,9,7
4547,184,79,8,10
4548,184,316,8,8
4549,184,565,6,6
4550,184,260,5,8
4551,184,550,7,7
4552,184,104,9,10
4553,184,472,9,9
4554,184,906,7,7
4555,184,469,8,8
4556,184,47,10,10
4557,184,871,7,8
4558,184,561,10,8
4559,184,657,3,4
4560,185,97,9,7
4561,185,489,7,8
4562,185,567,6,7
4563,185,188,4,6
4564,185,286,4,3
4565,185,628,8,8
4566,185,313,4,4
4567,185,588,5,8
4568,185,145,5,7
4569,185,654,9,8
4570,185,236,9,9
4571,185,917,8,8
4572,185,79,4,3
4573,185,316,6,5
4574,185,565,5,5
4575,185,260,6,6
4576,185,550,8,8
4577,185,104,7,8
4578,185,472,8,9
4579,185,906,3,3
4580,185,469,3,5
4581,185,47,3,6
4582,185,871,7,7
4583,185,561,9,7
4584,185,657,4,8
4585,186,97,5,7
4586,186,489,10,10
4587,186,567,5,7
4588,186,188,5,8
4589,186,286,10,8
4590,186,628,8,8
4591,186,313,3,4
4592,186,588,9,9
4593,186,145,7,8
4594,186,654,9,8
4595,186,236,9,10
4596,186,917,7,7
4597,186,79,8,8
4598,186,316,8,9
4599,186,565,8,10
4600,186,260,10,10
4601,186,550,8,10
4602,186,104,8,9
4603,186,472,10,9
4604,186,906,7,9
4605,186,469,8,8
4606,186,47,7,8
4607,186,871,7,8
4608,186,561,9,9
4609,186,657,4,6
4610,187,97,4,6
4611,187,489,8,6
4612,187,567,5,6
4613,187,188,3,5
4614,187,286,7,6
4615,187,628,3,4
4616,187,313,2,4
4617,187,588,8,8
4618,187,145,5,5
4619,187,654,7,6
4620,187,236,7,8
4621,187,917,3,5
4622,187,79,5,3
4623,187,316,2,4
4624,187,565,7,7
4625,187,260,8,6
4626,187,550,6,7
4627,187,104,7,7
4628,187,472,8,6
4629,187,906,4,5
4630,187,469,6,6
4631,187,47,4,4
4632,187,871,6,6
4633,187,561,4,6
4634,187,657,7,7
4635,188,97,3,5
4636,188,489,7,8
4637,188,567,3,6
4638,188,188,6,6
4639,188,286,6,6
4640,188,628,5,6
4641,188,313,4,4
4642,188,588,9,6
4643,188,145,7,8
4644,188,654,7,6
4645,188,236,8,7
4646,188,917,6,7
4647,188,79,3,5
4648,188,316,2,3
4649,188,565,3,7
4650,188,260,6,8
4651,188,550,5,7
4652,188,104,7,7
4653,188,472,7,6
4654,188,906,2,3
4655,188,469,4,4
4656,188,47,4,4
4657,188,871,7,6
4658,188,561,3,4
4659,188,657,4,2
4660,189,97,4,6
4661,189,489,10,8
4662,189,567,10,8
4663,189,188,7,9
4664,189,286,9,9
4665,189,628,4,7
4666,189,313,10,10
4667,189,588,10,9
4668,189,145,10,8
4669,189,654,9,8
4670,189,236,9,8
4671,189,917,9,8
4672,189,79,8,10
4673,189,316,5,6
4674,189,565,5,7
4675,189,260,9,8
4676,189,550,6,6
4677,189,104,9,7
4678,189,472,10,9
4679,189,906,9,8
4680,189,469,8,9
4681,189,47,5,8
4682,189,871,8,7
4683,189,561,5,7
4684,189,657,5,9
4685,190,97,8,9
4686,190,489,10,8
4687,190,567,6,9
4688,190,188,7,8
4689,190,286,9,9
4690,190,628,5,8
4691,190,313,6,6
4692,190,588,8,9
4693,190,145,7,7
4694,190,654,8,9
4695,190,236,8,9
4696,190,917,8,7
4697,190,79,8,7
4698,190,316,7,7
4699,190,565,9,8
4700,190,260,5,8
4701,190,550,7,9
4702,190,104,10,9
4703,190,472,9,10
4704,190,906,8,8
4705,190,469,7,7
4706,190,47,6,7
4707,190,871,5,6
4708,190,561,8,8
4709,190,657,7,8
4710,191,97,6,6
4711,191,489,8,9
4712,191,567,7,7
4713,191,188,8,9
4714,191,286,5,7
4715,191,628,1,2
4716,191,313,6,6
4717,191,588,9,8
4718,191,145,10,9
4719,191,654,8,7
4720,191,236,8,8
4721,191,917,7,9
4722,191,79,7,7
4723,191,316,9,8
4724,191,565,8,9
4725,191,260,9,9
4726,191,550,8,10
4727,191,104,8,9
4728,191,472,10,9
4729,191,906,4,8
4730,191,469,10,8
4731,191,47,7,8
4732,191,871,7,9
4733,191,561,9,9
4734,191,657,9,8
4735,192,97,10,8
4736,192,489,5,6
4737,192,567,7,6
4738,192,188,10,9
4739,192,286,8,9
4740,192,628,7,9
4741,192,313,6,9
4742,192,588,9,8
4743,192,145,10,8
4744,192,654,8,9
4745,192,236,5,6
4746,192,917,7,9
4747,192,79,8,9
4748,192,316,10,7
4749,192,565,8,10
4750,192,260,7,7
4751,192,550,8,9
4752,192,104,6,5
4753,192,472,10,9
4754,192,906,8,8
4755,192,469,1,3
4756,192,47,6,7
4757,192,871,9,9
4758,192,561,10,8
4759,192,657,7,9
4760,193,97,7,9
4761,193,489,6,7
4762,193,567,6,6
4763,193,188,9,10
4764,193,286,10,10
4765,193,628,10,9
4766,193,313,8,10
4767,193,588,9,8
4768,193,145,6,7
4769,193,654,8,8
4770,193,236,3,6
4771,193,917,7,8
4772,193,79,5,8
4773,193,316,8,9
4774,193,565,9,10
4775,193,260,9,9
4776,193,550,9,8
4777,193,104,5,9
4778,193,472,9,9
4779,193,906,7,9
4780,193,469,6,6
4781,193,47,8,9
4782,193,871,5,5
4783,193,561,9,7
4784,193,657,9,8
4785,194,97,7,9
4786,194,489,9,10
4787,194,567,6,6
4788,194,188,10,9
4789,194,286,9,8
4790,194,628,9,8
4791,194,313,8,8
4792,194,588,8,8
4793,194,145,7,6
4794,194,654,10,8
4795,194,236,6,8
4796,194,917,7,5
4797,194,79,4,5
4798,194,316,6,6
4799,194,565,10,10
4800,194,260,9,8
