ID_Contexte,ID_Match,Saison,Météo,Etat_Terrain,Adversaire,Compétition
451,451,Automne,Nuageux,Humide,Gomez FC,Amical
452,452,Automne,Nuageux,Humide,Jordan FC,Amical
453,453,Automne,Pluvieux,Humide,Craig FC,Amical
454,454,Automne,Pluvieux,Boueux,Williams FC,Amical
455,455,Hiver,Nuageux,Humide,Lopez FC,Amical
456,456,Hiver,Ensoleillé,Humide,Carter FC,Amical
457,457,Printemps,Ensoleillé,Sec,Bonilla FC,Amical
458,458,Printemps,Ensoleillé,Sec,Duncan FC,Amical
459,459,Printemps,Ensoleillé,Sec,Randall FC,Amical
460,460,Automne,Nuageux,Boueux,Kelly FC,Ligue
461,461,Automne,Nuageux,Humide,Simpson FC,Ligue
462,462,Automne,Venteux,Boueux,Leon FC,Ligue
463,463,Automne,Pluvieux,Boueux,Kelly FC,Ligue
464,464,Automne,Nuageux,Boueux,Simpson FC,Ligue
465,465,Automne,Venteux,Sec,Kelly FC,Ligue
466,466,Automne,Pluvieux,Humide,Lawson FC,Ligue
467,467,Automne,Ensoleillé,Humide,Hill FC,Ligue
468,468,Automne,Venteux,Humide,Lawson FC,Ligue
469,469,Automne,Nuageux,Boueux,Garcia FC,Ligue
470,470,Automne,Pluvieux,Boueux,Leon FC,Ligue
471,471,Hiver,Pluvieux,Boueux,Houston FC,Ligue
472,472,Hiver,Nuageux,Humide,Garcia FC,Ligue
473,473,Hiver,Nuageux,Humide,Hill FC,Ligue
474,474,Hiver,Pluvieux,Boueux,Thomas FC,Ligue
475,475,Hiver,Pluvieux,Humide,Orozco FC,Ligue
476,476,Hiver,Pluvieux,Boueux,Orozco FC,Ligue
477,477,Hiver,Ensoleillé,Boueux,Norton FC,Ligue
478,478,Hiver,Venteux,Boueux,Garcia FC,Ligue
479,479,Printemps,Nuageux,Sec,Durham FC,Ligue
480,480,Printemps,Pluvieux,Sec,Lawson FC,Ligue
481,481,Printemps,Nuageux,Sec,Simpson FC,Ligue
482,482,Printemps,Pluvieux,Sec,Harrington FC,Ligue
483,483,Printemps,Ensoleillé,Sec,Orozco FC,Ligue
484,484,Printemps,Ensoleillé,Sec,Moore FC,Ligue
485,485,Printemps,Ensoleillé,Humide,Lawson FC,Ligue
486,486,Printemps,Nuageux,Sec,Durham FC,Ligue
487,487,Printemps,Ensoleillé,Sec,Simpson FC,Ligue
488,488,Été,Ensoleillé,Sec,Brady FC,Ligue
489,489,Été,Nuageux,Sec,Simpson FC,Ligue
490,490,Automne,Pluvieux,Humide,Welch FC,Coupe
491,491,Hiver,Pluvieux,Humide,Davis FC,Coupe
492,492,Été,Venteux,Sec,Davidson FC,Amical
493,493,Automne,Ensoleillé,Humide,Parks FC,Amical
494,494,Hiver,Nuageux,Humide,Haley FC,Amical
495,495,Printemps,Ensoleillé,Sec,Mcclain FC,Amical
496,496,Été,Venteux,Sec,Chavez FC,Amical
497,497,Été,Nuageux,Sec,Holmes FC,Ligue
498,498,Automne,Nuageux,Boueux,Ortega FC,Ligue
499,499,Automne,Nuageux,Sec,Conway FC,Ligue
500,500,Automne,Nuageux,Humide,Clark FC,Ligue
501,501,Automne,Nuageux,Humide,Knight FC,Ligue
502,502,Automne,Nuageux,Sec,Potter FC,Ligue
503,503,Automne,Nuageux,Sec,Hoffman FC,Ligue
504,504,Automne,Nuageux,Boueux,Ortega FC,Ligue
505,505,Automne,Pluvieux,Humide,Smith FC,Ligue
506,506,Automne,Venteux,Humide,Hoffman FC,Ligue
507,507,Automne,Nuageux,Humide,Knight FC,Ligue
508,508,Hiver,Ensoleillé,Boueux,Hughes FC,Ligue
509,509,Hiver,Nuageux,Boueux,Holmes FC,Ligue
510,510,Hiver,Pluvieux,Sec,Conway FC,Ligue
511,511,Hiver,Venteux,Boueux,Hughes FC,Ligue
512,512,Hiver,Pluvieux,Boueux,Potter FC,Ligue
513,513,Hiver,Nuageux,Boueux,Knight FC,Ligue
514,514,Hiver,Nuageux,Humide,Shepherd FC,Ligue
515,515,Hiver,Pluvieux,Humide,Maldonado FC,Ligue
516,516,Hiver,Ensoleillé,Boueux,Conway FC,Ligue
517,517,Hiver,Pluvieux,Humide,Conway FC,Ligue
518,518,Printemps,Ensoleillé,Sec,Davis FC,Ligue
519,519,Printemps,Nuageux,Sec,Warren FC,Ligue
520,520,Printemps,Nuageux,Sec,Sexton FC,Ligue
521,521,Printemps,Ensoleillé,Sec,Potter FC,Ligue
522,522,Printemps,Ensoleillé,Sec,Potter FC,Ligue
523,523,Été,Ensoleillé,Sec,Maldonado FC,Ligue
524,524,Été,Nuageux,Sec,Davis FC,Ligue
525,525,Été,Ensoleillé,Sec,Clark FC,Ligue
526,526,Été,Nuageux,Sec,Davis FC,Ligue
527,527,Été,Venteux,Sec,Ellis FC,Coupe
528,528,Automne,Venteux,Boueux,Schultz FC,Coupe
529,529,Hiver,Nuageux,Humide,Orozco FC,Coupe
530,530,Hiver,Pluvieux,Humide,Mann FC,Coupe
531,531,Printemps,Pluvieux,Sec,Lamb FC,Coupe
532,532,Automne,Pluvieux,Humide,Perry FC,Amical
533,533,Automne,Nuageux,Humide,Rodriguez FC,Amical
534,534,Automne,Nuageux,Humide,Chapman FC,Amical
535,535,Automne,Pluvieux,Humide,Moore FC,Amical
536,536,Automne,Nuageux,Humide,Johnson FC,Amical
537,537,Automne,Nuageux,Humide,Rivera FC,Amical
538,538,Automne,Nuageux,Humide,Sullivan FC,Amical
539,539,Automne,Pluvieux,Humide,Morrison FC,Amical
540,540,Hiver,Nuageux,Humide,Doyle FC,Amical
541,541,Printemps,Pluvieux,Sec,Pittman FC,Amical
542,542,Été,Ensoleillé,Sec,Chen FC,Ligue
543,543,Automne,Nuageux,Boueux,Anderson FC,Ligue
544,544,Automne,Nuageux,Humide,Perry FC,Ligue
545,545,Automne,Nuageux,Humide,Reyes FC,Ligue
546,546,Automne,Nuageux,Humide,Williams FC,Ligue
547,547,Automne,Venteux,Humide,Winters FC,Ligue
548,548,Automne,Pluvieux,Boueux,Duarte FC,Ligue
549,549,Automne,Nuageux,Boueux,Ray FC,Ligue
550,550,Automne,Nuageux,Humide,Duarte FC,Ligue
551,551,Automne,Pluvieux,Humide,Winters FC,Ligue
552,552,Automne,Nuageux,Humide,Duarte FC,Ligue
553,553,Automne,Ensoleillé,Boueux,Thomas FC,Ligue
554,554,Automne,Nuageux,Humide,Klein FC,Ligue
555,555,Hiver,Pluvieux,Humide,Williams FC,Ligue
556,556,Hiver,Pluvieux,Boueux,Anderson FC,Ligue
557,557,Hiver,Pluvieux,Humide,Williams FC,Ligue
558,558,Hiver,Pluvieux,Humide,Dominguez FC,Ligue
559,559,Hiver,Ensoleillé,Humide,Foley FC,Ligue
560,560,Hiver,Nuageux,Humide,Anderson FC,Ligue
561,561,Hiver,Nuageux,Sec,Thomas FC,Ligue
562,562,Hiver,Pluvieux,Sec,Anderson FC,Ligue
563,563,Printemps,Pluvieux,Humide,Duarte FC,Ligue
564,564,Printemps,Ensoleillé,Humide,Klein FC,Ligue
565,565,Printemps,Pluvieux,Sec,Mueller FC,Ligue
566,566,Printemps,Ensoleillé,Humide,Winters FC,Ligue
567,567,Printemps,Ensoleillé,Sec,Duarte FC,Ligue
568,568,Printemps,Ensoleillé,Sec,Pittman FC,Ligue
569,569,Printemps,Pluvieux,Sec,Pittman FC,Ligue
570,570,Printemps,Ensoleillé,Humide,Thomas FC,Ligue
571,571,Été,Venteux,Sec,Reyes FC,Ligue
572,572,Hiver,Pluvieux,Humide,Thompson FC,Coupe
573,573,Hiver,Pluvieux,Humide,Jenkins FC,Coupe
574,574,Hiver,Ensoleillé,Sec,Price FC,Coupe
575,575,Été,Ensoleillé,Sec,Collins FC,Coupe
576,576,Automne,Nuageux,Boueux,Graves FC,Amical
577,577,Automne,Nuageux,Humide,Miller FC,Amical
578,578,Printemps,Pluvieux,Sec,Hall FC,Amical
579,579,Printemps,Nuageux,Sec,Malone FC,Amical
580,580,Printemps,Nuageux,Sec,Stanton FC,Amical
581,581,Printemps,Ensoleillé,Sec,Wells FC,Amical
582,582,Printemps,Nuageux,Humide,Kaufman FC,Amical
583,583,Été,Ensoleillé,Sec,Hansen FC,Ligue
584,584,Automne,Nuageux,Boueux,Hoover FC,Ligue
585,585,Automne,Nuageux,Humide,Dixon FC,Ligue
586,586,Automne,Pluvieux,Boueux,Hoover FC,Ligue
587,587,Automne,Pluvieux,Sec,Johnson FC,Ligue
588,588,Hiver,Pluvieux,Sec,Ross FC,Ligue
589,589,Hiver,Pluvieux,Sec,White FC,Ligue
590,590,Hiver,Nuageux,Boueux,Johnson FC,Ligue
591,591,Hiver,Nuageux,Boueux,Martinez FC,Ligue
592,592,Hiver,Pluvieux,Boueux,White FC,Ligue
593,593,Hiver,Nuageux,Humide,Roberts FC,Ligue
594,594,Hiver,Nuageux,Boueux,Ross FC,Ligue
595,595,Hiver,Pluvieux,Humide,Yu FC,Ligue
596,596,Hiver,Venteux,Humide,White FC,Ligue
597,597,Hiver,Nuageux,Boueux,Simpson FC,Ligue
598,598,Hiver,Nuageux,Humide,Yu FC,Ligue
599,599,Printemps,Nuageux,Sec,Johnson FC,Ligue
600,600,Printemps,Nuageux,Sec,Huffman FC,Ligue
601,601,Printemps,Nuageux,Sec,White FC,Ligue
602,602,Printemps,Ensoleillé,Sec,Dixon FC,Ligue
603,603,Printemps,Nuageux,Sec,Martinez FC,Ligue
604,604,Printemps,Pluvieux,Humide,Hall FC,Ligue
605,605,Printemps,Pluvieux,Sec,Martinez FC,Ligue
606,606,Printemps,Ensoleillé,Sec,Dixon FC,Ligue
607,607,Été,Ensoleillé,Sec,Simpson FC,Ligue
608,608,Été,Ensoleillé,Sec,Simpson FC,Ligue
609,609,Été,Venteux,Sec,White FC,Ligue
610,610,Été,Ensoleillé,Sec,Huffman FC,Ligue
611,611,Été,Nuageux,Sec,Ross FC,Ligue
612,612,Été,Nuageux,Sec,Hoover FC,Ligue
613,613,Automne,Venteux,Boueux,Jackson FC,Coupe
614,614,Printemps,Ensoleillé,Sec,Walker FC,Coupe
615,615,Printemps,Ensoleillé,Sec,Sherman FC,Coupe
616,616,Été,Nuageux,Sec,Koch FC,Coupe
617,617,Automne,Venteux,Boueux,West FC,Amical
618,618,Automne,Nuageux,Humide,Williams FC,Amical
619,619,Hiver,Ensoleillé,Boueux,Morgan FC,Amical
620,620,Hiver,Nuageux,Boueux,Daugherty FC,Amical
621,621,Printemps,Ensoleillé,Humide,Villa FC,Amical
622,622,Printemps,Ensoleillé,Humide,Ryan FC,Amical
623,623,Été,Nuageux,Sec,Ramirez FC,Amical
624,624,Été,Ensoleillé,Sec,Hawkins FC,Ligue
625,625,Automne,Venteux,Humide,Martinez FC,Ligue
626,626,Automne,Nuageux,Boueux,Roberts FC,Ligue
627,627,Automne,Nuageux,Humide,Butler FC,Ligue
628,628,Automne,Pluvieux,Humide,Martinez FC,Ligue
629,629,Automne,Nuageux,Sec,Butler FC,Ligue
630,630,Automne,Nuageux,Humide,Serrano FC,Ligue
631,631,Automne,Pluvieux,Humide,Martin FC,Ligue
632,632,Automne,Venteux,Humide,Nelson FC,Ligue
633,633,Automne,Nuageux,Boueux,Nelson FC,Ligue
634,634,Automne,Nuageux,Humide,Serrano FC,Ligue
635,635,Automne,Nuageux,Humide,Jackson FC,Ligue
636,636,Automne,Nuageux,Humide,Smith FC,Ligue
637,637,Hiver,Pluvieux,Boueux,Wallace FC,Ligue
638,638,Hiver,Nuageux,Boueux,Martin FC,Ligue
639,639,Hiver,Ensoleillé,Humide,Johnson FC,Ligue
640,640,Hiver,Pluvieux,Humide,Butler FC,Ligue
641,641,Hiver,Nuageux,Humide,Roberts FC,Ligue
642,642,Hiver,Pluvieux,Humide,Cook FC,Ligue
643,643,Hiver,Pluvieux,Boueux,Martinez FC,Ligue
644,644,Hiver,Pluvieux,Humide,Roberts FC,Ligue
645,645,Printemps,Ensoleillé,Sec,Ramirez FC,Ligue
646,646,Printemps,Nuageux,Sec,Nelson FC,Ligue
647,647,Printemps,Ensoleillé,Sec,Hawkins FC,Ligue
648,648,Printemps,Nuageux,Sec,Johnson FC,Ligue
649,649,Printemps,Ensoleillé,Sec,Hall FC,Ligue
650,650,Printemps,Ensoleillé,Humide,Johnson FC,Ligue
651,651,Printemps,Pluvieux,Sec,Martin FC,Ligue
652,652,Printemps,Ensoleillé,Humide,Hawkins FC,Ligue
653,653,Été,Venteux,Sec,Butler FC,Ligue
654,654,Été,Ensoleillé,Sec,Greer FC,Coupe
655,655,Été,Ensoleillé,Sec,Cooper FC,Coupe
656,656,Hiver,Nuageux,Humide,Baker FC,Coupe
657,657,Printemps,Ensoleillé,Sec,Williams FC,Coupe
658,658,Printemps,Ensoleillé,Sec,Barrera FC,Coupe
659,659,Automne,Nuageux,Humide,Murphy FC,Amical
660,660,Automne,Pluvieux,Sec,Hall FC,Amical
661,661,Hiver,Pluvieux,Humide,Drake FC,Amical
662,662,Hiver,Nuageux,Humide,Davis FC,Amical
663,663,Printemps,Pluvieux,Sec,Smith FC,Amical
664,664,Printemps,Ensoleillé,Humide,Mosley FC,Amical
665,665,Printemps,Ensoleillé,Humide,Holden FC,Amical
666,666,Printemps,Pluvieux,Sec,Martinez FC,Amical
667,667,Printemps,Ensoleillé,Sec,Diaz FC,Amical
668,668,Été,Ensoleillé,Sec,Walker FC,Amical
669,669,Automne,Pluvieux,Humide,Rodgers FC,Ligue
670,670,Automne,Nuageux,Sec,Ruiz FC,Ligue
671,671,Automne,Pluvieux,Sec,Meyer FC,Ligue
672,672,Automne,Venteux,Boueux,Garcia FC,Ligue
673,673,Automne,Venteux,Boueux,Rodgers FC,Ligue
674,674,Automne,Nuageux,Humide,Rodgers FC,Ligue
675,675,Hiver,Ensoleillé,Humide,Ruiz FC,Ligue
676,676,Hiver,Nuageux,Humide,Jennings FC,Ligue
677,677,Hiver,Pluvieux,Boueux,Meyer FC,Ligue
678,678,Hiver,Pluvieux,Boueux,Morton FC,Ligue
679,679,Hiver,Nuageux,Humide,Soto FC,Ligue
680,680,Hiver,Pluvieux,Humide,Fitzgerald FC,Ligue
681,681,Hiver,Pluvieux,Boueux,Jennings FC,Ligue
682,682,Printemps,Ensoleillé,Humide,Sanders FC,Ligue
683,683,Printemps,Ensoleillé,Sec,Sanders FC,Ligue
684,684,Printemps,Ensoleillé,Sec,Fitzgerald FC,Ligue
685,685,Printemps,Ensoleillé,Sec,Stewart FC,Ligue
686,686,Printemps,Ensoleillé,Sec,Jennings FC,Ligue
687,687,Printemps,Ensoleillé,Sec,Roy FC,Ligue
688,688,Printemps,Ensoleillé,Humide,Stewart FC,Ligue
689,689,Printemps,Nuageux,Sec,Stewart FC,Ligue
690,690,Printemps,Pluvieux,Humide,Gordon FC,Ligue
691,691,Printemps,Ensoleillé,Humide,Gordon FC,Ligue
692,692,Printemps,Pluvieux,Humide,Jennings FC,Ligue
693,693,Été,Ensoleillé,Sec,Garcia FC,Ligue
694,694,Été,Ensoleillé,Sec,Garcia FC,Ligue
695,695,Été,Ensoleillé,Sec,Rodgers FC,Ligue
696,696,Été,Ensoleillé,Sec,Yates FC,Ligue
697,697,Été,Nuageux,Sec,Caldwell FC,Ligue
698,698,Été,Nuageux,Sec,Mccall FC,Ligue
699,699,Automne,Venteux,Humide,Tanner FC,Coupe
700,700,Hiver,Pluvieux,Humide,Smith FC,Coupe
701,701,Automne,Venteux,Humide,Hines FC,Amical
702,702,Hiver,Pluvieux,Sec,Lyons FC,Amical
703,703,Hiver,Pluvieux,Humide,English FC,Amical
704,704,Hiver,Pluvieux,Boueux,Wilkins FC,Amical
705,705,Hiver,Nuageux,Humide,Berry FC,Amical
706,706,Été,Ensoleillé,Sec,White FC,Ligue
707,707,Automne,Venteux,Boueux,Horne FC,Ligue
708,708,Automne,Pluvieux,Humide,Williamson FC,Ligue
709,709,Automne,Pluvieux,Boueux,Sherman FC,Ligue
710,710,Automne,Venteux,Boueux,Maddox FC,Ligue
711,711,Automne,Venteux,Boueux,Ross FC,Ligue
712,712,Automne,Nuageux,Boueux,Ross FC,Ligue
713,713,Automne,Venteux,Boueux,Miller FC,Ligue
714,714,Automne,Nuageux,Sec,Horne FC,Ligue
715,715,Automne,Pluvieux,Boueux,Sherman FC,Ligue
716,716,Automne,Pluvieux,Boueux,Williams FC,Ligue
717,717,Automne,Nuageux,Sec,Maddox FC,Ligue
718,718,Hiver,Nuageux,Humide,Maddox FC,Ligue
719,719,Hiver,Venteux,Boueux,Sherman FC,Ligue
720,720,Hiver,Pluvieux,Humide,Maddox FC,Ligue
721,721,Hiver,Pluvieux,Humide,Horne FC,Ligue
722,722,Hiver,Pluvieux,Boueux,Peterson FC,Ligue
723,723,Hiver,Pluvieux,Boueux,Taylor FC,Ligue
724,724,Hiver,Nuageux,Humide,Sherman FC,Ligue
725,725,Hiver,Pluvieux,Humide,Pugh FC,Ligue
726,726,Printemps,Pluvieux,Sec,Estes FC,Ligue
727,727,Printemps,Nuageux,Sec,Maddox FC,Ligue
728,728,Printemps,Pluvieux,Humide,Peterson FC,Ligue
729,729,Printemps,Ensoleillé,Humide,Williams FC,Ligue
730,730,Printemps,Ensoleillé,Sec,Taylor FC,Ligue
731,731,Printemps,Nuageux,Sec,Ross FC,Ligue
732,732,Printemps,Nuageux,Sec,Coleman FC,Ligue
733,733,Printemps,Nuageux,Sec,Coleman FC,Ligue
734,734,Printemps,Ensoleillé,Sec,Cervantes FC,Ligue
735,735,Été,Venteux,Sec,Cline FC,Ligue
736,736,Automne,Venteux,Boueux,Perkins FC,Coupe
737,737,Hiver,Nuageux,Sec,Scott FC,Coupe
738,738,Hiver,Nuageux,Sec,Thomas FC,Coupe
739,739,Hiver,Ensoleillé,Boueux,Anderson FC,Coupe
740,740,Printemps,Nuageux,Sec,Gray FC,Coupe
741,741,Automne,Pluvieux,Boueux,Brown FC,Amical
742,742,Automne,Ensoleillé,Humide,Hernandez FC,Amical
743,743,Automne,Nuageux,Boueux,Schneider FC,Amical
744,744,Hiver,Pluvieux,Humide,Herrera FC,Amical
745,745,Hiver,Pluvieux,Humide,Morgan FC,Amical
746,746,Printemps,Pluvieux,Sec,Ramirez FC,Amical
747,747,Printemps,Ensoleillé,Humide,Ramirez FC,Amical
748,748,Printemps,Ensoleillé,Sec,Campbell FC,Amical
749,749,Été,Ensoleillé,Sec,Leblanc FC,Amical
750,750,Été,Ensoleillé,Sec,Martinez FC,Amical
751,751,Été,Venteux,Sec,Hill FC,Ligue
752,752,Été,Nuageux,Sec,Thomas FC,Ligue
753,753,Été,Ensoleillé,Sec,Harrington FC,Ligue
754,754,Été,Nuageux,Sec,Durham FC,Ligue
755,755,Automne,Ensoleillé,Humide,Hill FC,Ligue
756,756,Automne,Nuageux,Boueux,Harrington FC,Ligue
757,757,Automne,Pluvieux,Humide,Brady FC,Ligue
758,758,Automne,Venteux,Humide,Garcia FC,Ligue
759,759,Automne,Nuageux,Boueux,Garcia FC,Ligue
760,760,Automne,Nuageux,Boueux,Kelly FC,Ligue
761,761,Automne,Pluvieux,Boueux,Thomas FC,Ligue
762,762,Hiver,Pluvieux,Humide,Houston FC,Ligue
763,763,Hiver,Pluvieux,Boueux,Simpson FC,Ligue
764,764,Hiver,Pluvieux,Humide,Houston FC,Ligue
765,765,Hiver,Pluvieux,Humide,Lawson FC,Ligue
766,766,Hiver,Pluvieux,Boueux,Simpson FC,Ligue
767,767,Hiver,Nuageux,Humide,Kelly FC,Ligue
768,768,Hiver,Pluvieux,Humide,Brady FC,Ligue
769,769,Hiver,Pluvieux,Boueux,Kelly FC,Ligue
770,770,Hiver,Ensoleillé,Sec,Brady FC,Ligue
771,771,Hiver,Nuageux,Boueux,Hill FC,Ligue
772,772,Printemps,Nuageux,Sec,Harrington FC,Ligue
773,773,Printemps,Ensoleillé,Sec,Houston FC,Ligue
774,774,Printemps,Nuageux,Sec,Garcia FC,Ligue
775,775,Printemps,Ensoleillé,Humide,Simpson FC,Ligue
776,776,Printemps,Nuageux,Sec,Lawson FC,Ligue
777,777,Printemps,Ensoleillé,Sec,Houston FC,Ligue
778,778,Printemps,Pluvieux,Sec,Houston FC,Ligue
779,779,Été,Nuageux,Sec,Lawson FC,Ligue
780,780,Été,Venteux,Sec,Moore FC,Ligue
781,781,Automne,Nuageux,Boueux,Wright FC,Coupe
782,782,Hiver,Nuageux,Humide,Ramirez FC,Coupe
783,783,Automne,Venteux,Humide,Middleton FC,Amical
784,784,Automne,Nuageux,Humide,Ferguson FC,Amical
785,785,Hiver,Ensoleillé,Humide,Norris FC,Amical
786,786,Printemps,Nuageux,Humide,Davis FC,Amical
787,787,Été,Ensoleillé,Sec,Collins FC,Amical
788,788,Automne,Ensoleillé,Humide,Clark FC,Ligue
789,789,Automne,Pluvieux,Humide,Ortega FC,Ligue
790,790,Automne,Nuageux,Humide,Hughes FC,Ligue
791,791,Automne,Nuageux,Humide,Hughes FC,Ligue
792,792,Automne,Nuageux,Humide,Clark FC,Ligue
793,793,Automne,Nuageux,Humide,Holmes FC,Ligue
794,794,Automne,Pluvieux,Boueux,Knight FC,Ligue
795,795,Automne,Nuageux,Humide,Potter FC,Ligue
796,796,Automne,Venteux,Boueux,Clark FC,Ligue
797,797,Automne,Nuageux,Humide,Maldonado FC,Ligue
798,798,Hiver,Nuageux,Humide,Warren FC,Ligue
799,799,Hiver,Pluvieux,Boueux,Conway FC,Ligue
800,800,Hiver,Nuageux,Humide,Roberts FC,Ligue
801,801,Hiver,Nuageux,Humide,Potter FC,Ligue
802,802,Hiver,Nuageux,Boueux,Davis FC,Ligue
803,803,Hiver,Pluvieux,Humide,Warren FC,Ligue
804,804,Hiver,Nuageux,Boueux,Warren FC,Ligue
805,805,Hiver,Pluvieux,Sec,Knight FC,Ligue
806,806,Hiver,Pluvieux,Humide,Roberts FC,Ligue
807,807,Hiver,Pluvieux,Humide,Davis FC,Ligue
808,808,Hiver,Pluvieux,Humide,Shepherd FC,Ligue
809,809,Printemps,Nuageux,Sec,Potter FC,Ligue
810,810,Printemps,Nuageux,Sec,Holmes FC,Ligue
811,811,Printemps,Pluvieux,Sec,Warren FC,Ligue
812,812,Printemps,Ensoleillé,Sec,Conway FC,Ligue
813,813,Printemps,Pluvieux,Sec,Holmes FC,Ligue
814,814,Printemps,Nuageux,Sec,Smith FC,Ligue
815,815,Printemps,Ensoleillé,Sec,Roberts FC,Ligue
816,816,Été,Nuageux,Sec,Knight FC,Ligue
817,817,Été,Ensoleillé,Sec,Clark FC,Ligue
818,818,Automne,Pluvieux,Humide,Bowers FC,Coupe
819,819,Hiver,Venteux,Humide,Harrison FC,Coupe
820,820,Hiver,Pluvieux,Boueux,Spencer FC,Coupe
821,821,Printemps,Ensoleillé,Humide,Mendez FC,Coupe
822,822,Printemps,Nuageux,Humide,Smith FC,Coupe
823,823,Automne,Venteux,Humide,Dyer FC,Amical
824,824,Automne,Nuageux,Humide,Williams FC,Amical
825,825,Automne,Nuageux,Humide,Miller FC,Amical
826,826,Automne,Pluvieux,Humide,Padilla FC,Amical
827,827,Hiver,Ensoleillé,Boueux,Harrington FC,Amical
828,828,Hiver,Pluvieux,Humide,Munoz FC,Amical
829,829,Printemps,Nuageux,Sec,Alexander FC,Amical
830,830,Printemps,Nuageux,Sec,Richards FC,Amical
831,831,Printemps,Ensoleillé,Sec,Crawford FC,Amical
832,832,Printemps,Ensoleillé,Humide,Hahn FC,Amical
833,833,Été,Ensoleillé,Sec,Klein FC,Ligue
834,834,Automne,Nuageux,Boueux,Perry FC,Ligue
835,835,Automne,Pluvieux,Humide,Winters FC,Ligue
836,836,Automne,Ensoleillé,Humide,Perry FC,Ligue
837,837,Automne,Nuageux,Sec,Pittman FC,Ligue
838,838,Automne,Pluvieux,Sec,Chen FC,Ligue
839,839,Automne,Nuageux,Humide,Thomas FC,Ligue
840,840,Automne,Pluvieux,Humide,Thomas FC,Ligue
841,841,Automne,Venteux,Boueux,Anderson FC,Ligue
842,842,Automne,Ensoleillé,Sec,Pittman FC,Ligue
843,843,Automne,Nuageux,Boueux,Duarte FC,Ligue
844,844,Hiver,Pluvieux,Humide,Anderson FC,Ligue
845,845,Hiver,Pluvieux,Humide,Perry FC,Ligue
846,846,Hiver,Pluvieux,Humide,Duarte FC,Ligue
847,847,Hiver,Pluvieux,Humide,Williams FC,Ligue
848,848,Hiver,Pluvieux,Humide,Anderson FC,Ligue
849,849,Hiver,Ensoleillé,Humide,Mueller FC,Ligue
850,850,Hiver,Nuageux,Humide,Anderson FC,Ligue
851,851,Printemps,Ensoleillé,Humide,Anderson FC,Ligue
852,852,Printemps,Ensoleillé,Humide,Perry FC,Ligue
853,853,Printemps,Ensoleillé,Sec,Reyes FC,Ligue
854,854,Printemps,Nuageux,Humide,Anderson FC,Ligue
855,855,Printemps,Nuageux,Sec,Dominguez FC,Ligue
856,856,Printemps,Ensoleillé,Humide,Winters FC,Ligue
857,857,Printemps,Ensoleillé,Sec,Winters FC,Ligue
858,858,Printemps,Nuageux,Sec,Reyes FC,Ligue
859,859,Été,Ensoleillé,Sec,Foley FC,Ligue
860,860,Été,Ensoleillé,Sec,Anderson FC,Ligue
861,861,Été,Venteux,Sec,Anderson FC,Ligue
862,862,Été,Ensoleillé,Sec,Thomas FC,Ligue
863,863,Automne,Nuageux,Humide,Santos FC,Coupe
864,864,Hiver,Pluvieux,Sec,Dickerson FC,Coupe
865,865,Hiver,Pluvieux,Humide,Jackson FC,Coupe
866,866,Printemps,Ensoleillé,Sec,James FC,Coupe
867,867,Automne,Nuageux,Humide,Wilson FC,Amical
868,868,Automne,Pluvieux,Humide,Hurst FC,Amical
869,869,Automne,Nuageux,Boueux,Bauer FC,Amical
870,870,Hiver,Venteux,Boueux,Flores FC,Amical
871,871,Hiver,Pluvieux,Humide,Franklin FC,Amical
872,872,Hiver,Nuageux,Boueux,Mcconnell FC,Amical
873,873,Été,Nuageux,Sec,Grant FC,Amical
